title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Bar Urdiña,,445,"4,6",1-10€,,"Sabino Arana Etorbidea, 48, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–23:00'], 'sábado': ['8:00–23:00'], 'domingo': ['8:00–23:00'], 'lunes': ['Cerrado'], 'martes': ['8:00–23:00']}",,"['Comida riquísima y muy buena pinta. Sinceramente muy económica respecto a los del centro y mucha mejor calidad. El trato ha sido magnífico. Vinimos por las reseñas y volvería …Más', 'Sensacional bar de Pintxos y vermú preparado. Otro descubrimiento de Basurto que merece la pena ser visitado.…Más', 'En contestación a José Ramos. Parece mentira que por causas ajenas a la calidad de servicio, sean los camareros o Guillermo, por profesionalidad, trato, etc..,…Más']","['El restaurante Bar Urdiña está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3.5...', 'Puntuaciones y opiniones ... Bar Urdiña España aún no tiene suficientes puntuaciones de la comida el servicio la relación calidad/precio o la atmósfera. ¡Sé de...', 'En la emblemática Plaza Nueva una de las zonas de pintxos y fiesta de Bilbao se encuentra uno de los bares clásicos de la ciudad el Urdiña.']"
Bar Campeón & Euskallions Taldea,,257,"4,6",1-10€,,"Luis Briñas K., 3, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['9:30–21:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:15–23:30'], 'sábado': ['10:30–23:00'], 'domingo': ['10:30–15:30'], 'lunes': ['Cerrado'], 'martes': ['9:30–21:00', 'Confirmado por esta empresa hace 6 semanas']}",,"['Frente al estadio! La vista espectacular! Donde está la acción 🤩cerveza bien fría, pintxos muy higiénicos cerrados en plástico🥰y la amabilidad y asesoramiento de la gente tras la barra, para …Más', 'Fuimos un grupo de amigos, y paramos por casualidad, horas antes del partido. Tomando la primera cerveza conocimos al mítico Leon Belga, el chico y la chica que…Más', 'No se puede sentir mas agusto uno alli. Esti es una mujer especial, trabajadora, d8vertida, amiga de sus amigos y una profesional en lo suyo. Rober su compañero…Más']","['Bar Campeón Bilbao. 662 Me gusta · 36 personas están hablando de esto · 355 personas han estado aquí. Desayunos y pintxos muy de Bilbao. Tortillas...', '20 feb 2024 — Este es el sitio con mejor calidad cerca de Museo Maritimo Ria de Bilbao. Este bar te propone probar unas tortitas de pan atrayentes.', 'Pequeño bar de gran ambiente. Con nuestras locuras y las vuestras lo convertimos en el mejor bar de San Mamés. Luis Briñas 3 Bilbao Spain 48013.']"
Café Bar Fabiola,,76,"4,7",1-10€,Tiene terraza,"Pablo de Alzola Kalea, 9, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['9:00–17:00'], 'jueves': ['Cerrado'], 'viernes': ['Cerrado'], 'sábado': ['Abierto 24 horas'], 'domingo': ['10:30–23:30'], 'lunes': ['9:00–23:30'], 'martes': ['9:00–23:30', 'Actualizado por otras personas hace 4 semanas']}",,"['Es un establecimiento pequeño que te da varias opciones para picar en donde por lo poco que puede ver mezcla pintxos latinos como empanadas con pintxos locales.…Más', 'Sitio tranquilo para tomar algo. Tiene la cerveza Oro, que está muy buena y también la Alhambra roja', 'Muy buena atención por parte del chico de la barra , muy amable y atento a los clientes , muchas gracias , volveremos…Más']","['Cafébar Fabiola · Página · Bar · +34 946 11 15 13 · Calificación · 50 16 opiniones.', '5 feb 2024 — Café Bar Fabiola n.º 97 entre los cafés de Bilbao: 75 opiniones y 21 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'Es un establecimiento pequeño que te da varias opciones para picar en donde por lo poco que puede ver mezcla pintxos latinos como empanadas con pintxos...']"
BIRIBILDU Café,,166,"4,4",€,,"Kalea, Lezeaga Kalea, 11, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['18:00–23:00'], 'jueves': ['11:30–23:30'], 'viernes': ['11:30–2:00'], 'sábado': ['11:30–2:00'], 'domingo': ['11:30–23:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado', 'Actualizado por esta empresa hace 4 semanas']}",944 39 21 49,"['Este sitio es 100 % recomendable. La comida espectacular, cantidades más que suficientes, el trato y servicio de 10! Al ver la hamburguesa ya te dice todo del…Más', 'Los trabajadores del local muy serviciales y muy buen trato. Se agradece estar en buena sinfonía.…Más', 'Aún no he comido ahí pero pronto lo haré. El lugar es estupendo tanto para ir en pareja como con amigos. En la planta de arriba tienen un villar y una terraza para los fumadores.…Más']","['Descubre las raciones y cocina casera del bar restaurante Biribildu en Basurto Bilbao.', 'Puedes pedir para llevar | Bilbo - ¿Necesitas algo para reponer fuerzas? Déjate impresionar por nuestra variedad de tentempiés en la «Biribildu Café».', 'Encuentra en Páginas Amarillas toda la información y servicios sobre Restaurante BIRIBILDU Café. Consulta el teléfono de contacto y la dirección en Bilbao para...']"
La Bodeguilla Bar,,78,"4,5",1-10€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Mala Estrata, Basurto-Zorroza, 48012 Bilbao, Biscay","{'miércoles': ['8:30–15:00', '18:30–22:00'], 'jueves': ['8:30–15:00', '18:30–22:00'], 'viernes': ['8:30–15:00', '18:30–23:30'], 'sábado': ['Cerrado'], 'domingo': ['12:30–16:00'], 'lunes': ['8:30–15:00', '18:30–22:00'], 'martes': ['8:30–15:00', '18:30–22:00']}",,[],"['Ubicación y contacto. Mercado De La Ribera 48005 Bilbao España. A 0...', '27 may 2013 — Taberna: Bodeguilla Vallejo «el palas» ; Dirección: Licenciado Poza 3 ; Cuidad: Indautxu – Bilbao ; Teléfono: 944 435 009 – 610 043 933 ; E-mail: b...', 'Es uno de los muchos puestos de comida en la Ribera del mercado que ofrece una gran selección de pintxos a precios muy razonables.']"
Bar Galicia Suárez,,197,"4,3",1-10€,,"Basurtuko Geltokiko Kalea, 5, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['9:00–22:30'], 'sábado': ['9:00–22:30'], 'domingo': ['9:00–22:30'], 'lunes': ['9:00–22:30'], 'martes': ['8:00–23:00']}",,"['Las mejores rabas y txopitos de Basurto. La tortilla buenísima también!! Tienen pintxos muy ricos en general👌🏽…Más', 'Algunas fotos no se corresponden con el local, marco 3* aunque lo justo sería entre un 3 y un 4.…Más', 'Si quiere un buen desayuno, de calidad, rico y económico, este es el lugar. La tortilla está muy rica, recomiendo la de jamón y queso. Te ponen un cesto de pan. Y la atención es muy buena.']","['19 ene 2024 — Bar Galicia Suárez n.º 94 entre los pubs y bares de Bilbao: 193 opiniones y 1 foto detallada. Localízalo en el mapa y llama para reservar...', 'Consigue las mejores ofertas para Bar Galicia Suárez en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'Bar Galicia Suárez. 5 Calle Estación de Basurtu Bilbao 48002. Bar•2 posts. Open until 10:30 PM. +34 944 27 30 50 · TopTopIn the areaIn the area.']"
ZIDOR Cafe Bar,,525,"4,3",1-10€,,"Basurtu Kastrexana Errepidea, 21, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['7:30–23:00'], 'jueves': ['7:30–23:00'], 'viernes': ['7:30–1:00'], 'sábado': ['10:00–1:00'], 'domingo': ['10:00–23:00'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00']}",,"['Muy buenos pinchos, variedad de tortillas de patatas exquisitas, un ambiente genial con una selección de música inmejorable, son muy cercanos y majos!!…Más', 'Elegantioso. Tranquilo.\nAsí se acostumbra aquí, pero no me gusta que no haya meseros.…Más', 'Bar-cafetería en la zona de Basurto, muy cerca del Hospital. Buenos pintxos, bocadillos y muy buena atención. Lugar agradable para compartir un café o aperitivo.…Más']","['Zidor Cafe Bar · Puntuaciones y opiniones · Comida y ambiente · Ubicación y contacto. Carretera Basurto Castresana 21 48002 Bilbao España.', 'Café pintxos y combinados la triada ganadora de Zidor. Por su emplazamiento tan cerca del Hospital de Basurto y junto a un parque infantil el Café Zidor...', 'Bar-cafetería en la zona de Basurto muy cerca del Hospital. Buenos pintxos bocadillos y muy buena atención. Lugar agradable para compartir un café o aperitivo...']"
La taberna de Zarate,,917,"4,2",1-10€,,"Fernández del Campo K., 35, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['10:00–23:30'], 'jueves': ['10:00–23:30'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['11:00–23:30'], 'lunes': ['Cerrado'], 'martes': ['10:00–23:30']}",,"['Fuimos un grupo de 11 personas a cenar y nos dió da la impresión de que este establecimiento comienza a morir de éxito. Porque nos sirvieron una tortilla ……Más', 'Dudaba en poner este comentario, pero después de leer todas las quejas del personal... no me ha extrañado nada lo que me ha sucedido. Pido un zurito y un pincho…Más', 'Sin duda una de las mejores tortillas de Bilbao. La picante, con alegrías, es un vicio. Punto de cuajado perfecto, buen punto de sal y riquísima.…Más']","['La taberna de Zarate · Cocina abierta todo el día. Reservas únicamente al teléfono 946073109...', 'La Taberna de Zarate · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Fernández del Campo Kalea 35 48010 Bilbao...', 'Horarios Cerrado ahora · Martes de 10:00 a 23:30 · Miércoles de 10:00 a 23:30 · Jueves de 10:00 a 23:30 · Viernes de 10:00 a 00:00 · Sábado de 10:00 a 00:00...']"
Vista Caribbean Bar,,85,"4,1",,,"Autonomia Kalea, 58, Abando, 48012 Bilbo, Bizkaia",{},,"['No es nada recomendable pedir a domicilio, les habré hecho como 50 pedidos y en mínimo 15 ocasiones me han dado ganas de llevarles el chicharrón quemado que te…Más', 'Estuve aqui hace unos años y la comida estaba muy buena. Hoy he vuelto para comer. El bar es pequeñito pero agradable, con buen ambiente. Destacar la amabilidad…Más', 'Realicé un pedido a través de GLOVO, tardó en llegar 1h y llegó totalmente quemado. Por fuera quemado pero al partirlo estaba crudo. Lógicamente, imposible de…Más']","['Vista Caribbean Bar · Platos principales · Complementos · Postres · Bebidas · Bebidas con Alcohol · Tu pedido · Servicio al Cliente · Tipos de cocina.', '6608 Followers 1271 Following 88 Posts - See Instagram photos and videos from Vista Caribbean Bar @vistacaribbeanbar', 'Vista Bar ; Ensalada vegetal · 550 € ; Yucas fritas ración. 550 € ; Tostones ración. 400 € ; Yuca ración. 400 € ; patatas fritas ración. 350 €.']"
Dike 1 - Cocktail Bar & Restaurante,,364,"4,2",10-20€,,"Dique Kalea, 1, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia",{},,"['Es un sitio muy chulo, con terraza cerrada y otra parte abierta. Está muy oscuro dentro hasta por la tarde entre semana. Sorprende la de gente muy muy joven que…Más', 'Terraza de lo más agradable junto a la Ría en Olabeaga. Hoy que hacía 20 grados, se estaba súper a gusto tomando algo y disfrutando de las vistas. Precios de terraza (3,5€ la caña).…Más', 'Buen lugar para tomar un combinado o un cóctel por la tarde, lugar bien ambientado y tranquilo durante las tardes y hasta el anochecer, que cambia el ambiente a algo más movido y ju…Más']","['Fiestas privadas. Con unas vistas privilegiadas a la Ría de Bilbao dispone de un amplio espacio tanto interior como exterior. Ofreciendo experiencias...', 'Bar & Restaurante. Enlaces. COCKTAILS · CARTA · VINOS & CHAMPAGNES · SHISHAS · MENÚS · RESERVAR. Dirección. C/ Dike 1 48013 - Bilbao. Tel: 944 41 88 88. Correo...', 'No hay disponibilidad en el restaurante Dike 1 - Cocktail Bar & Restaurante para ... C/ Dike 1 48013 - Bilbao. Tel: 944 41 88 88. Correo: dike1@dike1.com.']"
El Coto Cafe Bar,,142,"4,6",1-10€,,"Lezeaga Kalea, 14, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['10:00–22:30'], 'jueves': ['9:30–23:00'], 'viernes': ['8:30–22:30'], 'sábado': ['10:00–22:30'], 'domingo': ['10:00–22:30'], 'lunes': ['8:30–22:30'], 'martes': ['8:30–22:30']}",,"['La camarera de coleta y gafas no se enteraba de nada. Nos atendió de mala manera y malamente nos trajo las cosas mal y encima decía que habíamos pedido mal.…Más', 'Bar en Leceaga, esta bien tiene terraza para poder tomar algo fuera, tiene barra de pintxos y están ricos, el chico queclo regenta ( Aitor) es majo y empatiza con la clientela, recomendable…Más', 'Un bar familiar, de barrio, donde siempre puedes tomarte un café o una cerveza en buena compañía, Aitor el dueño un gran tío al igual que Almi.…Más']","['20 feb 2024 — El Coto Cafe Bar n.º 52 entre los cafés de Bilbao: 142 opiniones y 14 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'El coto cafe bar - Cafetería en Bilbao Biscay · Dirección: Lezeaga Kalea 14 · Pais : ES · Ciudad : Bilbao · Provincia : Biscay · Codigo Postal: 48002 · Tipo de...', 'La carta actualizada de El Coto Cafe Bar. Precios y opiniones de los clientes sobre sus platos.']"
Bar Tellagorri,,8,"4,4",,,"Tellagorri Kalea, 6, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['6:30–22:00'], 'jueves': ['6:30–22:00'], 'viernes': ['6:30–23:00'], 'sábado': ['6:30–21:30'], 'domingo': ['Cerrado'], 'lunes': ['6:30–21:30'], 'martes': ['6:30–21:30', 'Confirmado por esta empresa hace 4 semanas']}",,"['Cada vez a peor. Ha quitado hasta poder pagar con tarjeta. Pero los precios los suben. Mal.…Más', 'Me atiende una camarera protestando y cansada. Pido un café templado y con sacarina y me tomo un café ardiendo con azúcar... bien de precio... sin comentarios 🤦\u200d♂️', 'Es un sitio muy agradable y la que está detrás de la barra es muy buena persona... aquí tú niño con el langostino']","['Ubicación y contacto. Avenida De Algorta 55 Plaza Tellagorri. 48991 Getxo España.', 'En el restaurante Tellagorri podrás encontrar dos espacios diferenciados. Por un lado están el bar y la terraza de la planta baja situados en la conocida...', 'Nuestro restaurante se especializa en comida local con especialidades en burgers carnes nachos y más.']"
Bar La catedral,,347,"4,2",1-10€,,"Calle De, Urkixo Zumarkalea, 102, Basurtu-Zorrotza, 48013 Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Pedir un café con leche con doble carga de café y que te lo pongan largo de agua. A pesar de haber recordado cómo lo he pedido y la camarera asegurandome de que…Más', 'Pedimos en este establecimiento un bocata de carne y jamón que estaba regular, más bien algo seco. También pedimos una hamburguesa que no estaba mal aunque la…Más', 'Una bar justo en frente del estadio San mames(la catedral).Hemos comido unos pintxos de tortilla maravilloso;poco hecho con muy buen sabor;el servicio es muy correcto y lo…Más']","['Con vistas al campo de fútbol de San Mamés y a pocos pasos de la Universidad de Ingenieros de Bilbao en nuestro bar restaurante encontrarás el mejor ambiente...', 'La Catedral. Bilbao Bizkaia/Vizcaya Alameda Urquijo 102. #hamburguesas #san ... Bar Restaurante La Catedral ofrece una cocina casera y de pinchos en un...', 'Catedral Bar. Información. Especialidad: Pinchos. Ofrecemos: Desayunos. Indispensable: Probar nuestro menú. Conocido por: Nuestra variedad de pinchos y...']"
Attique Bar,,11,"4,1",,,"Novia Salcedo K., 18, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['9:00–16:00', '18:30–22:30'], 'jueves': ['9:00–16:00', '18:30–22:30'], 'viernes': ['9:00–16:00', '18:30–24:00'], 'sábado': ['12:00–16:00', '19:00–24:00'], 'domingo': ['12:00–16:00'], 'lunes': ['9:00–16:00', '18:30–22:30'], 'martes': ['9:00–16:00', '18:30–22:30']}",,"['Ya no es el attique. Se llama el rincón de basurto y lo lleva un nepalí Ramesh ( o como se escriba) que es encantador.…Más', 'Un lugar muy original, no tienen varidad de tes y Cafes y esta un poco apartado, pero el sitio es agradable', 'Está bien pero precios muy altos por ser zona turística']","['28 feb 2015 — Podría afirmar que prácticamente todos se encuentran en barrios del centro de Bilbao. Ya sea mi Casco Viejo Abando el Ensanche Indautxu y San...', '13 nov 2022 — Attique Bar n.º 1546 entre los pubs y bares de Bilbao: 14 opiniones y 10 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'La carta actualizada de Attique Bar. Precios y opiniones de los clientes sobre sus platos.']"
El suavecito bilbao,,1,"5,0",,,"Calle Gral. Concha, n37, Recalde, 48012 Bilbao, Biscay","{'miércoles': ['9:00–24:00'], 'jueves': ['9:00–24:00'], 'viernes': ['9:00–24:00'], 'sábado': ['9:00–1:00'], 'domingo': ['6:00–1:00'], 'lunes': ['9:00–24:00'], 'martes': ['9:00–24:00']}",686 05 33 33,[],"['5 ene 2024 — El suavecito bilbao n.º 114 entre las barbacoas de Bilbao: 2 opiniones y 9 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Ver Suavecito Lunch en Bilbao General Concha 37 en Cylex y encuentre ☎ 686 05 33... datos de contacto ⌚ horario de apertura.', 'El suavecito bilbao. Número de teléfono. 686 05 33 ... Biscay 48010 Urkixo Zumarkalea 30. Informar de un error. Bilbao Restaurantes en Bilbao El suavecito...']"
El Cargadero de Bilbao,Combinados cervezas y comida para picar en una coctelería informal junto a la ría con terraza y vistas de la puesta de sol.,1000,"4,3",10-20€,,"Dique Kalea, 1, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['16:00–22:00'], 'jueves': ['16:00–22:00'], 'viernes': ['16:00–22:00'], 'sábado': ['13:00–22:00'], 'domingo': ['13:00–22:00'], 'lunes': ['16:00–22:00'], 'martes': ['16:00–22:00']}",,"['Fui con la Familia a tomar una copita. Pero nos atendió un camarero llamado Braian. Muy poco profesional y borde, por que fuimos en familia y no era el…Más', 'pues el camarero brian nos trato súper mal y tan solo por pedirle la carta de cócteles fue borde y encima porque le dijimos que no nos había dicho eso, se fue…Más', 'Una terraza encima de la ria que no te dejan fumar ni tampoco sacar tu copa a 1 metro de la puerta del bar para poder fumar tranquilamente…Más']","['El Cargadero de Bilbao es la primera terraza sobre la Ría para tomar copas y aperitivos. Cuenta con barra propia mesas altas y bajas sombrillas sofás...', 'Horario de apertura · lun: · mar: · mié: · jue: · vie: · sáb: · dom: 13:00–22:00...', 'El Cargadero de Bilbao ... Especialidad: Terraza sobre la Ría de Bilbao especializada en coctelería y aperitivos. Ofrecemos: organización de eventos y...']"
El plaza de indautxu,,395,"4,0",10-20€,,"Santimami Zumarkalea, 46, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['6:00–0:30'], 'jueves': ['6:00–0:30'], 'viernes': ['6:00–0:30'], 'sábado': ['6:00–0:30'], 'domingo': ['6:00–0:30'], 'lunes': ['Cerrado'], 'martes': ['6:00–0:30']}",,"['Un lugar donde comer un buen menú del día con un servicio muy agradable,lo recomiendo si estás por la zona,no te defraudará.…Más', 'LuisMi, vaya pedazo de PROFESIONAL! Atento, amable, educado, diligente, sencillo... Ojalá hubiera muchos así.…Más', 'Excelente la comida acaba de comer ahí gustó mucho la comida súper buenísima y el camarero de mesa excelente persona buen trato lo recomiendo con loss ojos cerrados…Más']","['El restaurante El Plaza de Indautxu está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio:...', 'Precio? En consonancia con el entorno con menú diario extenso y variado a 14€ bebida solo agua y vino sencillo/gaseosa. Instalaciones? Sendos pequeños...', 'Esta plaza se inauguró en 2006. Tiene un estilo vanguardista definido por un gran círculo central de 40 metros de diámetro así como modernas farolas.']"
Restaurante Karmelo,Restaurante sofisticado en el que se preparan selectos platos de marisco lasaña y arroces.,597,"4,2",10-20€,,"José María de Escuza Kalea, 27, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['7:30–23:30'], 'jueves': ['7:30–23:30'], 'viernes': ['7:30–24:00'], 'sábado': ['0:30–1:00', '11:00–1:00'], 'domingo': ['11:00–23:00'], 'lunes': ['7:30–23:30'], 'martes': ['7:30–23:30', 'Actualizado por teléfono hace 5 semanas']}",,"['Sencillamente genial.\nEl local de gran nivel.…Más', 'Pedimos dos menús del día un viernes. Hacía mucho que lo tenía apuntado pero esperaba a ir entre semana porque el fin de semana suben mucho el precio.…Más', 'Sitio muy bonito y elegante, personal muy amable, los platos llegaban rápido, el menú es más conveniente a nivel de precio que la carta y sales sin hambre, la…Más']","['En Karmelo se da de comer y se da como nos gusta sin artificios. Una cocina de autor sin alejarnos nunca de la tradición. Jose María Escuza 27 Bilbao.', 'Muy buen menú del día con varios platos a elegir. El servicio rápido y muy atento. Todo riquísimo con una tarta de queso espectacular.', 'Restaurante Karmelo · Página · Restaurante · +34 944 39 21 84 · Www.karmelorestaurante.com · Calificación · 46 16 opiniones.']"
Restaurante Marisquería Mendata Berria. Cenas y comidas en Bilbao en terraza cubierta climatizada y comedor,,458,"3,9",€€,,"San Mames Zumarkalea, 45, Ptl.Bj, Abando, 48010 Bilbao, Biscay",{},,"['La comida estaba bien, pero hay dos detalles que no me gustaron nada.\n1.- Tanto la carta de comida como la de vinos que tienen co…Más', 'Pedimos pulpo, y en el plato venían 8 trocitos y alguna rodaja de patata. Por 27 euros es demasiado caro. La camarera se enfadó porque le dijimos que sólo…Más', 'En la barra: Una copa de txakoli (solo tienen dos: Munetaberri y un desconocido «guipuzkoano») 2,50 eur.…Más']","['Lo mejor en mariscos carnes pescados y delicatessen frescos y de temporada. En el centro de Bilbao comedor y terraza climatizada. Ver la carta /. #...', 'Comidas. Desayuno Comidas Cenas Bebidas. Ver todos los detalles. comidas ventajas información general. Ubicación y contacto. Alameda San Mames 45 48010...', '12 may 2023 — Restaurante Marísquería Mendata Berria n.º 203 entre los restaurantes de Bilbao: 564 opiniones y 189 fotos detalladas.']"
Purita Bar Restaurante,,211,"3,8",1-10€,,"Ciudadela Kalea frente al 2, 48002 Bilbao, Biscay","{'miércoles': ['7:30–1:00'], 'jueves': ['7:30–1:00'], 'viernes': ['7:30–2:30'], 'sábado': ['9:00–2:30'], 'domingo': ['9:00–1:00'], 'lunes': ['7:30–1:00'], 'martes': ['7:30–1:00']}",,"['Nunca he comido una hamburguesa de allá dice que son ricas .regáleme.una para degustar. Calle doctor Díaz emparanza portal 29 5 b gracias', 'Sus hamburguesas son geniales, tienen un sabor buenisimo y productos frescos y de calidad. En general toda su comida es fantastica. La atencion de las diversas…Más', 'Genial para tomarte algo…Más']","['Bar Restaurante Purita · Página · Bocadillería · +34 946 56 73 40 · puritarestaurante.com · Calificación · 40 11 opiniones.', '20 feb 2024 — Pide un casero laing unas generosas hamburguesas americanas o unos perfectamente elaborados pintxos en este bar. Pone a disposición de sus...', 'Purita Bar Restaurante en Bilbao. Ciudadela Kalea frente al 2  Biscay Bilbao.']"
Restaurante Marisquería Serantes,Barra de tapas e ibéricos en una marisquería fa000iar con vivero colección de botellas y adornos marineros.,15000,"4,3",€€€,,,"{'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–1:00'], 'sábado': ['10:00–1:00'], 'domingo': ['10:00–1:00'], 'lunes': ['9:00–1:00'], 'martes': ['Cerrado', 'Actualizado por esta empresa hace 1 semana']}",,"['La comidas expectacular la calidad a de los productos top y el trato del personal de 10 así da gusto ir a un restaurante que tiene comida buena y personal amable y graciosos volvere…Más', 'Nos encantó la comida y la atención genial!\nMe enteré de este restaurante por Google y no falló!…Más', 'Crónica de la visita a restauranteserantes:…Más']","['Restaurante y marisquearía con tres locales y más de 60 años en Bilbao. Bastión de la cocina tradicional vasca en el centro de Bilbao.', 'Restaurante Marisqueria Serantes · Calle Licenciado Poza 16 48011 Bilbao España · Página web · Mejora este perfil.', 'Marisquería; Arroz; Marisco; Pescado; Precio desde: Entre 35€ y 60€; Niños bienvenidos. Compartir. Copiar enlace. Ubicado en una destacada calle de Bilbao en...']"
Bar Plata & Brochettes,,11000,"4,2",10-20€,,"Egaña Kalea, 11, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['9:00–1:00'], 'lunes': ['9:00–1:00'], 'martes': ['9:00–0:30']}",,[],"['brochettes · Pintxo Moruno · Brocheta Moruna · Pollo Moruno · Rape & Langostinos · Salmón & Langostinos. ensaladas.', 'Brocheta de rape con langostinos excelente. Fecha de la visita: agosto de 2023. ¿Útil? Esta es la opinión subjetiva de un miembro de Tripadvisor no de...', 'Bar Plata - Bar & Brochetas - Brochettes Plantxa Brasa Raciones Ensaladas.']"
Building Kirol & Bar - Bizkaia,,57,"4,3",€,,"Urkixo Zumarkalea, 73, Abando, 48013 Bilbo, Bizkaia","{'miércoles': ['7:00–23:30'], 'jueves': ['7:00–24:00'], 'viernes': ['8:00–3:00'], 'sábado': ['8:00–3:00'], 'domingo': ['12:00–16:00'], 'lunes': ['7:00–23:30'], 'martes': ['7:00–23:30']}",,"['Un lugar donde puedes pasar todo el día. Excelente atención y un ambiente muy agradable', 'Me encanta siempre hay buen ambiente y muy buena atención, los pintxos deliciosos sobre todo la tortilla y el café lo recomiendo 100% 😎', 'Excelente bar. Muy majos los dueños, buenos pinchos, buena cerveza y mejores precios. Totalmente recomendado']","['Programación y agenda de Building Kirol & Bar uno de los puntos de interés y lugares recomendados para ver y visitar al viajar a Bilbao  Bizkaia.', 'Building Kirol & Bar. @buildingfk. Alameda Urkijo 73 esq. Jose Maria Escuza Bilbao Bizkaia. 5 tips; 10 seguidores; 0 siguiendo. Seguir.', 'Building Kirol & Bar en Bilbao es un establecimiento que ofrece una experiencia única para aquellos que buscan un buen cóctel y comida en un ambiente acogedor e...']"
Alirón,,550,"4,1",1-10€,,"Luis Briñas K., 23, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00'], 'sábado': ['7:00–16:00'], 'domingo': ['9:00–16:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['El pincho de tortilla el mejor que probé en Bilbao y San Sebastián, es de bonito normal el de jamón bueno, el de huevo y chorizo también estaba de locos, toda ……Más', 'Estaba buscando un local por esa zona y la verdad es que gustó bastante, están especializados en pintxos, tienen variedad en barra. Lo que destaca muy ……Más', 'Vine aqui para desayunar pronto a la mañana y es el mejor desayuno que puedo tener; un cafe con un bollo caliente, con un sabor increiblemente bueno. En cuanto…Más']","['Alirón es una expresión utilizada para manifestar de manera eufórica un objetivo conseguido especialmente en el terreno deportivo.', 'El grito de “Alirón” tiene su origen en la explotación de mineral de hierro en los montes de Triano. La buena ley metálica del mineral extraido era confirmada...', ""Es el grito de guerra de los bilbaínos el que más suena cuando el Athletic Club gana un título. Se dice que la palabra 'Alirón' proviene del inglés 'All...""]"
