title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Gure Toki,Platos y tapas modernos de cocina vasca y vinos regionales en un restaurante chic de estilo industrial.,37000,"4,5",10-20€,,"Pl. Nueva, 12, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['Cerrado'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–16:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00', 'Confirmado por esta empresa hace 2 semanas']}",,"['Nos gustó mucho la experiencia.\nEl sitio está bastante bien, con amplia variedad de pintxos. Muy surtido, de…Más', 'Fuimos a este local guiados por su buena puntuación en está app. Sábado a las 18:30 con la terraza llena y cola, en su mayoría, de extranjeros para pedir un ……Más', 'Muy recomendable. El restaurante estaba súper lleno así que pedimos para llevar y comimos en la Plaza Nueva, al sol ☀️😎…Más']","['hace 6 días — El restaurante Gure Toki está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio...', '0_N0A8241.jpg. 0_N0A8222.jpg. 0_N0A8263.jpg. 0_N0A8267.jpg. 0_N0A8216.jpg. 0_N0A8232.jpg. Panorama_sin_título1.jpg. ongi etorri.', 'En el verano de 2015 abre sus puertas el nuevo Gure Toki una de las referencias gastronómicas de Bilbao. Situado en la Plaza Nueva uno de los rincones más...']"
Baster,,2000,"4,4",1-10€,Tiene terraza· No se aceptan reservas· Sillas altas disponibles,"Posta Kalea, 22, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['9:30–22:00'], 'jueves': ['9:30–22:00'], 'viernes': ['9:30–23:00'], 'sábado': ['9:30–23:00'], 'domingo': ['9:30–16:00'], 'lunes': ['9:30–22:00'], 'martes': ['9:30–22:00']}",,"['He probado tanto la tortillita de patatas como el bocadillo de calamares y he salido encantado.…Más', 'Local con muy buena localización. Tiene la terraza siempre llena, por lo que probablemente toque esperar. El bocata de calamares estaba muy bueno. Local recomendable.…Más', 'Aunque siempre se pelea uno ppr encontrar sitio... creo que eso dice mucho. Me encanta este lugar y aunque tenga que esperar un poco vale la pena... ese…Más']","['El restaurante Baster Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', '¡Bienvenido a nuestra casa! Pasa a disfrutar de nuestra propuesta gastronómica en pleno casco viejo Bilbaíno. Pintxos y raciones tradicionales hechas en casa y...', 'Baster Bilbao Lucky Baster · Página · Bar de tapas y restaurante · +34 944 07 12 28 · basterbilbao.com · Calificación · 47 165 opiniones.']"
Sorgínzulo,Pinchos de carne y pescado vascos regados con vinos de la región como el chacolí en un bar elegante y animado.,24000,"4,4",10-20€,,"Pl. Nueva, 12, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['9:30–22:30'], 'jueves': ['9:30–22:30'], 'viernes': ['9:30–22:30'], 'sábado': ['9:30–22:30'], 'domingo': ['10:00–15:30'], 'lunes': ['9:30–22:30'], 'martes': ['9:30–22:30']}",,"['La comida espectacular y barata. Los calamares no pueden faltar. Entre semana se puede disfrutar mucho mejor de la terraza ya que no está tan lleno como los fines de semana que es i…Más', 'Todo un gran acierto sin duda alguna el visitar este local típico de pinchos situado en La Plaza Nueva en Bilbao. Disponen de una gran variedad de pinchos con…Más', 'Este lugar es de visita obligatoria si estás por el casco viejo de Bilbao. En esta oportunidad probamos la carrilleras y están muy buenas, recomendada. Está ……Más']","['Ubicación y contacto. Plaza Nueva 12 48005 Bilbao España. A 0...', 'Los mejores pintxos de Bilbao · Consulta aquí nuestra carta · y · Prueba nuestra VISITA VIRTUAL.', 'Concurso #tortilla de Bizkaia 2024 y muchos +!. Prueba nuestros calamares ! Plaza Nueva y Santutxu #Bilbao. Plaza Nueva 12 Bilbao Spain 48005.']"
Artajo,,675,"4,1",1-10€,,"Ledesma Musikariaren Kalea, 7, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['10:00–23:00'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–1:00'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['10:00–23:00']}",,"['Bar de Pintxos de reconocida fama en Bilbao y no es para menos! Sus bravas, sus mejillones, sus croquetas y sus gildas son para volver una y otra vez!! Ideal…Más', 'Lugar en zona de ambiente en Bilbao. Los pintxos están muy bien. Hay mesas para sentarse tanto en interior como en terraza (aunque para sentarse se utilizan las…Más', 'La verdad es que de pinchos no lo veo. Es carisimo por cosas ya hechas, pagas todo. Supongo que es por estar en el centro.…Más']","['El restaurante Artajo está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 3; Calidad/precio: 3; Atmósfera: 3...', 'Esta taberna se aprovecha que esta en la zona de ambiente la calidad es baja y el precio muy caro. No esperes nada especial.', 'Típico bar de pintxos y raciones en una de las calles con más ambiente de Bilbao el local es muy bonito y con un buen servicio.']"
Jantoki Berria,,354,"4,2",10-20€,,"San Mames Zumarkalea, 47, bajo, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–23:30'], 'sábado': ['12:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",,"['Menú perfecto (calidad/precio). El sabor de la comida y la cantidad muy bien. El servicio por parte de los camareros excelente, rápidos, atentos y educados.…Más', 'Local lleno. Servicio muy amable y ordenado. La cocina normal, lo que es para pedir un menú del día.…Más', 'Muy buena relación calidad/precio, buen servicio, sin esperas, pero recomendable reserva previa…Más']","['Ubicación y contacto. Alameda San Mames 47 48010 Bilbao España. Indautxu.', 'Daily menu menu for 14€ with bottle of wine. So tasty so fresh! Try mussels here and salad with mushrooms and cheese ; And fast!', 'Jantoki berria Bilbao. 522 Me gusta · 1 personas están hablando de esto · 242 personas han estado aquí. Menú del díacartahamburguesasplatos...']"
Cafe Sirimiri Bar,,630,"4,5",10-20€,,"Colón de Larreátegui K., 11, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00'], 'sábado': ['9:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['Impresionante el servicio, un 10 para ellos 👏🏻👏🏻👏🏻👏🏻 el menú también muy bueno! Altamente recomendable', 'El trato excelente poco mas y le pido el insta al camarero y mos han dado muy buenos pintxos de forma gratuita, volveremos…Más', 'Ambiente perfecto. Totalmente recomendable. Trato del personal espectacular. Volvería a repetir…Más']","['El restaurante Café Sirimiri Bar está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Café Sirimiri Bar"" Bilbao. 389 Me gusta · 17 personas están hablando de esto · 219 personas han estado aquí. Cafeteria-restaurante comida casera buen...', 'Platos Combinados Hamburguesas Bocatas Sandwich Raciones Os esperamos! calle colon de larreateGUI 11 Bilbao Spain 48010.']"
Las Lías Bilbao,,298,"4,4",,,"Calle Juan Ajuriaguerra Kalea, 14, Abando, 48009 Bilbo, Bizkaia","{'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00'], 'viernes': ['13:00–16:00', '20:00–23:00'], 'sábado': ['13:00–16:00', '20:00–23:00'], 'domingo': ['13:00–15:30'], 'lunes': ['Cerrado'], 'martes': ['13:00–16:00', '20:00–23:00']}",,"['Un restaurante entre tradicional y moderno, bien localizado y con una carta corta.…Más', 'Todo perfecto la comida, el ambiente, el vino....Los platos son excelentes, un momento muy agradáble. Gracias por lá mascota!', 'Atención buena: camareros muy amables\nComida: buena calidad aunque no excelente y la pieza venía con demasiada grasa…Más']","['En Las Lías Bilbao puedes celebrar una cata personalizada con tu amigxs fa000ia empresa.... puedes elegir el tipo de vinos a degustar su procedencia...', 'Un gastrobar de ambientación enológica que oferta una pequeña carta tradicional tapas y raciones. ¡La extensa selección de vinos por copas delata la...', 'Un gastrobar de ambientación enológica que oferta una pequeña carta tradicional tapas y raciones. ¡La extensa selección de vinos por copas delata ... Leer...']"
Restaurante Amaren,Platos clásicos servidos en un asador informal con paredes de piedra vista y terraza.,49000,"4,5",€€,,,"{'miércoles': ['13:00–1:00'], 'jueves': ['13:00–1:00'], 'viernes': ['13:00–1:00'], 'sábado': ['13:00–1:00'], 'domingo': ['13:00–1:00'], 'lunes': ['13:00–1:00'], 'martes': ['13:00–1:00']}",,"['El restaurante amaren es una maravilla, tanto por el servicio como por la comida. El personal fue muy profesional y simpático, y nos atendieron con rapidez y…Más', 'Magnifico restaurante, comida para 4 personas, seguramente la mejor carne que he comido en mi vida.…Más', 'Tenía muchas ganas de probarlo porque había oído maravillas ...\nY la verdad es que me he llevado chasco , un pinchazo vamos .…Más']","['Restaurante Amaren el templo de la autentica carne de buey en el centro de Bilbao. Campeones nacionales de parrilla. Reservas en 944978906.', 'Carta del restaurante Amaren en el centro de Bilbao calle Diputación el templo de la autentica carne de buey. Reservas en el 944 978 906.', 'El restaurante Restaurante Amaren Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio...']"
MIO Bar,,287,"4,1",1-10€,,"Poza Lizentziatuaren Kalea, 33, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['7:00–23:00'], 'jueves': ['7:00–1:00'], 'viernes': ['7:00–3:00'], 'sábado': ['8:00–3:00'], 'domingo': ['8:00–23:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00']}",,"['Excelente servicio sobre todos los camarero el chico y la chica de noche super guay pronto os visitaré se los recomiendo 🥰…Más', 'Excelente servicio más los camareros la chica y el chico súper majos fue el viernes de noche y súper bien…Más', 'Tapas favolose!\nEl local está en una zona muy activa de dia y de noche; la terraza tiene su…Más']","['En Mio Basque Urban Food creemos que comer es vivir una experiencia disfrutar y celebrar un momento especial. Tlf: 946 75 73 00.', 'MIO Bar · Licenciado Poza 33 48011 Bilbao España · Página web · Mejora este perfil.', 'En Mio Bar puedes encontrar desayunos clásicos y/o especiales con zumos Detox tostadas light vermouths preparados barra de pintxos y copas bien puestas.']"
Bar Zalea,,148,"4,1",,,"Calle Juan Ajuriaguerra Kalea, 3, Abando, 48009 Bilbo, Bizkaia","{'miércoles': ['9:00–23:00'], 'jueves': ['9:00–23:00'], 'viernes': ['9:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['11:30–22:00'], 'lunes': ['9:00–23:00'], 'martes': ['9:00–23:00']}",,"['Estuve con mi mujer e hija para tomar un café. Sábado 17h de la tarde.Barra vacía y poca gente. Pedimos dos cafés, uno con leche caliente y otro corto de café…Más', 'Recomendable.\nDiferentes opciones de menú que se pueden adecuar a las necesidades de cada uno.…Más', 'Menú Navidad con amigos y fabuloso. Trato exquisito, buen sitio, buen ambiente y un menú genial!!! Merece la pena volver aunque nos pille lejos de donde vivimos. Gracias Josu!!!!…Más']","['Gastrobar Zalea · Paġna · Bar · +34 944 35 22 67 · barzalea.com.', 'En nuestro Gastrobar podrás encontrar una gran variedad de Platos Pintxos y Menús además de una completísima carta de vinos. Comparte tus experiencias.', '3 oct 2021 — El 9 de septiembre Josu Muñoz abrió las puertas del gastrobar Zalea un local que abre a las nueve de la mañana y ofrece una barra de pintxos...']"
Charlotte,Desayunos comidas y cenas en cadena de cafeterías con tienda gourmet de cafés y tés de importación.,537,"3,5",1-10€,,,"{'miércoles': ['8:30–20:30'], 'jueves': ['8:30–20:30'], 'viernes': ['8:30–20:30'], 'sábado': ['8:30–20:30'], 'domingo': ['8:30–20:30'], 'lunes': ['8:30–20:30'], 'martes': ['8:30–20:30']}",,"['Lugar agradable para desayunar. Amplia elección de tartas y también de salado. También smothies que están muy muy bien de ingredientes y ricos!…Más', 'Pintxos variados buenos y buena presencia. La camarera muy profesional y amable. Lo único negativo, un poquito caro.…Más', 'Media hora buscandolo, total no estaba, mas facil encontrarte con un famoso. FATAL…Más']","[""charlotte. Women's clothing store. Espacio multimarca. Slow fashion. Consultas y pedidos por DM Envios Lehendakari Aguirre 11  Deusto 48014 Bilbao. www..."", 'Charlotte Bilbao · Página · Tienda de ropa de mujer · Calificación · 48 16 opiniones.', 'Charlotte Bilbao Bilbao Spain. 1062 likes · 24 were here. Moda femenina.']"
Bar Urdiña,Taberna sencilla y acogedora con terraza que sirve tapas tradicionales pinchos y bebidas.,417,"3,9",10-20€,,"Plaza Nueva, Pl. Nueva, 5, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['10:00–22:00'], 'jueves': ['10:00–22:00'], 'viernes': ['10:00–23:00'], 'sábado': ['12:00–23:00'], 'domingo': ['12:00–23:00'], 'lunes': ['Cerrado'], 'martes': ['10:00–22:00']}",,"['Dos estrellas por el servicio (correcto, muy amable y rápido, aunque cuando fuimos hubiera mucha gente) y por la localización. Siempre es agradable poder…Más', 'Sooo muchos pintxo para elegir - tantos vino tinto y no casi suficiente tiempo! El propietario /bar también fue tan útil. Fácil de recomendar este bar!', 'Impresionante barra de pintxos ricos ricos. El personal es muy amable y los marianitos que preparan, tanto blancos como rojos, están increíbles.…Más']","['El restaurante Bar Urdiña está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3.5...', 'Puntuaciones y opiniones ... Bar Urdiña España aún no tiene suficientes puntuaciones de la comida el servicio la relación calidad/precio o la atmósfera. ¡Sé de...', 'En la emblemática Plaza Nueva una de las zonas de pintxos y fiesta de Bilbao se encuentra uno de los bares clásicos de la ciudad el Urdiña.']"
Zaka Restaurante,Restaurante a la última decorado con un estilo retro que sirve pinchos de salmón curado y carrillera de cerdo vino y cócteles.,26000,"4,3",20-30€,,"Simón Bolívar Kalea, 11, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['7:30–24:00'], 'jueves': ['7:30–0:30'], 'viernes': ['7:30–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00']}",,"['Sitio magnífico en Bilbao con un menú extraordinario.\nCocina de calidad y materia prima excelente.…Más', 'El lugar en sí es agradable, aunque los turnos de comida obligan a comer de forma apresurada.…Más', 'La comida muy rica no le pongo la máxima puntuación porque le faltaba temperatura a los platos ,estaba la comida templada ...y al preguntarle al camarero si el…Más']","['Zaka cocina de aquí y de siempre. Carta variada compuesta de raciones para compartir carnes pescados platos típicos en Indautxu Bilbao.', 'Tienen un menú del día variado muy rico y a muy bien precio. Las cantidades son generosas y el sitio muy amplio y bonito.', 'Zaka Restaurante · Page · Tapas Bar & Restaurant · +34 944 01 45 61 · zakarestaurante.com · Rating · 4.3 182 Reviews.']"
Cork,,411,"4,6",10-20€,,"Poza Lizentziatuaren Kalea, 45, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['12:00–15:30', '18:00–22:30'], 'jueves': ['12:00–15:30', '18:00–22:30'], 'viernes': ['18:00–22:30'], 'sábado': ['18:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['12:00–15:30', '18:00–22:30'], 'martes': ['12:00–15:30', '18:00–22:30', 'Actualizado por teléfono hace 5 semanas']}",,"['Contrariados con el desagradable e incomprensible trato, después de una larguísima espera por nuestro pedido un simple plato de ""revuelto de hongos"", nos traen…Más', 'Excelentes pinchos y gran variedad de vinos. Disfrutamos muchísimo de probar vinos de pequeños productores y zonas variadas. Totalmente recomendable si te gusta probar…Más', 'Penoso servicio. He estado 20 minutos. Yo por mi discapacidad no entro en bares donde no pueda sentarme. He acudido con mi hija de 10 años. Había 2 sillas…Más']","['Sobre nosotros… Situada en el número 45 de Licenciado Poza en Bilbao CORK es el WINE bar de referencia de la Villa para los amantes del vino.', 'El restaurante Cork está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 5; Calidad/precio: 4.5; Atmósfera: 4.5...', 'Bar - 3274 Followers 332 Following 189 Posts - See Instagram photos and videos from CORK de vinos por Bilbao @corkbilbao']"
The Boar,,473,"4,2",1-10€,,"Arriquíbar Plaza, 4, Abando, 48007 Bilbo, Bizkaia","{'miércoles': ['13:00–23:00'], 'jueves': ['13:00–23:00'], 'viernes': ['12:30–24:00'], 'sábado': ['0:00–12:00', '12:30–1:00'], 'domingo': ['12:30–21:00'], 'lunes': ['13:00–23:00'], 'martes': ['13:00–23:00', 'Actualizado por otras personas hace 6 semanas']}",,"['Un gran ambiente con un inmejorable servicio. Se la mano de Yandiola puedes disfrutar de unos pintxos de fábula. Rikos, rikos!!!!!…Más', 'Lugar muy agradable tanto para desayuno y pintxos como para tomar una copa. La decoración es agradable, luces tenues y gran ventanal que resulta muy acogedor. El personal que lo…Más', 'Bar ubicado en la antigua Alhondiga, variedad de cervezas, ambiente agradable, camareros amables, también picoteo…Más']","['The Boar · Plaza Arrikibar 4 Edif. Azkuna Zentroa 48007 Bilbao España · Página web · Mejora este perfil.', 'Bonito lugar pero deja bastante que desear. Los camareros nada simpáticos y un buen rato para poder ser atendidos cuando casi no había nadie en el bar.', 'Descubre The Boar y disfruta de su amplia oferta de pintxos tapas y cervezas de depósito en la Alhóndiga de Bilbao.']"
Zubizuri,Elegante local con bodega a la vista y asientos tipo terciopelo especializado en platos de la cocina vasca.,13000,"4,0",€€,,,"{'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['10:00–24:00']}",,"['Solemos ir a desayunar, por que nos pilla cerca, desayuno café y pintxo 3,50€. No está mal teniendo en cuenta; su ubicación que está en el centro de Bilbao y…Más', 'Tienen un menú de chuletón de 42,5€ ,pedimos 2 y otras dos personas a la carta.\nEl menú incluía croquetas, sacaron 3 de jamón y 3 de hong…Más', 'Una comida y una cena hicimos.\nLa comida excelente, con ensaladas, croquetas, bacalao, ternera a la piedra y…Más']","['Restaurante Zubizuri esta ubicado en la ciudad de Bilbao en un marco incomparable entre el Museo Guggenheim y el Ayuntamiento. Frente al puente Zubizuri...', 'Zubizuri del euskera puente blanco también conocido como puente peatonal del Campo de Volantín aunque popularmente llamado puente de Calatrava es un...', 'El puente Zubizuri o “puente de Calatrava” es una de las obras más controvertidas de Bilbao. ¿Quieres descubrir las razones?']"
Jardines Berria,,1000,"3,8",1-10€,,"Mazarredo Zumarkalea, 8, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:30–23:00'], 'jueves': ['7:30–24:00'], 'viernes': ['7:30–3:00'], 'sábado': ['11:00–3:00'], 'domingo': ['11:00–15:30'], 'lunes': ['7:30–23:00'], 'martes': ['7:30–23:00']}",,"['Calidad precio está bien. La bollería muy rica, se nota que es distinta. Está bien céntrico al lado de la gran vía. Tiene una amplia terraza cómoda. Calidad precio está bien.…Más', 'Local histórico y actualmente con una nueva gerencia. Realmente con el nivel de la zona me extraña que tenga una barra de pintxos que no llame la atención, muy…Más', 'Bueno....para no volver. Pedimos un pincho de torrezno y al decir que era incomible, lleno de tocino incomible y la corteza un chicle.... simplemente me dice la…Más']","['CONTACTO Y RESERVAS · Dirección:Al. Mazarredo 8 Esq. Pl. San Vicente · Móvil:696 999 103Se abre en tu aplicación · Correo electrónico:info@jardinesberria.com...', 'Ubicación y contacto. Mazarredo Zumarkalea 8 Esquina Plaza San Vicente 48001 Bilbao España.', 'Gastronomía & compañía en el centro del Desayunos pintxos carta copas… Al. Mazarredo 8 Esq. Pl. San Vicente Bilbao ☎️ 696 999 103.']"
Café Bar Bilbao,Bar amplio y animado que recuerda a otros tiempos donde se sirven cervezas cafés y pinchos vascos presentados en la barra.,29000,"4,4",10-20€,,,"{'miércoles': ['6:30–23:00'], 'jueves': ['6:30–23:00'], 'viernes': ['6:30–23:00'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–23:00'], 'lunes': ['6:30–23:00'], 'martes': ['6:30–23:00']}",,"['Me resultó encantador este sitio, me habían recomendado otros pero entré aquí y probé los mejores pinchos en Bilbao, y muy bien atendida por el personal👍…Más', 'Un lugar ideal para comer pinchos de gran calidad. Los camareros muy atentos y trato cordial. Sin duda, Volveremos!…Más', 'Una gran variedad de deliciosos pintxos. Lugar agradable y emblemático para regresar. Amable y rápida atención. Esta debe ser una parada en itinerario cuando visites Bilbao.…Más']","['FUNDADO EN 1911 · CAFÉ BAR BILBAO · Zona de bar · Terraza · Gran variedad de pinchos. Degusta nuestra amplia variedad de Pinchos y Raciones.', 'El restaurante Cafe Bar Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'Cafetería fundada en en 1911 y restaurada en 1992. Uno de los espacios-locales-ambientes más queridos por los bilbainos y al mismo tiempo más a admirados...']"
Zaharra - Plaza nueva,,579,"4,3",1-10€,,"K. Barria, 4, Ibaiondo, 48005 Bilbao, Vizcaya, Bizkaia","{'miércoles': ['10:00–22:00'], 'jueves': ['10:30–22:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–23:00'], 'lunes': ['10:30–22:00'], 'martes': ['10:00–22:00']}",,"['Nuestra primera parada al llegar a Bilbao. Probamos la croqueta de chipirón súper cremosa y exquisita y una tortilla de morcilla muy rica. El trato fue muy…Más', 'Sitio muy agradable para tomar pintxos , con gran variedad , pedimos 3 de tortilla , todas distintas y estaban muy ricas. Gorka el camarero muy atento y además nos recomendó más tab…Más', 'Buen bar para tomarse unas cervezas y unos pintxos en plena Plaza Nueva. Tienen gran variedad de pintxos en general, pero me sorprendió la variedad de…Más']","['Ubicación y contacto. Plaza Nueva 4 48005 Bilbao España. A 00 km de Casco ... Atmósfera: 4. ZAHARRA Bilbao - Plaza Nueva 4 - Fotos Número de Teléfono y...', '09:00 - 23:00 Plaza Nueva. Domingos. 08:00 - 24:00 Abesbatza. 09:00 - 22:30 Albia. 09:00 - 22:00 Plaza Nueva. ENCUÉNTRANOS AQUÍ. Plaza Nueva 4 48005', 'Un restaurante de tapas perfecto para comer en bilbao bastante que sale bastante barato a nosotros nos costó 32€ por tres personas y muy bueno si te guata el...']"
Bar Marzana,Bar de barrio con vistas al río que ofrece cerveza vino sidra tapas y otros refrigerios.,11000,"4,3",1-10€,,"Martzana Kalea, 16, Ibaiondo, 48003 Bilbo, Bizkaia",{},,"['Domingo. 14.30 de la tarde. Bar casi vacío. No tenemos que aguantar las frustraciones de una camarera agresiva. Es una pena que un bar con buena ubicación y…Más', 'Bar con encanto, situado junto a la ria.Conserva la patina de los años.Salon interior con magníficas vistas de la ría y el mercado de la ribera.…Más', 'Buen sitio para pasar una tarde, muchas cervezas y pintxos a precios razonables. Mucho ambiente y servicio super agradable.…Más']","['El restaurante Bar Marzana 16 está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4...', 'No te pierdas los marianitos preparados los platos veganos o los bokatas con vistas al Mercado de la Ribera que ofrece el Bar Marzana 16 de Bilbao.', 'Bar Marzana. Google Maps. Volver. WhatsApp Facebook Twitter Email. Marzana 16 - Bilbao 946753036. Bar Marzana. QR Carta ©.']"
La Barmacia Bilbao - Copas y cóctel,,424,"4,1",1-10€,,"Villarías Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–2:30'], 'sábado': ['10:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–24:00'], 'martes': ['10:00–24:00']}",,"['Sitio con mucho encanto. La música me gustó mucho pero creo que lo mejor es l decoración del lugar, con un carisma y tono a farmacia que le queda muy bien.…Más', 'Muy , muy agradable , en el centro del Bilbao mas comercial , dinámico, de paso obligado y con terrazas amplias , bulliciosas pero no ruidosas . Cafés con muy…Más', 'Pido un café, me cobra dos euros, no me da tiket. Le pido por favor que me enchufe el tlfn , con mi cargador, porque me he quedado sin batería, me responde que…Más']","['Qué le gusta a User de La Barmacia Bilbao Copas Y Cóctel: Un bar muy bonito con un gran vibo de madera y muchos aperitivos curiosos cuelgan como decoraciones.', 'Las copas las preparan muy bien aunque 8€ en un bar me parece excesivo. Leer más ... Gin Fizz Bilbao Cocktail Bar. 78. Bares y discotecas. Abando · Berton. 138.', 'Sin duda un ambiente bastante acogedor para disfrutar de excelentes copas una gran variación de cervezas importadas y artesanales. Y lo que no puedes faltar un...']"
Zuretzat,,507,"3,9",10-20€,,"Iparraguirre Kalea, 7, Derecha, Abando, 48009 Bilbao, Biscay",{},,"['Buscaba un café el domingo saliendo del Guggenheim: los pocos bares abiertos, estaban llenos.…Más', 'Comimos unos platos combinados de ternera, huevo, patatas y pimientos y de lomo, patatas, huevo y croqueta. La comida estaba buena. El precio del plato, 14…Más', 'Muy amables! Nos acomodaron a mi y a mis amigas y éramos un grupo muy grande, todo muy ordenado y el chico que nos atendió súper amable…Más']","['22 nov 2023 — Bar Restaurante Zuretzat · Calle Iparraguirre No 7 48009 Bilbao España · Página web · Mejora este perfil.', 'Horarios de apertura · lunes: 07:30 - 23:00 h. · martes: 07:30 - 23:00 h. · Hoy miércoles: 07:30 - 23:00 h. · jueves: 07:30 - 23:00 h. · viernes: 07:30 - 23:00...', '24 sept 2022 — Zuretzat Bilbao ; Dirección Dirección Iparraguirre 7. ; Teléfono 944248505 ; No perderse: Los huevos estrellados en tomate.']"
Las Segovias,,135,"4,4",10-20€,,"María Díaz Haroko K., 38, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['12:30–22:30'], 'jueves': ['13:00–24:00'], 'viernes': ['12:30–2:30'], 'sábado': ['12:30–2:30'], 'domingo': ['12:30–23:00'], 'lunes': ['13:00–22:30'], 'martes': ['Cerrado']}",686 42 33 88,"['Hemos ido por primera vez a probar comida nicaragüense y nos ha encantado. El servicio muy bueno, la chica que nos atendió nos explico todo al detalle y nos…Más', 'Hemos comido aquí por primera vez y nos ha dejado con muchas ganas de volver. La comida era abundante y con mucho sabor, productos de calidad y presentación…Más', 'Muy buena toda la comida Nicaragüense, te hace sentir como en casa… para repetir 👌🏽👌🏽👌🏽…Más']","['Nuestros platillos de Navidades y Fin de Año muchisimas gracias por su preferencia. Somos #LasSegovias #mariadiazdeharo38 #indautxu ☎️ 686 423 388 ... Bar Las...', '26 ene 2024 — Las Segovias n.º 580 entre los pubs y bares de Bilbao: 147 opiniones y 28 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Consigue las mejores ofertas para Las Segovias en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
