title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Meson Museo,,64,"4,5",10-20€,,"Pablo de Alzola Kalea, 3, Basurtu-Zorrotza, 48012 Bilbo, Bizkaia","{'miércoles': ['9:00–23:00'], 'jueves': ['9:00–23:00'], 'viernes': ['9:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['11:00–23:00'], 'lunes': ['9:00–23:00'], 'martes': ['9:00–23:00']}",,"['Muy bien la comida pero la camarera Tania muy mal trato y poco profesional ,una borde y mal educada yo no entiendo de vinos y creo que por hacer una pregunta no es necesario el tipo d…Más', 'Comida riquisima, tuve que dejar dos albondiguitas porque no podia con mi vida pero estaban muy ricas, y los espaguetis terriblemente buenos.…Más', '👍\nEl pincho de tortilla de patata de jamón y queso de este establecimiento está…Más']","['El Mesón Museo es muy conocido por las tortillas es buen descubrimiento el menú del día por 10€ y comida casera. Es un buen restaurante para grupos y para...', 'Mesón el Museo - Bilbao · Página · Restaurante vasco · +34 697 94 82 93 · locolocatis.wix.com/meson · Todavía sin calificar 0 opiniones.', 'Excelente comida tradicional. Situado en el barrio de Basurto este Mesón tiene un encargado muy campechano que te trata como si te conociera de siempre. La...']"
Bar Izcay,,115,"4,1",1-10€,,"Egia Jeneralaren K., 33, Basurto-Zorroza, 48013 Bilbao, Biscay","{'miércoles': ['6:00–22:00'], 'jueves': ['6:00–22:00'], 'viernes': ['6:00–22:00'], 'sábado': ['8:00–22:00'], 'domingo': ['Cerrado'], 'lunes': ['6:00–22:00'], 'martes': ['6:00–22:00']}",,"['Lo regenta Toño y su hija. Es un bar que tiene un buen café (a 1 € ó 1,5 € en vaso), pintxos buenos y generosos, precios económicos, sin competencia en la zona.…Más', 'Buenísimo café y muy bien de precio. Y las tazas son una monada!…Más', 'Café con leche sólo vale 1€ pero demasiada leche y poco café.']","['16 ene 2024 — Bar Izcay n.º 245 entre los cafés de Bilbao: 114 opiniones y 27 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', 'La carta actualizada de Bar Izcay. Precios y opiniones de los clientes sobre sus platos.', 'Bar Izcay en Bilbao. Egia Jeneralaren K. 33  Biscay Bilbao · 944 66 08 43. Las mejores Terrazas. 00. Basado en 114 opiniones encontradas en 1 webs...']"
La Karola,,1000,"4,3",1-20€,,"Olabeaga Kaia, 22, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['12:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–23:00']}",,"['Muy buena comida y el servicio encantador y cercano. Fuimos en familia a comer y pedimos: Surtido de ibéricos, ensalada variada(De 10), croquetas (jamón,…Más', 'Un local muy acogedor con un ambiente muy agradable y, la atención del personal es inmejorable, en el grupo había celíacos y les aconsejaron muy bien. Pedid…Más', 'Trato muy amable por parte de l@s camarer@s (en mi caso).\nComimos unos pintxos con unas cañas, después de dar un paseo por Olabeaga y…Más']","['El restaurante La Karola está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'La Karola además de la famosa grúa también es un bar que se encuentra en el barrio de Olabeaga. Este barrio es conocido con el sobrenombre de Noruega por la...', 'La Karola Berria !! Ven y pregunta por la gran oferta de vinos que disponemos de Bodegas Altún  podrás disfrutar además de la gran variedad de Vinos de...']"
Serantes II,Recetas tradicionales vascas mariscos e ibéricos en un comedor fa000iar con barra de tapas y vivero propio.,936,"4,2",€€€,,,"{'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00'], 'viernes': ['9:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['10:00–1:00'], 'lunes': ['Cerrado'], 'martes': ['9:00–1:00']}",,"['Excelente restaurante. Comida exquisita con producto fresco. Los percebes notables y la lubina de sobresaliente... y lo demás también, para repetir. Se paga la calidad y el servicio. Merec…Más', 'Tanto la comida como el ambiente y el servicio han sido fenomenales. Ahora bien, prepara la cartera. La única pega que le pongo son las sillas: o la mesa está…Más', 'Precios exorbitantemente caros para lo que realmente es: un restaurante con un género correcto pero olvidable. Raciones tirando a escasas y presentadas sin…Más']","['Restaurante y Marisquería con tres locales y más de 40 años de historia en Bilbao. Productos de calidad y proximidad son la clave de nuestros platos.', 'El restaurante Restaurante Serantes II está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio:...', 'Restaurante y marisquearía con tres locales y más de 60 años en Bilbao. Bastión de la cocina tradicional vasca en el centro de Bilbao.']"
GildaToki,,106,"4,3",€,,"Egaña Kalea, 6, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['Cerrado'], 'jueves': ['11:00–15:00', '18:00–22:00'], 'viernes': ['11:00–15:00', '18:30–22:00'], 'sábado': ['11:00–15:00', '18:00–22:00'], 'domingo': ['11:00–15:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado', 'Actualizado por otras personas hace 8 semanas']}",,"['Las gildas buenísimas y el trato espectacular, volveremos sin ninguna duda.…Más', 'Riquísimas gildas, mucha variedad y producto de primera. Estupenda relación calidad-precio. En el interior, a destacar la amabilidad, simpatía y atención de Laura ¡Un sitio muy r…Más', 'Las tildas muy buenas, hace una semana fuimos y me llevé para casa una bandeja de las de pulpo , hoy he vuelto para lo mismo y cuando se las he pedido me las…Más']","['Horario de apertura · lun: · mar: · mié: · jue: · vie: · sáb: · dom: 10:00–15:30...', 'El restaurante GildaToki está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 5...', 'Contacto · Teléfono. 690 00 70 70 · Gildatoki Estraunza. Calle Estraunza 1 48011 Bilbao · Gildatoki Henao. Henao Kalea 30 48009 Bilbao · Lezama. Polígono La Cruz...']"
TXUKRUT Bar,,479,"4,5",10-20€,,"San Frantzisko Kalea, 25, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['12:30–16:00', '18:00–24:00'], 'jueves': ['12:30–16:00', '18:00–24:00'], 'viernes': ['13:00–16:30', '19:00–1:00'], 'sábado': ['13:00–17:00', '19:00–24:00'], 'domingo': ['13:00–17:00'], 'lunes': ['Cerrado'], 'martes': ['12:30–16:00', '18:00–24:00', 'Actualizado por esta empresa hace 1 semana']}",,"['Este restaurante tiene una comida Vegana Deliciosa 🤤!! El Chef y el camarero encantadores. Pero de verdad la comida otro nivel. Mis dieces para ellos. Muy…Más', 'Todo bastante correcto salvo que reservamos a una hora y cuando llegamos no habían abierto y tuvimos que esperar aún media hora. La atención bien y la comida justita de cantid…Más', 'Local pequeñito y agradable. Me gustó mucho la comida, sobretodo el shitake a la feira (y no me gustan las setas!), y el plato de seitán. Comida buena y bien…Más']","['Ubicación y contacto. San Frantzisko Kalea 25 48003 Bilbao España. A...', 'Txukrut: restaurante bar en Bilbao. Deliciosa comida menú saludable y ambiente acogedor. ¡Reserva y disfruta de una experiencia culinaria única!', 'Txukrut nació con el firme propósito de ofrecer una buena barra de pintxos apta para veganos y vegetarianos con propuestas ricas y originales para que...']"
Bar Roma cafeteria,,590,"4,5",1-10€,,"Etxaniz Suhiltzailearen Plaza, s/n, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['7:15–22:00'], 'jueves': ['7:15–22:00'], 'viernes': ['7:15–22:00'], 'sábado': ['Cerrado'], 'domingo': ['9:00–15:00'], 'lunes': ['7:15–22:00'], 'martes': ['7:15–22:00']}",,"['Camarero muy amable, comida excelente y precio muy razonable, sin duda para repetir!!…Más', 'El café esta bueno.\nLa tortilla aceptable.…Más', 'El camarero brinda pésimo servicio, atiende el lugar con respuestas híper violentas. Aunque la comida es rica, no volvería a este lugar! Mucho menos para desayunar, comienzas t…Más']","['El restaurante Bar Roma está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 5; Calidad/precio: 4.5; Atmósfera:...', 'Para mí los mejores pinchos de Bilbao. Un servicio excelente y una amabilidad y trato impecable. Precio normal. Seguro que volveré. Jacqueline B. Small is...', 'Bar Roma es un lugar de encuentro donde puedes degustar unos exquisitos pinchos una variada seleccion de vinos y buen ambiente.']"
Lau Bar Restaurante,,87,"4,9",10-20€,,"San Mames Zumarkalea, 23, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:30'], 'viernes': ['8:00–0:30'], 'sábado': ['10:30–0:30'], 'domingo': ['10:30–16:30'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00']}",846 66 55 10,"['Muy buen hallazgo, prácticamente en el centro de Bilbao, con un menú a unos muy asequibles 16 euros. Prácticamente una pequeña carta a precio de menú del día.…Más', 'Todo exquisito comida 10/10 ambiente agradable personal atento probamos variedad y está todo buenísimo sin duda un sitio para volver.…Más', 'Muy amables, atención de 10, comida abundante y de calidad todo estaba riquísimo, repetiremos seguro. Gracias Maria!…Más']","['Lau Bar. Bares-Restaurantes · Cómo llegar. Dirección. Alameda San Mamés 23 ... Descubre con nuestras rutas guiadas a través del comercio un Bilbao que no...', '20 feb 2024 — Buena ubicación. Terraza con servicio. Gran variedad de pinchos. Precio normal. Lo mejor de todo la atención por parte de todos los empleados.', 'Bar regentado por hermanos desde hace más de 25 años. Las rabas están riquísimas. Barra con unos pintxos que hace querer probarlos todos. Trato excelente.']"
Molinillo Bilbao,Bar sencillo de pinchos tradicionales cerveza y vino.,718,"3,9",10-20€,,"Ledesma Musikariaren Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:30–24:00'], 'jueves': ['7:30–24:00'], 'viernes': ['7:30–2:00'], 'sábado': ['10:00–15:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00']}",,"['Espectacular todo, se nota que cuidan la calidad del género y de los vinos.\nMuy recomendablr el de cecina y el erizo.…Más', 'Calidad buena, pero... lo de poner lista de precios de cara al cliente para cuando? Lo de decir cuanto sale la consumición para cuando? Lo de dar el ticket para cuando?', 'El sitio de Pintxos que mas nos ha gustado de Bilbao. Muy rico, buen precio y local bonito y acogedor. Muy recomendable.…Más']","['Abrir/cerrar la navegación. Inicio · Pintxos · Vinos · Tintos · Blancos · Txakoli · Otros · Cervezas Artesanales · Nuestro Local · Eventos y Catering...', 'Cafeteria El Molinillo · Puntuaciones y opiniones · Detalles · Ubicación y contacto. C. Ledesma 5 48001 Bilbao España.', 'Los mejores pinchos de Bilbao. Variedad y cantidad cada cual más rico y mejor elaborado. Se puede comer a base de pinchos un placer sensorial y gustativo.']"
Disperxo,,87,"4,5",10-20€,,"C. de Gordóniz, 36, Recalde, 48002 Bilbao, Biscay","{'miércoles': ['7:30–22:30'], 'jueves': ['7:30–22:30'], 'viernes': ['7:30–23:30'], 'sábado': ['10:30–23:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:30'], 'martes': ['7:30–22:30']}",,"['Estuvimos 7 a cenar unas hamburguesas y hemos salido encantados. Todo delicioso, las burguer brutales!! El servicio estupendo, muy amables y pendientes de todo.…Más', 'Es el mejor sitio para comer un menú del día en rekalde? SI. Precio razonable (14,5€) para la calidad del menú, cantidad y en general bien aunque el tamaño del…Más', 'Estuve con mi pareja para cenar unas hamburguesas que nos habían recomendado, y efectivamente estuvieron de lujo!!, tienen buena variedad de otros platos y…Más']","['Disperxo Bilbao Spain. 556 likes · 1 talking about this · 111 were here. Cafetería bar de pintxos y menús del día buen caférepostería...', '27 oct 2023 — De lunes a viernes ofrecen menú del día y el sábado menú especial y menús concertados para grupos con tres versiones a elegir cada una a modo...', 'Muy cerca de la estación de Ametzola está Disperxo un bar restaurante que ha conquistado a su vecindario y visitantes por su gastronomía servicio y alma.']"
Taberna Uztarri,,14,"4,5",,,"Zugastinobia Kalea, 2, Errekalde, 48012 Bilbo, Bizkaia","{'miércoles': ['Cerrado'], 'jueves': ['8:30–23:30'], 'viernes': ['8:30–24:00'], 'sábado': ['8:30–24:00'], 'domingo': ['8:30–23:30'], 'lunes': ['Cerrado'], 'martes': ['Cerrado', 'Actualizado por otras personas hace 3 semanas']}",,"['Unas croquetas maravillosas todos los canapes riquísimos. Muy recomendable', 'Croketas de jamon y de queso buenisimasss!!! rabas increíbles, servicio inmejorable.', 'Las mejores Rabas de Bilbao ojalá vuelvan!']","['13 feb 2024 — Taberna Uztarri n.º 709 entre los pubs y bares de Bilbao: 14 opiniones y 9 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Consigue las mejores ofertas para Taberna Uztarri en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'La carta actualizada de Taberna Uztarri pub y bar. Precios y opiniones de los clientes sobre sus platos.']"
Livan Nicaragua Bar Restaurante,,364,"4,6",10-20€,,"Basurtu Kastrexana Errepidea, 9, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'miércoles': ['12:00–1:00'], 'jueves': ['12:00–1:00'], 'viernes': ['12:00–2:30'], 'sábado': ['12:00–2:30'], 'domingo': ['12:00–1:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–1:00']}",,"['Excelente servicio, se nos atendio muy bien, local limpio y agradable, comida deliciosa! calidad precio…Más', 'Deliciosa la comida\nEl Personal muy acogedor , te sientes en familia como si realmente estuvieras en Nicaragua.…Más', 'Todo 10/10 recomendado un buen servicio por parte de la camarera y el camarero 🇳🇮❤️la comida muy buena precio calidad van de la mano y un ambiente animado…Más']","['Restaurante Livan Nicaragua. Centroamericana Otros tipos. 0 estrellas sobre 5. 1 opiniones. Basurtu Kastrexana Errepidea 9 Bilbao 48002.', '1254 Followers 450 Following 1908 Posts - See Instagram photos and videos from Restaurante Livan Nicaragua @livanpinell', '30/01/2024: Bar que recuerda a las antiguas tascas es conocido por tener el pintxo ""el grillo"" más bueno de Bilbao tienen más variedades de pintxos todos muy...']"
La taberna de Zarate,,917,"4,2",1-10€,,"Fernández del Campo K., 35, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['10:00–23:30'], 'jueves': ['10:00–23:30'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['11:00–23:30'], 'lunes': ['Cerrado'], 'martes': ['10:00–23:30']}",,"['Fuimos un grupo de 11 personas a cenar y nos dió da la impresión de que este establecimiento comienza a morir de éxito. Porque nos sirvieron una tortilla ……Más', 'Dudaba en poner este comentario, pero después de leer todas las quejas del personal... no me ha extrañado nada lo que me ha sucedido. Pido un zurito y un pincho…Más', 'Sin duda una de las mejores tortillas de Bilbao. La picante, con alegrías, es un vicio. Punto de cuajado perfecto, buen punto de sal y riquísima.…Más']","['La taberna de Zarate · Cocina abierta todo el día. Reservas únicamente al teléfono 946073109...', 'La Taberna de Zarate · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Fernández del Campo Kalea 35 48010 Bilbao...', 'Horarios Cerrado ahora · Martes de 10:00 a 23:30 · Miércoles de 10:00 a 23:30 · Jueves de 10:00 a 23:30 · Viernes de 10:00 a 00:00 · Sábado de 10:00 a 00:00...']"
Ziklo Bar Cafe,,50,"4,7",,,"Ziklo Bar Cafe, San Mames Zumarkalea, 11, Abando, 48010 Bilbo, Bizkaia","{'miércoles': ['6:30–16:00'], 'jueves': ['6:30–21:00'], 'viernes': ['6:30–21:30'], 'sábado': ['9:00–15:00'], 'domingo': ['10:00–15:00'], 'lunes': ['6:30–21:00'], 'martes': ['6:30–21:00']}",,"['Sigue sierdo un fabuloso bar-café al lado de la alhondiga bilbaina. El bar lo lleva un chico estupendo, Richard, que está siempre atento a todo y todos. La…Más', 'Local encantador, el encanto de la hostelería esta detras de la barra siempre.\nAtencion de 10, muy atento a sus clientes…Más', 'Esta mañana hemos desayunado aquí. Y estaba el café muy bueno y el chocolate con churros también. El chico muy amable. Y todo limpísimo. Un lugar agradable.…Más']","['Ziklo Bar Cafe. Menú. Inicio · Reserva · Menú Picoteo · Galería · Nosotros · Métodos de pago ... Contacto. Tfno: 641453059. Alda San mamés 11 48010 Bilbao...', ""Alameda San mames11 Bilbao Spain 48010. www.ziklobarcafe.com. Guru 2021's profile picture. Guru 2021. Nuestra Carta's profile picture. Nuestra Carta."", 'Ziklo Bar Café · Page · Lounge · +34 641 45 30 59 · wa.me/message/UYMKE6E7NBOWA1 · Not yet rated 3 Reviews.']"
"Bar-Restaurante ""La Roca""",,11000,"4,2",20-30€,,"Archivo Histórico Provincial, Ercilla Kalea, 1, Abando, 48009 Bilbao, Biscay","{'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00']}",,"['No suelo poner reseñas, pero esta vez, lo merece ¡Y mucho! Viajamos con perro y fué uno más des del primer momento. Nos dejaron entrar con él en el interior y…Más', 'Un lugar magnífico de principio a fin, buscábamos un sitio para comer y poder estar con nuestro perro, no sólo nos han permitido comer allí, sino que además nos…Más', 'Un restaurante maravilloso. Lo encontramos por casualidad y a pesar de ser fechas navideñas, nos hicieron un hueco y nos atendieron con mucho gusto. La comida…Más']","['... café baristas cerveza metodología de tiraje vino su000lería ... © Restaurante La Roca Bilbao • Ercilla Kalea 1 48009 Bilbo Bizkaia • Tel...', '169 opiniones#175 de 987 restaurantes en Bilbao€€ - €€€BarMediterráneaEuropea ... Atmósfera: 4. LA ROCA Bilbao - Abando - Menú Precios y Restaurante Opiniones -...', 'La Roca es restaurante barra de pinchos lugar de picoteo bar de copas cafetería es todo eso y más porque nuestra cocina está abierta todo el día.']"
Oh! Bilbao Restaurante,,276,"3,7",10-20€,,"Colón de Larreátegui K., 1, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['8:00–3:30'], 'jueves': ['8:00–3:30'], 'viernes': ['8:00–5:00'], 'sábado': ['8:00–5:00'], 'domingo': ['18:00–3:30'], 'lunes': ['8:00–3:30'], 'martes': ['8:00–3:30']}",,"['Estuvimos la semana pasada en fiestas de Bilbao y por la recomendación de un amigo fuimos a comer allí.…Más', 'Estuvimos pasando el día en Bilbao, visitando la ciudad. Comimos en este restaurante, la comida muy buena y casera. El camarero Gotzon muy amable, divertido y…Más', 'No pongo menos porque no puedo: Arruinaron mi despedida de soltera. Nos dejaron colgadas el mismo día, allí insitu y nos pusieron un montón de problemas para…Más']","['Oh Bilbao restaurante gastro pub te ofrece comida casera y con productos de calidad desayunos comidas y cenas en pleno centro de Bilbao para degustarlas...', 'Oh Bilbao · OH BILBAO - Colón de Larreátegui Kalea 1 Indautxu - Número de Teléfono y Restaurante Opiniones - Tripadvisor.', 'N.º 894 de 987 Restaurantes en Bilbao. Oh Bilbao España aún no tiene ... OH BILBAO - Colón de Larreátegui Kalea 1 Abando - Número de Teléfono y Restaurante...']"
Bilbobeer,Bar restaurante con terraza que sirve tapas y platos españoles cerveza y vino.,13000,"4,1",10-20€,,"Adiskidetasun Kalea, 4, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:30–24:00'], 'jueves': ['7:30–24:00'], 'viernes': ['8:00–1:30'], 'sábado': ['8:00–1:30'], 'domingo': ['7:30–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00']}",,"['Lleno de cucarachas. Es la segunda vez que voy y veo cucarachas por las paredes. No me imagino cómo estarán la cocina etc con el calor de las maquinas……Más', 'Muy bueno y económico. Vine buscando un menú cerca de la estación de tren y encontré este lugar, que ofrecía un menú por 14€.…Más', 'Bar típico, ideal para desayunar! Tienen varias tortillas y algunos pinchos a muy buen precio. Muy recomendable.…Más']","['Sobre todo sabemos de esto último de ahí el nombre Bilbobeer el centro de la cerveza en Bilbao. ... 944 74 10 95 contacto@bilbobeer.com Calle Amistad 4 48001...', 'El restaurante Bilbobeer está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 3.5; Calidad/precio: 4.5...', 'Bilbobeer Bilbao: Consulta 36 opiniones sobre Bilbobeer con puntuación 4 de 5 y clasificado en Tripadvisor N.°478 de 1.170 restaurantes en Bilbao.']"
La Kedada Bilbao,Bar restaurante de un hotel moderno y de paredes blancas que sirve pinchos españoles repostería y cócteles.,54,"4,0",,,,"{'miércoles': ['19:00–23:00'], 'jueves': ['19:00–23:00'], 'viernes': ['19:00–23:00'], 'sábado': ['19:00–23:00'], 'domingo': ['19:00–23:00'], 'lunes': ['19:00–23:00'], 'martes': ['19:00–23:00']}",,"['La comida esta rica lo que pasa que algunos platos no se corresponden con la carta(pone focaccia pollo bacon queso y tiene aceitunas negras x ejemplo,pedí…Más', 'Buen ambiente y buen local, almorzamos y desayunamos, pero es flojito como cafetería de un hotel de 3* y caro para el producto que ofrece.…Más', '“\nEl otro día fuimos a comer un grupo de amigos , un total de 30 personas, y nos…Más']","['El restaurante Bar Restaurante La Kedada está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/...', 'La Kedada Bilbao Bilbao. 387 Me gusta · 34 personas han estado aquí. LAKEDADA  cocina de vanguardia con una ubicación privilegiada en el centro de...', '523 Followers 209 Following 576 Posts - See Instagram photos and videos from La Kedada Bilbao @lakedada']"
Bar Swans,,182,"4,3",1-10€,,"Sabino Arana Etorbidea, 55, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'miércoles': ['5:30–22:00'], 'jueves': ['5:30–22:00'], 'viernes': ['5:30–22:00'], 'sábado': ['7:00–22:00'], 'domingo': ['Cerrado'], 'lunes': ['5:30–22:00'], 'martes': ['5:30–22:00']}",,"['En nuestro caso hemos disfrutado de un genial desayuno.…Más', 'Abre pronto,gran variedad de tortillas y pinchos elaborados, dulces para desayuno y dulces caseros. Café rico.…Más', 'Hemos tenido la suerte de encontrarnos con este bar cerquita de nuestro alojamiento. Comida riquísima, barra de pintxos muy completa y variada, bocatas, raciones… Todo muy bu…Más']","['7 ene 2024 — Bar Swans n.º 31 entre los pubs y bares de Bilbao: ❤️ 181 opiniones y 15 fotos detalladas. Localízalo en el mapa y llama para reservar...', 'Ubicación y contacto. Calle de Rodriguez Arias 70 Calle de Rodriguez Arias casi esquina Sabino Arana 48013 Bilbao España.', '1 ago 2011 — Un bar desconocido de barrio y un buen desayuno por 250€ BAR SWANS. http://www.jabiercalle.com...']"
Bar Txikia,,9,"4,3",,,"Zugastinobia Kalea, 10, Errekalde, 48012 Bilbo, Bizkaia","{'miércoles': ['9:00–19:30'], 'jueves': ['9:00–19:30'], 'viernes': ['9:00–23:30'], 'sábado': ['9:00–23:30'], 'domingo': ['9:00–23:30'], 'lunes': ['9:00–19:30'], 'martes': ['9:00–19:30']}",,"['Buen bar para un trato rápido.…Más', 'La atencio del chico de la barra es estupenda y la calidad para tomarte algo es muy buena…Más', 'Estupendo bar con Iker en la barra que es estupendo…Más']","['¿Dónde estamos? Gran Vía 38 2º Bilbao 48009. Tel: 944 356 660. Disfruta Bizkaia. Alojamientos en Bizkaia · Establecimientos en Bizkaia · Turismo · Quiénes...', 'Pl. Valle del Baztán 4 48015 BILBAO. 944762586. Acepto la política de privacidad. Compartir con: ver mapa. CategoríasBARES.', 'Bar Txikia es un bar en Bilbao Bizkaia País Vasco. Bar Txikia está situada circa de Plaza Valle del Baztan / Baztan haranaren plaza.']"
Ikatza bar 2,,221,"4,2",1-10€,Tiene terraza· No se aceptan reservas,"Av. del Ferrocarril, 1, Abando, 48013 Bilbao, Biscay","{'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–22:30'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–22:00'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00']}",,"['Estuve hoy en la tarde, me pilló de pasada. Fui a tomarme un café, y he de reconocer que tanto el café como la mano de Jose al ponerlo ha sido excepcional.…Más', 'Yo soy fumador y es una pena que las mesas de la terraza, siempre están llenas de vasos y no sacan ningún trapo para limpiarlas, por lo que suelen estar sucias.', 'Buen bar con terraza, agradable para tomar algo']","['Ubicación y contacto. Simon Bolivar Kalea 25 48013 Bilbao España. Indautxu.', ""Ikatza Bar restaurante un lugar para hacer historia Simón Bolívar25Bilbao. www.ikatza.com. 2023's profile picture. 2023. tabla de jamon's profile picture."", 'Ikatza Bilbao. 323 Me gusta · 143 personas han estado aquí. Ikatza Bar Restaurante está pensado como un lugar diferente donde el buen gusto y la...']"
Bar Jaime,,824,"4,5",1-20€,,"Gran Vía de Don Diego López de Haro, 86, Abando, 48011 Bilbo, Bizkaia","{'miércoles': ['7:15–1:30'], 'jueves': ['7:15–1:30'], 'viernes': ['7:15–1:30'], 'sábado': ['7:15–1:30'], 'domingo': ['Cerrado'], 'lunes': ['7:15–1:30'], 'martes': ['7:15–1:30']}",,"['Pequeño pero muy acogedor. Una buena cantidad de pinchos y pequeños bocatas fríos para escoger.…Más', 'Sitio especializado en café, pintxos, y copas. La tortilla de patata es de las mejores de Bilbao. Tiene terraza fuera. El interior es pequeño pero acogedor.…Más', 'Los camareros un encanto, además tienen unos pintxo espectaculares.. No he tenido todavía la oportunidad de probar la comida pero estoy segura que me va a…Más']","['El restaurante Cafe & Bar Jaime está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'COCKTAILS · Vermut de la casa. 350 € · Aperol Spritz. 400 € · Negroni Sbagliato. 500 € · Campari Orange Passioni. 600 € · Bloody Mary. 600 € · Dry Martini.', 'Es un pequeño bar por dentro pero con una buena terraza los pintxos buenísimos el café muy rico variedad de vinos y unas copas maravillosas. Muy buena...']"
Zubizuri,Elegante local con bodega a la vista y asientos tipo terciopelo especializado en platos de la cocina vasca.,13000,"4,0",€€,,,"{'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00'], 'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['10:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['10:00–24:00']}",,"['Solemos ir a desayunar, por que nos pilla cerca, desayuno café y pintxo 3,50€. No está mal teniendo en cuenta; su ubicación que está en el centro de Bilbao y…Más', 'Tienen un menú de chuletón de 42,5€ ,pedimos 2 y otras dos personas a la carta.\nEl menú incluía croquetas, sacaron 3 de jamón y 3 de hong…Más', 'Una comida y una cena hicimos.\nLa comida excelente, con ensaladas, croquetas, bacalao, ternera a la piedra y…Más']","['Restaurante Zubizuri esta ubicado en la ciudad de Bilbao en un marco incomparable entre el Museo Guggenheim y el Ayuntamiento. Frente al puente Zubizuri...', 'Zubizuri del euskera puente blanco también conocido como puente peatonal del Campo de Volantín aunque popularmente llamado puente de Calatrava es un...', 'El puente Zubizuri o “puente de Calatrava” es una de las obras más controvertidas de Bilbao. ¿Quieres descubrir las razones?']"
