title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
Al Lio Bilbao,,377,"4,0",,Tiene terraza,"García Rivero Maisuaren Kalea, 9, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['8:00–1:00'], 'sábado': ['8:00–1:00'], 'domingo': ['8:00–1:00'], 'lunes': ['8:00–1:00'], 'martes': ['8:00–1:00'], 'miércoles': ['8:00–1:00'], 'jueves': ['8:00–1:00']}",688 74 84 29,"['Es un restaurante cuya relación calidad precio es fantástico donde puedes comer tanto comida casera como a la carta, carne y pescado riquísimo siendo la…Más', 'Hoy fui a celebrar mi cumpleaños en Al Lío. La comida estaba espectacular. Primero unas rabas súper buenas, y luego un pescado. Comí la Lubina mejor preprada…Más', 'Pedimos 2 cañas y 2 infusiones, y solo después de tener servidas las cervezas nos dijeron que en terraza no se podía consumir ni café ni té (no lo avisó al…Más']","['Bar restaurante Al Lío. Situado en la calle Garcia Rivero a pocos metros de la Gran Vía Barra surtida de pintxos y una oferta diaria de marisco y pescado.', 'Restaurante Al Lio · RESTAURANTE AL LIO Bilbao - Indautxu - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao...', 'Nuestras Raciones · Caracolillos. 800 € · Mejillones. 800 € · Pulpo. 1800 € · Navajas. 900 € · Delicias de merluza. 1650 € · Albóndigas. 1200 € · Anchoas...']"
Restaurante Viejo Zortzi,Cocina vasca con sello del chef en una elegante taberna con ladrillo visto y tienda de vinos.,615,"4,4",,,"Poza Lizentziatuaren Kalea, 54, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['13:00–23:00'], 'sábado': ['13:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['13:00–23:00'], 'martes': ['13:00–23:00'], 'miércoles': ['13:00–23:00'], 'jueves': ['13:00–23:00']}",944 41 92 49,"['Hemos pedido un besugo que estaba buenísimo. Nos avisaron muy pronto de que lo tenían hecho y encima nos recomendaron como comerlo en buena temperatura. Sin duda si qui…Más', 'Me invito un amigo a su restaurante favorito de Bilbao, o sea ya iba con altas expectativas. Excelente el Rodaballo. El mejor pescado que he comido en mi vida. Espectaculares l…Más', 'Excelente cocina.…Más']","['También podrás disfrutar en nuestra barra de un lugar único en Bilbao para tomar tapas elaboradas al momento y la posibilidad de degustar de una gran selección...', 'Sitio tradicional muy buena comida típica vasca. Buen pescado y gran selección de vinos. Un restaurante para disfrutar en todos los sentidos. Personal amable y...', 'El Restaurante El Viejo Zortzi está situado en el barrio de Indautxu en Bilbao. Por eso recuerda una vieja taberna refinada y acogedora decorada con piezas...']"
Restaurante 11 Aldeanos,Desayunos aperitivos y platos vascos tradicionales en sencillo comedor de mantel blanco con zona de barra.,17000,"4,3",€€,Tiene terraza· Sirve buenos cócteles· Sillas altas disponibles,"Calle De Aretxabaleta, 6, Abando, 48010 Bizkaia","{'viernes': ['9:00–24:00'], 'sábado': ['9:00–24:00'], 'domingo': ['11:00–16:00'], 'lunes': ['9:00–22:30'], 'martes': ['9:00–22:30'], 'miércoles': ['9:00–22:30'], 'jueves': ['9:00–22:30', 'Actualizado por esta empresa hace 10 semanas']}",944 05 52 88,"['Hicimos una reserva en Agosto 2023 para diciembre para 14 personas expresamente en este lugar y en su comedor individual (para 12 personas) porque había 2 ……Más', 'Buena ubicación, bien trato, buenos pinchos. Bar de barrio con precios asequibles y con tortillas muy buenas. Accesible y cercano al metro. Cuenta con terraza…Más', 'Ayer hemos estado cenando dos parejas .\nUn sitio excelente para pasar un buen rato .…Más']","['En 11 Aldeanos el producto es lo primero. Ver la carta. Soñar es el alimento ... El restaurante · Contacto · Reserva online. Close Menu. Utilizamos cookies para...', 'Fríos para empezar · Jamón Ibérico Bellota · 24€ · Cecina de León con Parmesano · 12€ / 19€ · Surtido 11 Aldeanos · 24€ · Ensalada de tomate de caserío con taco de...', 'Excelente el servicio y la presentación de los platos. La sopa de pescado con muy buen sabor era más una crema que una sopa. El menú de chuleta muy rico y...']"
Atelier Bilbao,,297,"4,6",1-10€,Sirve buenos cócteles,"Rodríguez Arias K., 67, Abando, 48013 Bilbo, Bizkaia",,673 16 60 61,"['Atención buenísima, lugar muy agradable, cócteles de buena calidad a un precio asequible. Te informan y orientan sin problemas y hasta te ofrecen cócteles que no están …Más', 'He estado en varias ocasiones Lo cual me parece un lugar increíble y acogedor. Y este sábado hemos vuelto a repetir y estaba la misma persona a la tarde y me…Más', 'Excelente lugar para pasar en familia y amigos. El servicio es cálido y el producto sublime. La iluminación es genial, buena música. Os felicito por el buen trabajo, muy bien.']","['Atelier Etxanobe es heredero del mítico Etxanobe mantiene su estrella Michelin ahora en el centro de Bilbao con una cocina y servicio extraordinarios.', 'El restaurante Atelier Etxanobe está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'El Etxanobe del Palacio Euskalduna se ha trasladado desde enero del 2018 al centro de Bilbao c/ Juan Ajuriaguerra El Atelier misma gastronomía de altura.']"
La Antigua Casa Jesús,,208,"4,3",€€,Tiene terraza· Se sirve comida en el bar,"Gordóniz Kalea, 6, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['12:00–16:30', '19:30–0:30'], 'sábado': ['12:00–16:30', '19:30–0:30'], 'domingo': ['Cerrado'], 'lunes': ['12:00–16:30', '19:30–23:30'], 'martes': ['12:00–16:30', '19:30–23:30'], 'miércoles': ['12:00–16:30', '19:30–23:30'], 'jueves': ['12:00–16:30', '19:30–0:30']}",682 20 29 60,"['Después de disfrutar de su tortilla de patata, a pie de barra, he podido disfrutar de una deliciosa comida de amigos, en la que pudimos probar alguna de sus…Más', 'Enhorabuena, comida y servicio excelente', 'Aunque la estancia no sea lo más cómodo por la dificultad del espacio y el mobiliario, la comida bien lo vale. Deliciosos quesos y pollo al curry. La chuleta muy buena y los lomos de s…Más']","['Ubicación y contacto. Gordóniz 6 Salida Metro Indautxu 48010 Bilbao España.', '12 dic 2021 — La Antigua Casa Jesús. Dirección Gordóniz 6 Bilbao. Teléfono 682 20 29 60. Precios Ventresca: 14 €. Revuelto de papada ibérica: 15...', 'Frecuento la antigua Casa Jesús desde que cambió de propietarios. Suelo probar tapas exquisitas como su ventresca su tomate o su pulpo a veces pruebo...']"
Mundaka Poza,,7,"4,9",,Tiene terraza· Ideal para ver deportes· Tiene Wi-Fi,"48011 Licenciado Poza 50, Areiltza Doktorearen Zumarkalea, 20 lonja, 4, 48011 Bilbao, Biscay","{'viernes': ['9:00–23:30'], 'sábado': ['10:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–22:00'], 'martes': ['9:00–22:00'], 'miércoles': ['9:00–22:00'], 'jueves': ['9:00–22:00']}",666 11 52 66,"['Hemos venido a tomar algo antes del partido del Athletic y un ambiente muy bueno y sano. La terraza tiene una tabla muy original, disfrutona. Hemos tenido un…Más', 'Servicio muy bueno y pintxo espectacular, volveré.…Más', 'Mola la tabla de surf de la entrada y los pintxos buenísimos. No se puede dejar de probar los txampis :))']","['Mundaka POZA Bilbao Spain. 24 likes · 1 was here. Te traemos Mundaka a Bilbao Sándwich comida km0 vinos surf y música de la buena.', '6 feb 2024 — Mundaka Poza n.º 2288 entre los pubs y bares de Bilbao: 7 opiniones y 3 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.', '10 jun 2022 — MUNDAKA . Calle Licenciado Poza 48 ya tienes una nueva sede en. Bilbao. Espero que os guste!!!! Muchas Gracias a Bermeo...']"
Colombo Bilbao,Hamburguesas tapas y platos de influencia internacional como pad thai y tacos en un restaurante amplio de aire industrial chic.,18000,"4,0",20-30€,Tiene terraza· Sirve buenos cócteles· Se sirven platos vegetarianos,"Rodríguez Arias K., 32, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['13:00–16:00', '20:00–24:00'], 'sábado': ['13:00–16:00', '20:00–24:00'], 'domingo': ['13:00–16:00', '20:00–23:00'], 'lunes': ['13:00–16:00', '20:00–23:00'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00']}",944 39 22 45,"['Fuimos unos cuantos amigos para la cena de navidad. Pedimos varios platos para compartir, las croquetas estaban buenas, pero destaco el pollo frito. De segundo ……Más', 'Fuimos unos cuantos amigos para la cena de navidad.\nPedimos varios platos para compartir, las croquetas estaban buenas, pero destaco…Más', 'Una joya gastronómica en el centro de Bilbao. La decoración es una autentica maravilla. Muy acogedor y con un diseño muy vanguardista con elementos…Más']","['Concebido como la mezcla de la esencia industrial de altos hornos en Bilbao y la personalidad de los bilbaínos Colombo es un salón de pura felicidad...', 'El restaurante Colombo está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3.5; Atmósfera...', 'La combinación de la cocina fusión internacional con las recetas más especiales y el mejor ambiente. #ColomboBilbao Rodriguez Arias 32. Reservas.']"
Baden Baden,Desayunos almuerzos de bistró filetes vino y pinchos en un café‑bar moderno y refinado.,17000,"4,0",20-30€,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Gran Vía de Don Diego López de Haro, 75, Abando, 48013 Bilbo, Bizkaia",,944 42 50 55,"['Comida increíble a parte de la rapidez y buena atención.\nMención especial a la crema de verdura que comimos (de la cual adjunto…Más', 'Se come excelentemente bien, el mozo que me atendió fue muy amable. La relación calidad precio es muy pero muy buena. Se nota que cuando hay mucha gente hay…Más', 'Bonito comedor en el que ofrecen menú del día (incluso en fines de semana) y menú y carta sin gluten. El camarero fue muy amable explicando lo que podía comer y…Más']","['Restaurante BADEN BADEN en Bilbao · Restaurante clásico bilbaíno · Haz tu reserva llamando al 944 425 055.', 'El restaurante Baden Baden está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3; Servicio: 4; Calidad/precio: 3.5; Atmósfera...', 'BADEN -BADEN Bilbao Spain. 604 likes · 458 were here. Menú del díacartaplatos combinados....']"
Kerren Asador,Pescados y carnes a la brasa se cocinan en parrillas sobre las mesas de este antiguo almacén de plátanos.,14000,"4,3",€€,,"Iparraguirre Kalea, 56, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['12:30–23:00'], 'sábado': ['12:30–0:30'], 'domingo': ['12:30–16:00'], 'lunes': ['Cerrado'], 'martes': ['12:30–23:00'], 'miércoles': ['12:30–23:00'], 'jueves': ['12:30–23:00']}",944 22 00 89,"['Si no te apetece salir de Bilbao para disfrutar de una buena chuleta, el asador Kerren es una buena opción. Ofrecen varias opciones de carnes, elaboradas a la brasa y siempre…Más', 'Carne espectacular.\nMuy recomendable la tempura de espárragos trigueros y la tarta de queso y…Más', 'Un sitio perfecto para tomar algo (muy bueno el txakoli y un pincho de chorizo).…Más']","['EL BROCHE DE UNA BUENA COMIDA · Nuestro restaurante fue el primer asador fundado en Bilbao. · Un lugar donde comer es compartir beber es disfrutar y los...', 'Increíble este sitio para comer carne a la brasa. Es el mejor asador de Bilbao. El personal súper amable y atento. Eso si pedimos pescado y nada recomendado.', 'Kerren Asador Bilbao Bilbao. 808 Me gusta · 4 personas están hablando de esto · 702 personas estuvieron aquí. Inmejorable chuletón pescados y mariscos...']"
GOIZEKO IZARRA,Tapas vascas y especialidades contundentes como chuletas y mollejas rebozadas en un restaurante refinado revestido en madera.,22000,"4,3",€€,Es obligatorio hacer una reserva· Tiene terraza· Tiene comedor privado,"Gregorio de la Revilla Zumarkalea, 9, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['9:00–1:00'], 'sábado': ['9:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['9:00–1:00'], 'martes': ['9:00–1:00'], 'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00']}",944 41 50 18,"['Tenias ganas de probar el restaurante porque es un mítico de Bilbao. Sinceramente, no volveremos. Buena calidad pero precio muy excesivo para otros restaurantes…Más', 'Pedimos los primeros, de entre 5 mesas y no nos traian. Cuando le preguntamos en tono normal al camarero para recordarle que teníamos un chuletón, nos respondió…Más', 'Reservamos mesa para cenar y pedimos mollejas y chuletón para 2. Fuimos los primeros en llegar y en pedir. Nos trajeron las mollejas tras una larga espera,…Más']","['El Goizeko Izarra vuelve reconvertido en un local más moderno y más cómodo pero con la garantía del saber hacer de siempre donde no faltan sus platos típicos...', 'El restaurante Goizeko Izarra está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5...', 'El Restaurante Goizeko Izarra es una buena referencia para disfrutar de los platos típicos de la cocina vasca. Su base es la materia prima autóctona y de...']"
Restaurante Bilau,,11000,"4,0",10-20€,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Poza Lizentziatuaren Kalea, 43, Abando, 48009 Bilbo, Bizkaia",,946 07 34 18,"['Servicio pésimo. Las camareras que están en este momento trabajando parece que les pesa la vida, son las 21:49, el restaurante cierra según Google a las 23:00 -…Más', 'Estaba lleno pero aún así encontramos sitio en la barra, la camarera tenia mucho trabajo pero muy amable todo el rato nos tenía presente para pedir. Pedimos…Más', 'Restaurante Vasco, situado en una de las calles más transitadas para después poder acabar con una copa en cualquier sitio. Nivel estético, impresionante el ……Más']","['El restaurante Bilau Restaurante está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 3.5...', '¡Restaurante que ofrece bebidas y comida variadas a un buen precio! ¡Bienvenidos! ¡También estamos en Facebook Tripadvisor y en Google!', 'Bilau Restaurante Bilbao Spain. 31 likes. ¡Restaurante que ofrece comida y bebidas variadas! ¡Bienvenidos!']"
The Boar,,473,"4,2",1-10€,No se aceptan reservas,"Arriquíbar Plaza, 4, Abando, 48007 Bilbo, Bizkaia","{'viernes': ['12:30–24:00'], 'sábado': ['0:00–12:00', '12:30–1:00'], 'domingo': ['12:30–21:00'], 'lunes': ['13:00–23:00'], 'martes': ['13:00–23:00'], 'miércoles': ['13:00–23:00'], 'jueves': ['13:00–23:00', 'Actualizado por otras personas hace 5 semanas']}",944 71 47 40,"['Un gran ambiente con un inmejorable servicio. Se la mano de Yandiola puedes disfrutar de unos pintxos de fábula. Rikos, rikos!!!!!…Más', 'Lugar muy agradable tanto para desayuno y pintxos como para tomar una copa. La decoración es agradable, luces tenues y gran ventanal que resulta muy acogedor. El personal que lo…Más', 'Local ubicado en el gran centro lúdico y de encuentro de Bilbao. Su propietario una persona muy profesional y con gran calidad humana. El personal super amable. ……Más']","['The Boar · Plaza Arrikibar 4 Edif. Azkuna Zentroa 48007 Bilbao España · Página web · Mejora este perfil.', 'Bonito lugar pero deja bastante que desear. Los camareros nada simpáticos y un buen rato para poder ser atendidos cuando casi no había nadie en el bar.', 'Descubre The Boar y disfruta de su amplia oferta de pintxos tapas y cervezas de depósito en la Alhóndiga de Bilbao.']"
Jantoki Berria,,355,"4,2",10-20€,Ideal para ver deportes· Hay menú infantil,"San Mames Zumarkalea, 47, bajo, Abando, 48010 Bilbo, Bizkaia",,946 54 79 13,"['Menú perfecto (calidad/precio). El sabor de la comida y la cantidad muy bien. El servicio por parte de los camareros excelente, rápidos, atentos y educados.…Más', 'Local lleno. Servicio muy amable y ordenado. La cocina normal, lo que es para pedir un menú del día.…Más', 'Muy buena relación calidad/precio, buen servicio, sin esperas, pero recomendable reserva previa…Más']","['Ubicación y contacto. Alameda San Mames 47 48010 Bilbao España. Indautxu.', 'Daily menu menu for 14€ with bottle of wine. So tasty so fresh! Try mussels here and salad with mushrooms and cheese ; And fast!', 'Jantoki berria · Página · Restaurante europeo · +34 946 54 79 13 · jantoki-berria.negocio.site/?utm_source=gmb&utm_medium=referral.']"
El Rincón De Carlos,,364,"4,2",10-20€,,"Poza Lizentziatuaren Kalea, 12, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['13:00–16:30'], 'sábado': ['13:00–16:30'], 'domingo': ['Cerrado'], 'lunes': ['13:00–16:30'], 'martes': ['13:00–16:30'], 'miércoles': ['13:00–16:30'], 'jueves': ['13:00–16:30', 'Confirmado por esta empresa hace 2 semanas']}",639 62 05 52,"['Excelente atención, lo recomiendo 👍 la comida divina... el sitio muy bonito y céntrico si estás de paso por Bilbao no te pierdas este sitio para comer buen precio calidad y atención....…Más', 'Menú a muy buen precio: 14,50. Productos de calidad. Pan, agua y vino incluidos. Algún plato un poco salado para nuestro gusto, pero en mi familia apenas…Más', 'El precio es lo único bueno de este sitio! He comido menú, de primer plato pedí espaguetis a la carbonara tuve que devolverlos ya que no había salsa carbonara ……Más']","['Tu comida casera en pleno centro de Bilbao - Nuestro local esta ubicado en una de las calles mas centricas de Bilbao siendo su arquitectura una bombonera...', 'El restaurante El Rincon de Carlos está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4.5; Calidad/precio: 4...', 'El rincon de carlos Bilbao. 308 Me gusta · 96 personas han estado aquí. Restaurante vasco.']"
Serantes II,Recetas tradicionales vascas mariscos e ibéricos en un comedor fa000iar con barra de tapas y vivero propio.,929,"4,2",€€€,Tiene terraza· Tiene Wi-Fi· Sillas altas disponibles,"Urkixo Zumarkalea, 53, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['9:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['10:00–1:00'], 'lunes': ['Cerrado'], 'martes': ['9:00–1:00'], 'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00']}",944 10 26 99,"['Excelente restaurante. Comida exquisita con producto fresco. Los percebes notables y la lubina de sobresaliente... y lo demás también, para repetir. Se paga la calidad y el servicio. Merec…Más', 'La experiencia en líneas generales bien,faltaría poner aire en las habitaciones. positivo: La amabilidad del personal de recepción y limpieza pero sobretodo del ……Más', 'la comida exquisita, el lugar de la atención y el servicio muy atento. Tal vez podrías poner una cáscara en el precio, pero vale la pena.']","['Restaurante y Marisquería con tres locales y más de 40 años de historia en Bilbao. Productos de calidad y proximidad son la clave de nuestros platos.', 'El restaurante Restaurante Serantes II está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio:...', 'Restaurante y marisquearía con tres locales y más de 60 años en Bilbao. Bastión de la cocina tradicional vasca en el centro de Bilbao.']"
D. O Bilbao,,725,"4,3",€€,Tiene terraza· Sirve buenos cócteles· Sillas altas disponibles,"Rodríguez Arias K., 52, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['11:00–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–16:00'], 'lunes': ['11:00–1:00'], 'martes': ['11:00–1:00'], 'miércoles': ['11:00–1:00'], 'jueves': ['11:00–1:00']}",944 41 77 87,"['Menú del día muy bueno aún quizás algo más caro que lo que hay en el entorno (26 euros por persona). Trato muy bueno, no nos pusieron pegas por llegar tarde. Recomendable !…Más', 'Me pedí un solomillo al foei y me dicen que no hay. Lo pida la pimienta (24€). En 3 min me trae un plato con 2 filetes finos con una piscina de salsa un tanto…Más', 'Bueno, vives y aprendes ... Pedí la mayor apuesta que he tenido porque no conocía la conversión, fue increíble, así que no me importó. El servidor con el tatuaje biggie (disculpas, no t…Más']","['El restaurante D.O Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 3; Atmósfera:...', 'El D.O Bilbao es un moderno restaurante para satisfacer a todos los paladares y todos los gustos ya que es capaz de fusionar la cocina vasca tradicional con...', 'Un excelente restaurante con una gran oferta en bebidas. Nuestra cocina casera española te agasajará con platos auténticos y tradicionales. Dentro de la oferta...']"
La Compañía del Ron,Rones especiales y pintxos en cafetería y bar de copas con carteles antiguos y mobiliario de madera colonial.,492,"4,2",1-10€,Tiene terraza· Sirve buenos cócteles· No se aceptan reservas,"Máximo Aguirre Kalea, 23, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['8:30–23:00'], 'sábado': ['8:30–23:00'], 'domingo': ['8:30–23:00'], 'lunes': ['8:30–23:00'], 'martes': ['8:30–23:00'], 'miércoles': ['8:30–23:00'], 'jueves': ['8:30–23:00']}",944 02 48 44,"['A pesar de lo concurrido qué está siempre el personal atiende con gran profesionalidad y sonrisa!!…Más', 'Imprescindible si te gusta el ron. Y aunque no te guste, también. Ambientación exquisita y sobre todo se percibe el gusto y dedicación de la propiedad y…Más', 'Un error imoerdonable: meter una aceituna rellena de anchoa en el vermouth preparado.…Más']","['La Compañía del Ron un establecimiento abierto desde 1996 es una gran opción para saborear una primera copa o incluso un aperitivo antes de la cena.', 'Social · Dirección Máximo Aguirre 23 48011 Bilbao · Teléfono 944 024 844; Sitio Web http://www.laciadelron.com/.', 'La compañia del ron Bilbao Spain. 281 Me gusta. Aperitivospintxosrestaurante y las mejores copas.']"
METTXA RESTAURANTE,,560,"4,3",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirven platos veganos,"Simón Bolívar Kalea, 17, Abando, 48010 Bilbo, Bizkaia",,946 43 31 73,"['Entramos a comer y nos atendieron rápido, en el primer plato casi nos lo retiran sin acabar, tuvimos que decirle que no habiamos acabado.…Más', 'Buen menú del día. Platos muy generosos. Buena presentación. Y buena calidad. Y la atención de 10. Vol…Más', 'Lo conocia de otra visita a Bilbao.\nDisfrute de sus pintxos y esta vez degustamos el restaurante.…Más']","['Ofrece un espacio acogedor íntimo y único en Bilbao que presenta una cocina auténtica que mezcla tradición con toques creativos.', 'Muy buena comida y buena música de ambiente. Menu variado y de excelente calidad desde los primeros al postre. Rapidez en servir y muy atentos a todo. Es...', 'Un espacio tranquilo donde disfrutar de la mejor cocina de tendencia y los mejores vinos. Calle Simon Bolivar 17 Bilbao Spain 48010. www.mettxa.com.']"
Yeti Restaurante Bilbao,,166,"4,3",20-30€,Tiene terraza· Tiene comedor privado,"Aureliano Valle Kalea, 2B, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['13:30–16:30', '19:30–24:00'], 'sábado': ['13:30–16:30', '19:30–24:00'], 'domingo': ['13:30–17:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado'], 'miércoles': ['19:30–24:00'], 'jueves': ['19:30–24:00', 'Actualizado por esta empresa hace 1 semana']}",631 05 66 33,"['Una gran sorpresa en el barrio del Indautxu. Estuvimos tomando un par de copas en el bar y el ambiente y el trato por parte de los dueños muy acogedor. Una pena…Más', 'Hola a todos, hoy fuimos a comer al Yeti y la verdad que nos ha sorprendido. Pedimos sardina ahumada como entrante, que fue una magnífica opción. Seguimos con ……Más', 'Un pequeño restaurante ( 6 mesitas ) muy coqueto y acogedor . Todo productos caseros y de calidad . Servicio atento, profesional y simpático. La camarera muy…Más']","['Ubicación y contacto. Calle Aureliano Valle 2 Plaza de indautxu 48010 Bilbao España.', 'Un lugar para comer algo distinto y rico. Un trato excelente. Las anchoas ahumadas increíbles las hamburguesas especiales y únicas. Para repetir.', 'Restaurante con cocina al carbón de haya y encina en kamado de @kamadojoe_es Hamburguesas de buey de @vallesdelesla. Aureliano Valle 2 Bilbao Spain 48010.']"
Restaurante Karmelo,Restaurante sofisticado en el que se preparan selectos platos de marisco lasaña y arroces.,597,"4,2",10-20€,Sirve buenos cócteles· Sillas altas disponibles,"José María de Escuza Kalea, 27, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['7:30–24:00'], 'sábado': ['0:30–1:00', '11:00–1:00'], 'domingo': ['11:00–23:00'], 'lunes': ['7:30–23:30'], 'martes': ['7:30–23:30'], 'miércoles': ['7:30–23:30'], 'jueves': ['7:30–23:30', 'Actualizado por teléfono hace 5 semanas']}",944 39 21 84,"['Muy buen menú del día, con varios platos a elegir. El servicio rápido y muy atento. Todo riquísimo con una tarta de queso espectacular. Un buen crianza de acompañamiento …Más', 'Sencillamente genial.\nEl local de gran nivel.…Más', 'Pedimos dos menús del día un viernes. Hacía mucho que lo tenía apuntado pero esperaba a ir entre semana porque el fin de semana suben mucho el precio.…Más']","['En Karmelo se da de comer y se da como nos gusta sin artificios. Una cocina de autor sin alejarnos nunca de la tradición. Jose María Escuza 27 Bilbao.', 'Muy buen menú del día con varios platos a elegir. El servicio rápido y muy atento. Todo riquísimo con una tarta de queso espectacular.', 'Restaurante Karmelo: Menú del día de alto nivel - 98 opiniones y 74 fotos de viajeros y ofertas fantásticas para Bilbao España en Tripadvisor.']"
Alameda,Clásico bar popular con barra de pintxos y cocina casera conocido por sándwiches.,538,"4,2",1-10€,Tiene terraza· No se aceptan reservas· Se sirve comida en el bar,"Urkixo Zumarkalea, 40, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['9:00–22:00'], 'sábado': ['11:00–22:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–22:00'], 'martes': ['9:00–22:00'], 'miércoles': ['9:00–22:00'], 'jueves': ['9:00–22:00']}",944 43 50 08,"['Los ""Felipes"" ricos, pero algún pincho demasiado caro. Me cobraron por 1 minúsculo txipiron sin pan 2,40 e. Me pareció demasiado para lo que era. Camarero muy agradable', 'Bar clásico (quedan pocos) debe mejorar el servicio en horas punta, frente a la Alhóndiga y Pza. Bizkaia. Su pintxo estrella la Felipada, pero los demás no ……Más', 'El trato, excelente. El servicio, fabuloso. Y la comida, sublime. Se nota q es la cocina con amor. Un 10. Aconsejable 100%100.']","['El restaurante Alameda está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3.5; Atmósfera:...', 'Bar Alameda Bilbao · Página · Bar · +34 944 43 50 08 · Calificación · 44 28 opiniones.', '24 feb 2022 — En la céntrica calle Alameda Urquijo encontramos un bar con mucha historia y con un pintxo único. Se trata del bar Alameda y de sus famosas...']"
Cerveceria Baskian,Decoración de toda la vida cerveza de barril y tapeo español en cadena de tabernas castizas típicas.,16000,"4,0",10-20€,Tiene terraza· Tiene Wi-Fi· Hay menú infantil,"Zubiarte merkataritza-zentroa, Lehendakari Leizaola, 2, Abando, 48003 Bilbo, Bizkaia","{'viernes': ['10:00–24:00'], 'sábado': ['10:00–24:00'], 'domingo': ['12:00–23:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00'], 'miércoles': ['10:00–23:00'], 'jueves': ['10:00–23:00']}",946 75 59 17,"['Hamburguesas ricas, grandes y bien aderezadas.\nTardaron poco en servirnos los platos.…Más', 'Recomendable!!\nComida de buena calidad, fresca, cuantiosa y a buen precio.…Más', 'Comida muy rica, con un servicio por parte del personal EXCELENTE. Muy buena relación calidad precio.…Más']","['La Cerveceria Baskian en el centro Zubiarte-Bilbao ofrece cerveza de bodega y una cuidada carta que fusiona tradicion y modernidad.', 'Ubicación y contacto. Leizaola Lehendakariaren Kalea 2 Centro Comercial Zubiarte 48001 Bilbao España.', 'Cervecería Baskian · Página · Restaurante español · +34 946 75 59 17 · cerveceriabaskian.com · Publicación fijada.']"
