title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Arriola taberna,,84,"4,5",,,"C. Belosticalle, 22, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['9:00–24:00'], 'jueves': ['9:00–24:00'], 'viernes': ['9:00–1:00'], 'sábado': ['10:00–2:00'], 'domingo': ['10:00–22:00'], 'lunes': ['9:00–22:00'], 'martes': ['9:00–24:00']}",,"['Tabernita en Bilbao muy cuqui. Creemos que pet friendly. Pues comimos fuera sin problemas con el perro. Pero claro, era fuera. Por eso no estoy segura.…Más', 'El sitio es muy del casco de toda la vida, con encanto, y con nuevos dueños desde hace 5 meses. Nos hemos pedido dos mojitos....brutales. Y el ambiente de buen rollo. Volver…Más', 'Como siempre que voy el trato es excelente y muy amable, con apenas tiempo hicieron hueco para cenar ocho personas de picoteo y todo salió perfecto, mis…Más']","['Datos de contacto del bar · C. Belosticalle 22 48005 Bilbao · +34 946 96 92 28 · 🗓️ Reservar una mesa...', '24 may 2023 — Bar Taberna Arriola Casco Viejo Bilbao ""Diversion para todas la Fa000ia"" Conviértete en miembro de este canal para disfrutar de ventajas:...', '20 feb 2024 — Arriola taberna n.º 423 entre los cafés de Bilbao: 94 opiniones y 49 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.']"
Bodega Joserra,,968,"4,6",1-10€,,"Artekale, 35, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['10:00–14:30', '18:00–22:00'], 'jueves': ['10:00–14:30', '18:00–22:00'], 'viernes': ['10:00–14:30', '19:00–23:30'], 'sábado': ['10:00–14:30', '19:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['10:00–14:30', '18:00–22:00'], 'martes': ['10:00–14:30', '18:00–22:00']}",,"['Uno de mis sitios favoritos de Bilbao, llevo comiendo bocadillos de bonito con divisa desde que era niño y me llevaba mi aita.…Más', 'Buenos vinos. El bocadillo de chorizo a la sidra es muy recomendable. Trato correcto. Muy buen sitio para tomar algo.…Más', 'Impresionante tasca de toda la vida, la atención de los camareros simpatiquísima gente, los bocatas buenísimos, fantástico ambiente de gente de bar, sin duda…Más']","['22 jun 2015 — Taberna casi centenaria situada en pleno casco viejo zona de las Siete Calles la Bodega Joserra tiene unos inicios curiosos pues por allá el...', 'Joserra Bilbao: Consulta 47 opiniones sobre Joserra con puntuación 45 de 5 y clasificado en Tripadvisor N.°349 de 1.413 restaurantes en Bilbao.', '7 jun 2013 — Taberna: Bodega Joserra Dirección: Artecalle35 Cantón  Ciudad: Casco viejo – Bilbao Teléfono: 944 047 238. E-mail: –']"
Restaurante Japonés - MUSUME IZAKAYA,Comida hecha en una parrilla de madera de roble en un restaurante japonés sencillo de estilo izakaya.,14000,"4,5",20-30€,,"Barrenkale Barrena, 3, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['13:00–17:00', '20:00–24:00'], 'jueves': ['13:00–17:00', '20:00–24:00'], 'viernes': ['13:00–17:00', '20:00–24:00'], 'sábado': ['13:00–17:00', '20:00–24:00'], 'domingo': ['13:00–17:00'], 'lunes': ['Cerrado'], 'martes': ['Cerrado', 'Confirmado por otras personas hace 9 semanas']}",946 24 16 75,"['El servicio muy bueno, se pasaban por las mesas para preguntarnos sobre los platos. Los entrantes estupendos: gyozas, rollitos y eby fry. El plato principal muy…Más', 'Hemos ido por segunda vez y de nuevo la comida riquisima, el personal muy majo y seguramente vuelva a repetir porque las costillas se lo merecen 🤣…Más', 'Un japones de obligada visita. Cenamos muy bien, todo lo que pedimos estaba espectacular. Repetiremos…Más']","['Sake cervezas japonesas salsas... descubre nuevos sabores traídos desde Japón hasta el Casco Viejo de Bilbao. Musume Izakaya está en Barrenkale Barrena 5...', '278 opiniones#79 de 986 restaurantes en Bilbao€€ - €€€JaponesaAsiáticaOpciones vegetarianas. Barrenkale barrena N 3 48005 Bilbao España +34 946 24 16 75 Página...', 'Musume Izakaya Bilbao Spain. 2313 likes · 6 talking about this · 861 were here. Taberna japonesa estilo izakaya sobre todo productos a la brasa con...']"
Zuga taberna,,578,"4,0",1-10€,,"Plaza Nueva, Goikolau Cueva Kalea, s/n, Ibaiondo, 48005 Bilbao, Biscay","{'miércoles': ['11:00–22:00'], 'jueves': ['11:00–22:00'], 'viernes': ['11:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['11:00–23:00'], 'lunes': ['11:00–22:00'], 'martes': ['11:00–22:00']}",,"['Vinimos a Bilbao y nuestra primera parada fue esta taberna. Había muy buen ambiente y el servicio fue muy bueno, los camareros muy atentos y agradables. Pedimos…Más', 'Si pudiese poner más estrellas lo haría,es un sitio con un espacio muy reducido;pero creo qué cuenta con servicio de terraza(no estoy seguro).…Más', 'Cuando llegamos me sorprendió que el local estuviese vacío. Después lo entendí. Establecimientos cutre donde los haya. Baños, sucios y tapas minúsculas.…Más']","['Estuve de pinchos en este bar. El camarero estaba desbordado. Pedimos dos txacoli y algunos pinchos. No estaban mal pero no eran maravillosos del montón. Fecha...', 'Especialidad: Espectacular barra de pintxos en la Plaza Nueva de Bilbao. Ofrecemos: Pintxos variados y de calidad acompañados de los mejores vinos o cerveza.', 'Consigue las mejores ofertas para Zuga en Bilbao y conoce la nota y posición en el ranking de GastroRanking.']"
Restaurante Bar La Viña de San Francisco,Cocina vasca incluida una variedad de pintxos que se sirve en un bar restaurante con un toque moderno.,13000,"4,4",10-20€,,"San Frantzisko Kalea, 17, Ibaiondo, 48003 Bilbo, Bizkaia",{},,"['Hemos comido 3 menus, de primeros pisto con yema de huevo, Alubias con una rica chistorra y un trozo de morcilla, y pasta carbonara, todo muy rico y con una…Más', 'Estuve hace una semana comiendo un menú de Navidad. 60€ por persona. Muy mala experiencia. La ensaladilla congelada, el arroz no sabía a nada...las salsas de la…Más', 'Lamentable, siento decirlo, pero no he comido peor y más caro en mi vida; solo hay dos menús de navidad, de 40 y 60€. Pido el de 60 esperando algo acorde, a…Más']","['Disponemos de una extensa barra de pintxos de calidad y las mejores viandas de la comida vasca que aliñamos con la calidez y amabilidad de nuestro personal.', 'El restaurante La Vina de San Francisco está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'La Viña Bilbao. 1.390 Me gusta · 393 personas estuvieron aquí. Restaurante especialista en menús y pintxos calientes.']"
Aitxiar,Nueva cocina vasca en restaurante y bar de pintxos minimalista decorado con fotografías de deportes locales.,13000,"4,2",10-20€,,,"{'miércoles': ['12:00–23:00'], 'jueves': ['12:00–23:00'], 'viernes': ['12:00–0:30'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–23:00'], 'lunes': ['12:00–23:00'], 'martes': ['12:00–22:00', 'Actualizado por esta empresa hace 3 semanas']}",,"['Reservamos este restaurante para una cena de grupo y lo recomiendo muchísimo. A pesar de tener un menú con un precio bastante elevado 38€ creo que compensa.…Más', 'Restaurante una ubicación inmejorable, en pleno kasko viejo.\nLa comida está excelente, la atención no es mala, lo único que siempre tiene…Más', 'Fue un gran acierto comer alli. Fuimos en domingo y el menu fue espectacular, sin duda repetiremos. La atención por parte de las camareras increible y la calidad de la comida y la cant…Más']","['Situado en la céntrica calle María de Muñoz en el Casco Viejo de Bilbao está abierto todos los días entre las 12:00 y...', 'El restaurante Aitxiar está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4; Atmósfera:...', 'Excelente relación calidad precio del menú especial. Tres entrantes la ensalada de ventresca buenísima el canelón relleno de changurro y el risotto con setas...']"
Bar Motrikes,,541,"4,5",1-10€,,"Goienkale, 41, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00'], 'sábado': ['12:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['Cerrado']}",,"['Su pintxo de champiñón a la plancha ya es un clásico cada vez que paso por Bilbao. Está realmente rico y hecho al momento 🤤. Además, el local se encuentra en una zona en la que …Más', 'Que decir del Motrikes..... Ir allí y no probar el pintxo de txanpis.... No mereces vivir, jajajaja!!!…Más', 'Bar pequeñito de toda la vida. Ricos pintxos pero la estrella es el champiñón que preparan. El mejor que he probado! No te puedes perder este manjar tan barato y con tanta clase! Ni …Más']","['Tapa de champi sin pan y cerveza Mahou sin gluten. Los camareros súper majos y buen ambiente. Un bar de los de toda la vida.', '31 oct 2023 — Es el caso de Motrikes un bar en el Casco Viejo de Bilbao de la calle Somera al que le cuesta pasar desapercibido: todos en la zona lo señalan...', 'Bar Motrikes y su txanpi a la plancha · El blues volverá al Arenal: Avance de Bilbao Blues Festival 2024.']"
Happy River,Cócteles tapas internacionales hamburguesas y sushi en un restaurante moderno y vistoso con una terraza junto al río.,24000,"4,0",20-30€,,"Mesedeetako Kaia, 4, Ibaiondo, 48003 Bilbo, Bizkaia","{'miércoles': ['16:00–24:00'], 'jueves': ['16:00–1:00'], 'viernes': ['13:00–2:30'], 'sábado': ['11:00–2:30'], 'domingo': ['10:00–21:00'], 'lunes': ['16:00–24:00'], 'martes': ['16:00–24:00']}",,"['Un lugar singular, donde la comida es de calidad, abundante y exquisita! El trato de todo el personal inmejorable y Juan un amor! Sin duda hay que venir varias veces para poder disfru…Más', 'Lugar precioso, los camareros amables, la comida rica, pero la lentitud de servicio es tremenda. Y no hablo de la espera normal cuando hay mucha gente. Entramos…Más', 'Ejemplo de que no todo en Bilbao es clásico, local precioso, buena música, carta ecléctica que navega entre diferentes mares ( o ría en este caso) , japonés,…Más']","['Ofrecemos más de 75 platos de varios países como Japón Perú México e Italia así como una exclusiva selección de cocteles cervezas cafés y tés especiales.', 'El sitio está en una ubicación privilegiada frente al casco viejo. Probamos varios platos orientales y postres como el de maracuyá y la tarta de chocolate.', 'Happy River es un bar ubicado en el Muelle de la. Merced en pleno corazón de Bilbao la Vieja donde puedes degustar unas exquisitas tapas tradicionales']"
Restaurante Urbieta,,369,"4,0",€,,"Txakur Kalea, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['11:00–16:00', '18:00–22:00'], 'jueves': ['11:00–16:00', '18:00–22:00'], 'viernes': ['11:00–16:00', '18:00–22:00'], 'sábado': ['11:00–23:30'], 'domingo': ['11:00–23:30'], 'lunes': ['11:00–16:00', '18:00–22:00'], 'martes': ['11:00–16:00', '18:00–22:00', 'Actualizado por esta empresa hace 3 semanas']}",944 85 02 04,"['Hemos cenado de maravilla. Dos cazuelas muy generosas de racion. 6 albóndigas caseras de muy bien tamaño y unos chipirones caseros muy ricos. Muy atentos y detallistas in…Más', 'Bar de pinchos situado en el centro de Bilbao. En la zona de las 7 calles. Muy tradicional y agradable. Gran variedad de pinchos y raciones. Relación calidad precio muy buena. Tiene te…Más', 'Comimos el 25 de diciembre toda la familia (23personas). Muy recomendable un trato muy atento y unas raciones muy grandes. La tarta de quesi impresionante. Todo esta a buenisimo;)…Más']","['El restaurante Urbieta está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 3.5; Atmósfera: 4...', 'Restaurante Urbieta Bilbao. 498 Me gusta · 237 personas han estado aquí. Especialidad es el bacalao al Pil-Pil chuletón merluza a la vasca pimientos...', 'Bar de pinchos situado en el centro de Bilbao. En la zona de las 7 calles. Muy tradicional y agradable. Gran variedad de pinchos y raciones. Relación calidad...']"
Lontz,,32,"4,0",€,,"Barrenkale Barrena, 6, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–23:00'], 'sábado': ['12:00–24:00'], 'domingo': ['12:00–24:00'], 'lunes': ['11:00–23:00'], 'martes': ['11:00–23:00']}",,"['Comida casera y de gran calidad. El servicio de camareros rapido y simpaticos. No perderse los dias de pulpo a la gallega acompañado de un vino denominación…Más', 'Menú a 16 €, fuimos dos personas. La comida esta bien y el precio es bueno en relación a la zona. Comimos pisto bilbaíno, pescado y rabo de toro.', 'Servicio muy mejorable, hemos tenido que ir a pagar a la barra. A los otros comensales les han atendido en la mesa.…Más']","['Consigue las mejores ofertas para Lontz Bar Restaurante en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', 'La carta de Lontz Bar Restaurante de la categoría Bar en Bilbao Barrenkale Barrena 6 Bilbao Spain. Puede encontrarse y verse aquí.', 'Lontz n.º 1293 entre los pubs y bares de Bilbao: 41 opiniones y 19 fotos detalladas. Localízalo en el mapa y llama para reservar mesa.']"
Taberna Basaras,,467,"4,6",1-10€,Tiene terraza· No se aceptan reservas· Se sirve comida en el bar,"Pilota Kalea, 2, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['11:30–16:00', '19:00–23:00'], 'jueves': ['11:30–16:00', '19:00–23:30'], 'viernes': ['11:30–16:00', '19:00–23:30'], 'sábado': ['12:00–16:00', '19:00–23:30'], 'domingo': ['12:00–16:30'], 'lunes': ['Cerrado'], 'martes': ['Cerrado', 'Confirmado por esta empresa hace 8 semanas']}",,"['Buena y amplia selección de vinos. El pintxo de pulpo a la gallega super recomendado.…Más', 'Fui hace dos semanas, nos encantaron las gildas y los triangulitos. Tienen una gran selección de vinos…Más', 'Local pequeño con poco espacio. Camareros agradables. Tomamos una caña (2,90), una Coca Cola (2,50€) y dos pinchos de boquerón en vinagre. Estaban muy ricos de sabor. Los re…Más']","['El restaurante Taberna Basaras está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', ""Famous for their anchovies and there's a good reason why. The setting is a simple Spanish bar but the food is great and the wine is very decently prices..."", ""7 feb 2024 — Basaras: la taberna de 84 años que esconde cientos de vinos y buenos pinchos en Bilbao · 'Grillos' traineras anchoas croquetas y la sempiterna...""]"
Restaurante Víctor Montes,Mítico restaurante de pinchos vascos en lo que fue un antiguo mercado con una fachada con pinturas decorativas.,3000,"4,3",€€,,,"{'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–24:00'], 'sábado': ['11:00–24:00'], 'domingo': ['11:00–23:00'], 'lunes': ['11:00–23:00'], 'martes': ['11:00–23:00']}",,"['Una cena espectacular. La atención y recomendaciones de Luisa fueron fundamentales para poder cenar de lujo en este local tan típico de Bilbao. La comida muy rica: pulpo, chipiron…Más', 'Desde que entras por la puerta ya merece la pena. Hemos acudido a cenar sin reserva y, pese a ser sábado y el volumen de clientes, en escasos minutos nos han…Más', 'La comida está deliciosa, comimos un tartar de atún rojo, un chuletón, las patatas que venían de guarnición si que estaban algo secas, parecían asadas y luego…Más']","['Restaurante Víctor Montes Plaza Nueva 8 48005 Bilbao Bizkaia España Teléfono: 944 157 067 info@victormontes.com. Copyright © 2024. Todos los derechos...', 'El restaurante Victor Montes Restaurante está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio:...', 'Restaurante Víctor Montes Plaza Nueva 8 48005 Bilbao Bizkaia España Teléfono: 944 157 067 info@victormontes.com. Copyright © 2024. Todos los derechos...']"
Bizitza,,838,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles· No se aceptan reservas,"Dorre Kalea, 1, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['14:30–1:00'], 'jueves': ['14:30–1:00'], 'viernes': ['14:00–3:00'], 'sábado': ['14:00–3:00'], 'domingo': ['15:00–1:00'], 'lunes': ['14:30–1:00'], 'martes': ['14:30–1:00']}",,"['Un buen sitio para ir s tomar una cerveza, buen ambiente, lo único para música un poco alta para mi parecer...por todo lo demás genial.…Más', 'Hacía años que no iba a este bar tan emblemático y tan querido de Bilbao... y me he encontrado un local que ya no reconozco para nada; ha perdido todo su…Más', 'Fuimos mi compañera y yo para tomarnos un café antes de entrar a trabajar. Eran las 14:30 del mediodía. La dueña del local, le estaba hablando fatal al camarero…Más']","['Bizitza · Calle la Torre 1 48012 Bilbao España · Página web · Mejora este perfil.', 'El Bizitza es uno de los bares de ambiente emblemáticos de Bilbao. Situado en pleno Casco Viejo es un lugar muy popular y frecuentado por una clientel.', 'Ayer 7 de octubre a las 20.00 en la Plaza del Arriaga Bilbao hicimos público el MANIFIESTO DE PROFESIONALES DE ... bizitzaweb. marzo 1 2024. Conferencias...']"
Bilbobeer,Bar restaurante con terraza que sirve tapas y platos españoles cerveza y vino.,13000,"4,1",10-20€,,"Adiskidetasun Kalea, 4, Abando, 48001 Bilbo, Bizkaia","{'miércoles': ['7:30–24:00'], 'jueves': ['7:30–24:00'], 'viernes': ['8:00–1:30'], 'sábado': ['8:00–1:30'], 'domingo': ['7:30–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00']}",,"['Lleno de cucarachas. Es la segunda vez que voy y veo cucarachas por las paredes. No me imagino cómo estarán la cocina etc con el calor de las maquinas……Más', 'Muy bueno y económico. Vine buscando un menú cerca de la estación de tren y encontré este lugar, que ofrecía un menú por 14€.…Más', 'Bar típico, ideal para desayunar! Tienen varias tortillas y algunos pinchos a muy buen precio. Muy recomendable.…Más']","['Sobre todo sabemos de esto último de ahí el nombre Bilbobeer el centro de la cerveza en Bilbao. ... 944 74 10 95 contacto@bilbobeer.com Calle Amistad 4 48001...', 'El restaurante Bilbobeer está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 3.5; Calidad/precio: 4.5...', 'Bilbobeer Bilbao: Consulta 36 opiniones sobre Bilbobeer con puntuación 4 de 5 y clasificado en Tripadvisor N.°478 de 1.170 restaurantes en Bilbao.']"
Claudio La Feria Del Jamón Bar,,989,"4,4",10-20€,,"Itxaropen Kalea, 11, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['17:30–22:00'], 'jueves': ['17:30–22:00'], 'viernes': ['17:30–23:00'], 'sábado': ['18:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['Cerrado'], 'martes': ['17:30–22:00']}",,"['Uno de los mejores sitios de bocadillos de Bilbao, en plena Siete Calles. De toda la vida. Personal muy amable y buen producto. Se le debe una visita.…Más', 'Casi siempre está a tope pero va bastante rápido. Es un mítico de Bilbo. El jamón, de lo mejorcito y con pan rico y calentito. Los precios muy normales.…Más', 'Lugar agradable, sencillo, con calidad. La atención excepcional.\nYa hemos repetido varias ocasiones cuando voy a Bilbao por trabajo.…Más']","['El restaurante Bar Claudio La Feria Del Jamon está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/...', 'Claudio La Feria del Jamón está ubicado en la calle Esperanza 3 9 16 y 18 próximo a la parada del metro de San Nicolás Casco Viejo. A partir de ahora...', 'Especialidad: Productos ibéricos del cerdo en raciones de jamón chorizo lomo y salchichón. Ofrecemos: Raciones de queso puro de oveja de bonito con pimientos...']"
Rio-Oja Restaurante,Tradicionales cazuelitas vascas carnes y pescados en un restaurante regentado por una fa000ia de larga trayectoria.,28000,"4,3",20-30€,,"Txakur Kalea, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['9:00–23:00'], 'jueves': ['9:00–23:00'], 'viernes': ['9:00–23:00'], 'sábado': ['9:00–23:00'], 'domingo': ['9:00–23:00'], 'lunes': ['9:00–23:00'], 'martes': ['9:00–23:00']}",944 15 08 71,"['He ido varias veces, voy por la comida, los mejillones con tomate y otras tapas. El problema que hay es con el servicio, que cuando pides una tapa, te ponen pan ……Más', 'Hemos comido unas increíbles cazuelas. La comida estuvo maravillosa, recomiendo las croquetas de jamón, la sopa de pescado, la tortilla de bacalao y las…Más', 'La comida espectacular, menos la paella. Me sabe mal decirlo, pero el arroz estaba pasadillo. Todo lo demás riquísimo. Fuimos dos veces, el ambiente agradable, las camareras super educ…Más']","['Tipos de cocina. Bar Mediterránea Española ; Dietas especiales. Opciones vegetarianas ; Comidas. Comidas Cenas Abierto hasta tarde.', 'Un excelente restaurante con una gran oferta en bebidas. Nuestra maravillosa cocina te ofrece una gran variedad de excelentes comidas y bebidas. Saborea por...', 'Sus platos ambiente y servicio ha hecho que tenga una puntuación de 7.83 la relación calidad precio es la adecuada para un restaurante como este no es un...']"
Peña Athletic del Casco Viejo,Txokos y cafetería futbolera que ofrece pintxos y cuidados platos de cocina vasca como callos a la vizcaina.,14000,"4,0",10-30€,,,"{'miércoles': ['10:00–23:00'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–23:00'], 'sábado': ['10:00–23:00'], 'domingo': ['10:00–23:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00']}",,"['Es un buen lugar para ir a picar algo tranquilamente, tiene variedad de pinchos y los empleados son muy majos.…Más', 'Tuvimos la suerte de cenar allí, estaba todo muy bueno pero cabe resaltar las croquetas de hongos y el chuletón. Muy recomendable.…Más', 'En pleno Casco viejo. Muy agradable. Comida de menú muy rica (el arroz con chipirones espectacular). Las camareras muy atentas y serviciales. Dejan acceder…Más']","['Bienvenidos al mejor restaurante de la Peña del Athletic en el casco viejo. ... Si quieres conocer nuestra historia y probar comida auténtica de Bilbao pero...', 'Pena Athletic del Casco Viejo · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Calle de la Pelota 7 Bilbao España.', 'Café restaurante Peña Athletic nos dedicamos a servicio de barra y restauración: menús del día  fin de semana y menú txuletón. Estamos abiertos todos los...']"
Bar Rotterdam,,497,"4,4",20-30€,,"Txakur Kalea, 6, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['Cerrado'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–23:00'], 'sábado': ['11:00–23:00'], 'domingo': ['11:00–16:00'], 'lunes': ['11:00–23:00'], 'martes': ['11:00–23:00']}",944 16 21 65,"['Muy decepcionada. Entramos por que se veía un bar típico del lugar y queríamos algo del estilo. La camarera nos dijo que no le quedaban pinchos y solo podía ser…Más', 'Un bar tradicional en el casco antiguo. Mi favorito, siempre repito cada vez que vuelvo a Bilbao. Calidad inmejorable, comida fabulosa y precio muy bueno.…Más', 'Típico restaurante en Bilbao para unas raciones ricas... Siempre recomendable.…Más']","['Reservas Capacidad Sirve alcohol Servicio de mesa Bar completo. Ver todos los detalles. ventajas. Ubicación y contacto. C/Perro no 6 Bilbao España. A 02...', 'Bar Rotterdam Bilbao · Página · Bar · +34 944 16 21 65 · Calificación · 45 68 opiniones.', 'Bar restaurante en pleno Casco Viejo donde ""se guisa"". Cocina sin chorradas y cazuelas de barro alineadas sobre el mostrador. Recetario clásico old school.']"
Restaurante Berton Bukoi,,20,"4,1",,,"K. Barria, 4, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–22:30'], 'sábado': ['10:00–22:30'], 'domingo': ['11:00–16:30'], 'lunes': ['10:00–22:30'], 'martes': ['10:00–22:30']}",,"['Al llegar al baño me encuentro 2: uno gratuito y otro de pago (50 cents) en el que había papel y jabón. No me gusta nada el detalle pero aparte de comentarlo…Más', 'Restaurante muy caro para la comida que sirven en carta, probamos la carne de secreto ibérico y es un filete muy pequeño para casi 30€ que vale, quiero decir…Más', 'La verdad es que he quedado un poco decepcionado por la expectativa del chuletón (36 € hueso incluido). Las raciones de chipirones podríamos clasificarlas como…Más']","['El restaurante Berton cuenta con dos locales en Bilbao y ofrece una variada carta de la mejor cocina vasca seleccionando la mejor materia prima para ofrecer...', 'Comida: 4; Servicio: 3.5; Calidad/precio: 3.5; Atmósfera: 3.5. BERTON BUKOI Bilbao - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao...', 'Cuentan con un menú generoso la clave de la comida tapas es su cocina pide su famoso chuleton. Este restaurante tiene una puntuación de 6.68...']"
Los Fueros,Especialidades y vinos locales en un edificio señorial de dos niveles con paredes de azulejos y terraza.,981,"4,5",€€,,,"{'miércoles': ['13:00–15:30', '20:00–22:30'], 'jueves': ['13:00–15:30', '20:00–22:30'], 'viernes': ['13:00–15:30', '20:00–22:30'], 'sábado': ['13:00–15:30', '20:00–22:30'], 'domingo': ['13:00–15:00', '20:00–22:30'], 'lunes': ['13:00–15:30', '20:00–22:30'], 'martes': ['Cerrado', 'Confirmado por teléfono hace 2 semanas']}",,"['Un lugar tradicional en el casco de Bilbao con comida hecha con mimo y muy buena atención. Nos sentimos como en casa, la comida estaba riquísima y los…Más', 'Cocina tradicional vasca con preparaciones excelentes! Materia prima de calidad excelente. Servicio excepcional y ambiente cálido e íntimo. 5/5✨✨✨✨✨…Más', 'Los fueros, un clásico. La verdad es que me considero una persona a la que le gusta mucho disfrutar de la comida local, y sin lugar a dudas este es un…Más']","['Bienvenidos a Los Fueros un bar y restaurante que todos conocen en Bilbao no en vano es el decano de la ciudad. Abierto desde 1878 Los Fueros Bilbao es...', 'Elige entre los menús que ofrecemos en el restaurante Los Fueros de Bilbao aquél que mejor se adapte a tus gustos y preferencias.', 'El restaurante Los Fueros está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...']"
Bar Sarkue,,71,"4,5",1-10€,Tiene terraza· Se sirve comida en el bar,"Dendarikale, 9, Ibaiondo, 48005 Bilbo, Bizkaia","{'miércoles': ['7:00–24:00'], 'jueves': ['7:00–24:00'], 'viernes': ['7:00–24:00'], 'sábado': ['7:00–24:00'], 'domingo': ['7:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['7:00–24:00']}",,"['Fuimos a desayunar a este local que anunciaba tener la mejor tortilla de la zona en un cartel. No solo no había tortilla, sino que la atención del camarero dejó…Más', 'Nunca había probado comida ecuatoriana y me encantó el chaulafán.\nRecomendado 100% tardan un poco en prepararlo, per…Más', 'Ha cambiado la gerencia. Ahora dispone de platos latinos y raciones. Es la primera vez en la vida que pido una ración de rabas en Bilbao un domingo a la…Más']","['Todos sus comensales veneran las exquisita cocina de este restaurante lo encontrarás en la ciudad de Bilbao aunque no está en una calle bulliciosa es...', '20 feb 2024 — Sarkue está muy cerca de La Ribera Market. La receta del éxito de este bar está en sus sabrosos pintxos su perfectamente elaborado atún y...', 'Bar céntrico con una gran oferta en bebidas. No te quedes sin probar nuestro café fresco. Gracias a nuestro WiFi gratuito los blogueros podrán compartir sus...']"
El Txoko Berria Bilbao,Menús de platos creativos de la cocina vasca que van cambiando en una taberna de moda con detalles de madera y azulejos tipo metro.,24000,"3,7",10-20€,,,"{'miércoles': ['13:00–16:00', '19:30–23:00'], 'jueves': ['13:00–16:00', '19:30–23:00'], 'viernes': ['13:00–16:00', '19:30–23:30'], 'sábado': ['13:00–16:00', '19:30–23:30'], 'domingo': ['13:00–16:00', '19:30–23:00'], 'lunes': ['13:00–16:00', '19:30–23:00'], 'martes': ['13:00–16:00', '19:30–23:00']}",,"['El restaurante está bien ubicado, cerca de la zona de picoteo y poteo para pasar el día. Además, es bonito y amplio para tener espacio entre las mesas.…Más', 'Pedimos el menú del día. De precio está bastante bien. Los primeros nos gustaron mucho, sobre todo el pisto, estaba muy rico.…Más', 'Estuve con los niños comiendo y fue una buena experiencia para los adultos porque para los peques no mucho. Para ellos cogí dos menús infantiles, que solo…Más']","['El Txoko Berria se encuentra en una de las arterias principales del casco viejo de Bilbao. Hemos diseñado el txoko con la idea de que os sintáis como en...', 'El restaurante El Txoko Berria está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3.5...', 'El Txoko Berria Bilbao Spain. 817 likes · 4 talking about this · 1133 were here. Como en casa de amama pero en el casco viejo de Bilbao.']"
