title,description,n_reviews,stars_avg,price_range,facilities,street,opening_hours,phone_number,featured_reviews,extra_content
Zaka Restaurante,Restaurante a la última decorado con un estilo retro que sirve pinchos de salmón curado y carrillera de cerdo vino y cócteles.,26000,"4,3",20-30€,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Simón Bolívar Kalea, 11, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['7:30–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00'], 'miércoles': ['7:30–24:00'], 'jueves': ['7:30–0:30']}",944 01 45 61,"['Sitio magnífico en Bilbao con un menú extraordinario.\nCocina de calidad y materia prima excelente.…Más', 'El lugar en sí es agradable, aunque los turnos de comida obligan a comer de forma apresurada.…Más', 'Muy buena experiencia , todo súper bien estudiando y equilibrado ! El arroz riquísimo , la carne es carnaza rica y la tarta de queso es elite ! Muchas gracias volveremos ♥️']","['Zaka cocina de aquí y de siempre. Carta variada compuesta de raciones para compartir carnes pescados platos típicos en Indautxu Bilbao.', 'Tienen un menú del día variado muy rico y a muy bien precio. Las cantidades son generosas y el sitio muy amplio y bonito.', 'Zaka Restaurante · Page · Tapas Bar & Restaurant · +34 944 01 45 61 · zakarestaurante.com · Rating · 4.3 182 Reviews.']"
Restaurante,,43,"3,0",1-10€,,"Iparraguirre Kalea, 7, Derecha, Abando, 48009 Bilbao, Biscay","{'sábado': ['8:00–23:30'], 'domingo': ['8:00–23:30'], 'lunes': ['8:00–18:30'], 'martes': ['8:00–18:30'], 'miércoles': ['8:00–18:30'], 'jueves': ['8:00–18:30'], 'viernes': ['8:00–23:00']}",944 24 85 05,"['Lugar tipico de pinchos. Inconveniente el precio. 200ml de radler a 3,55€ estacazo. Recomiendo el pincho de croqueta con jamon y el bacalao, muy rico. Las rabas…Más', 'Sólo de pasada para tomar algo y que gran decepción, 6€ por un marianito blanco y una radler, me parece un poco excesivo el precio.…Más', 'Trato genial y comida casera. Los camareros muy amables.…Más']","['Restaurantes en Bilbao ; Kali Orexi by Labocatorio · 300. Internacional Mediterránea Griega Saludable ; Restaurante Cafeteria Pentxo · 1845. Café Europea...', 'Los mejores restaurantes de Bilbao · Healthy Pizza & Beer · Aitor Rauleaga · El Arandia de Julen · Waman · Odoloste Jatetxea · Ola Martín Berasategui · Islares.', 'Descubre los mejores restaurantes de Bilbao económicos guía michelín restaurantes nuevos y recomendados. Cenar fuera está de moda en Bilbao.']"
Bar Zalea,,241,"4,2",1-10€,Tiene terraza· Ideal para ver deportes· Tiene Wi-Fi,"Calle Juan Ajuriaguerra Kalea, 3, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['11:00–24:00'], 'domingo': ['12:00–22:30'], 'lunes': ['9:00–22:30'], 'martes': ['9:00–22:30'], 'miércoles': ['9:00–22:30'], 'jueves': ['9:00–22:30'], 'viernes': ['9:00–23:30', 'Confirmado por esta empresa hace 3 semanas']}",944 35 22 67,"['Los pintxos tienen buena pinta, pero luego ni te los calientan salvo que lo pidas.…Más', 'A pesar de que la calle está repleta de bares casi ninguno tiene sitio para sentarse. Éste sin duda no es la mejor elección. Pintxos regulares, raciones que son…Más', 'Hemos comido aquí y nos ha parecido brutal, la comida es buena y los precios no son altos, además, son súper amables y atentos, hacen que la comida sea más amena. Muy recomendado.']","['Gastrobar Zalea · Page · Bar · +34 944 35 22 67 · barzalea.com.', 'En nuestro Gastrobar podrás encontrar una gran variedad de Platos Pintxos y Menús además de una completísima carta de vinos. Comparte tus experiencias.', '3 oct 2021 — El 9 de septiembre Josu Muñoz abrió las puertas del gastrobar Zalea un local que abre a las nueve de la mañana y ofrece una barra de pintxos...']"
MINI Bar,,244,"4,0",10-20€,Tiene terraza· Ideal para ver deportes· Tiene Wi-Fi,"Deustuko Zubia, 6, Abando, 48014 Bilbo, Bizkaia","{'sábado': ['11:30–24:00'], 'domingo': ['11:30–18:00'], 'lunes': ['8:30–22:00'], 'martes': ['8:30–22:00'], 'miércoles': ['8:30–22:00'], 'jueves': ['8:30–22:00'], 'viernes': ['8:30–24:00']}",944 36 15 05,"['Hay buen ambiente las camareras muy majas. Fuimos un domingo a comer. Esperamos bastante de un plato a otro. Menos mal que nos lo tomamos con humor. Lo que me…Más', '100% recomendable. Magnifica atencion y comida espectacular. El responsable Clint estuvo muy atento. De lo mejor en Bilbao', 'Buen lugar para tomar unas copas o un tapeo con amigos en pleno centro. El servicio amable y rápido. La comida no está mal, en línea con el resto del local. Buen vino y cocktails variad…Más']","['Un lugar acogedor donde poder degustar la mejor comida mediterránea de la mano de Atif El Omari que cuenta con más de 20 años de experiencia en la cocina.', 'Mini Bar · Deustuko Zubia 6 48009 Bilbao España · Página web · Mejora este perfil.', 'Bar-restaurante dedicado al MINI. Está situado en los bajos de la torre Iberdrola Plaza de Euskadi al comienzo del Puente de Deuesto.']"
Restaurante Pacífico,Restaurante sofisticado con menú de cocina internacional que rota diariamente con platos como hamburguesas tacos o sushi.,15000,"3,9",20-30€,Tiene terraza· Sirve buenos cócteles· Se sirven platos vegetarianos,"Alameda de Recalde, 52, Abando, 48008 Bilbao, Biscay","{'sábado': ['13:00–16:00', '20:00–23:30'], 'domingo': ['13:00–16:00'], 'lunes': ['13:00–16:00'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00'], 'viernes': ['13:00–16:00', '20:00–23:30', 'Actualizado por esta empresa hace 4 semanas']}",944 36 22 98,"['La verdad que un sitio muy aparente, en un lugar muy céntrico y cerca de todas las tiendas de la zona. La comida estaba buena, pero el precio fue demasiado…Más', 'Restaurante en buena ubicación y con una decoración bonita. Pedimos varios platos para compartir y bien. No obstante tardaron bastante en servirnos. Los nachos…Más', 'La comida era muy simplona. Pedimos bao bun con chipiron, estaban buenos pero venían dos y por 9 euros caro me parece. Luego ensalada de aguacate a la brasa.…Más']","['Sabores del Pacífico con un alma urbana ven a Pacifico Bilbao en Alameda Rekalde y degusta nuestra carta de sushi baos o especialidades.', 'Una carta bastante completa estilo principalmente asiático en su carta. Las raciones son bastante generosas y de muy buena calidad. Los postres impresionantes...', 'Página · Restaurante de fusión asiática. \U000f16ea. +34 944 36 22 98 ... Pacifico Bilbao está en Pacifico Bilbao. 3 feb. 2024\U000f078b\U000f17e0. \U000f07dd. Mímate!! Ven a Pacífico y cuídate...']"
CAFETERÍA GAICO,,527,"4,0",1-10€,,"C. de Bertendona, 2, Abando, 48008 Bilbao, Biscay","{'sábado': ['9:00–23:00'], 'domingo': ['9:00–22:00'], 'lunes': ['8:00–22:00'], 'martes': ['8:00–22:00'], 'miércoles': ['8:00–22:00'], 'jueves': ['8:00–22:00'], 'viernes': ['8:00–22:00']}",944 15 56 44,"['UN ROBO!\nCOCA COLA 3,35 € ( de las pequeñas y te sirven un hielo pequeño)…Más', 'Espacio para tomar algo tranquilamente, amabilidad y calidad en la Barra', 'Malísimo servicio. Los camareros no responden, son desagradables. Media hora después de pedir un zumo natural (mis acompañantes ya tenían su bebida), he…Más']","['El restaurante Cafeteria Gaico está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio: 3...', 'Home · Eventos · Nuestra cocina · La merienda · Nuestro catering · Pinchos y raciones · Comedores · Contacto y ubicación. Frontal Cafetería Gaico.', '13 jun 2023 — Comedor con reservados camareros con corbata y platos combinados. Fundado en 1980 el Gaico ha logrado mantenerse intacto pese a las modas.']"
Okela,Taburetes altos y aire colorido en bar con reconocida barra de pintxos de nueva cocina vasca y tortillas.,581,"4,2",10-20€,Tiene terraza· Ideal para ver deportes,"García Rivero Maisuaren Kalea, 8, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['9:00–1:00'], 'sábado': ['9:00–1:30'], 'domingo': ['Cerrado'], 'lunes': ['9:00–23:30'], 'martes': ['9:00–23:30'], 'miércoles': ['9:00–23:30'], 'jueves': ['Abierto 24 horas']}",944 41 59 37,"['Los mejores pinchos que probamos en Bilbao. Si uno estaba bueno el otro más! Personal muy simpático y muy buen ambiente! Lo recomiendo totalmente!!…Más', '5 estrellas por los nachos en especial. Igual los mejores q me he comido en un bar. El resto de cosas también muy bien', 'Situado en el centro de Bilbao, decidimos probar a cenar unos pintxos y fue un acierto. Tienen pintxos y raciones, todo lo que probamos muy buenos. Pintxos ……Más']","['R. + info. Okela Sormen Lantegia. Calle San Francisco 11 48003 Bilbao Bizkaia. okela@okela.org · 944 987 999. enviar. Política de cookies aviso legal...', 'Bar Okela: hacemos los mejores pintxos de Bilbao pide pintxos online tortillas gildas pintxos fríos en BarOkela.com o puedes venir a comer pintxos a...', 'El restaurante Okela está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3.5; Atmósfera:...']"
La Sausería,,13000,"4,0",20-30€,Tiene terraza· Se sirven platos vegetarianos· Tiene Wi-Fi,"Urkixo Zumarkalea, 30, Abando, 48010 Bilbo, Bizkaia",{},946 03 23 65,"['Sitio recomendable!…Más', 'Tras mas de 1 hora esperando para que nos sirviesen nuestra comida, en un comedor a rebosar y lleno de ruido, podéis imaginar nuestra sorpresa al encontrarnos…Más', '15 euros el menú del día con agua..\nLa comida bien, pero no sé si lo vale..…Más']","['El restaurante La Sauseria está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 4...', 'Estuvimos dos personas adultas y un niño cenando algo rápido un sábado a la noche. Buena comida raciones no muy grandes. Decoración bonita y agradable. Para...', 'El menú 1490€ siempre es el mismo pero tienes un variedad muy amplia para elegir con todo tipo de opciones. El local bonito el trato fue muy agradable y...']"
Beher Bilbao | Tienda y Restaurante de Productos Ibéricos,,568,"4,2",€€,Tiene terraza,"Portuko Markesaren Kalea, 11, Abando, 48008 Bilbo, Bizkaia","{'sábado': ['12:30–23:30'], 'domingo': ['12:30–16:30'], 'lunes': ['11:00–22:30'], 'martes': ['11:00–22:30'], 'miércoles': ['11:00–22:30'], 'jueves': ['11:00–22:30'], 'viernes': ['11:00–23:30', 'Actualizado por esta empresa hace 8 semanas']}",690 31 62 96,"['Comida espectacular, con la especialidad en Ibéricos, a muy buen precio, en un ambiente inmejorable. Reseñable la buena cava de vinos!…Más', 'Mal mal servicio llevado por personas poco formadas, es una lástima que hoy en día se esté perdiendo la profesionalidad en la restauración, y hay gente dando…Más', 'La comida está muy rica hasta que te traen el CERDO 🐖 CRUDO. ¡CRUDO! ¡¡¡Señores, el cerdo, al igual que el resto de carne que no sea ternera, NO se puede comer…Más']","['BEHER BILBAO - Fotos Número de Teléfono y Restaurante Opiniones - Tripadvisor. Bilbao; Provincia de Vizcaya; País Vasco; España; Europa. Bilbao. Turismo en...', 'Este menú degustación de productos ibéricos es ideal para aquellos que quieran probar una variedad de platos y disfrutar de una experiencia gastronómica...', 'Nuevo restaurante y tienda @jamonbeher en el centro de Bilbao. Ven a descubrir tu placer por el Jamón 100% Ibérico. Calle Marqués del Puerto 11 Bilbao...']"
Zutik Cardiles Restaurante,,209,"3,7",1-20€,Happy hour de comida· Se sirven platos vegetarianos· Ideal para ver deportes,"Calle Gral. Concha, 3, Abando, 48008 Bilbao, Biscay","{'viernes': ['7:00–1:00'], 'sábado': ['7:00–1:00'], 'domingo': ['8:00–16:00'], 'lunes': ['7:00–24:00'], 'martes': ['7:00–24:00'], 'miércoles': ['7:00–24:00'], 'jueves': ['7:00–24:00']}",944 16 23 35,"['Un excelente lugar donde ir a comer un menú del día, en el que la relación calidad-precio es muy buena. Comida que te transporta directamente a Colombia sin…Más', 'Menú ""degustación"". Más o menos lo que uno se puede esperar de una cena por ese precio. La ensalada de pollo crujiente, no tenía pollo, por lo tanto empezamos…Más', 'Pongo 1 estrella porque no hay 0, el sándwich con la lechuga vieja y full de una salsa hecha con mayonesa de mala calidad, que me ha dejado fatal del estómago.…Más']","['Ubicación y contacto. General concha n 3 Cerca Plaza Moyua 48008 Bilbao España.', 'Comida que te transporta directamente a Colombia sin salir de Bilbao. La atención fue muy amena. La sala restaurante es muy amplia y tranquila. Si quieres una...', 'Amigos as del buen comerZutik Cardiles restaurante en General Concha 3 Bilbao les invita: Este fin de semana a reencontrarnos con nuestra gastronomía.']"
Gure Toki,Platos y tapas modernos de cocina vasca y vinos regionales en un restaurante chic de estilo industrial.,37000,"4,5",10-20€,Tiene terraza· No se aceptan reservas,"Pl. Nueva, 12, Ibaiondo, 48005 Bilbao, Biscay","{'sábado': ['10:00–23:00'], 'domingo': ['10:00–16:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00'], 'miércoles': ['Cerrado'], 'jueves': ['10:00–23:00'], 'viernes': ['10:00–23:00', 'Confirmado por esta empresa hace 1 semana']}",944 15 80 37,"['Nos gustó mucho la experiencia.\nEl sitio está bastante bien, con amplia variedad de pintxos. Muy surtido, de…Más', 'El que parece un bar más en la concurrida Plaza Nueva de Bilbao, pronto se convierte en una experiencia gastronómica única! Pintxos exquisitos en un gran…Más', 'Típico bar de pintxos ubicado en el Casco Viejo de Bilbao. Conseguimos sentarnos en la terraza y el camarero nos atendió muy amablemente pese a estar hasta ……Más']","['El restaurante Gure Toki está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4; Atmósfera:...', '0_N0A8241.jpg. 0_N0A8222.jpg. 0_N0A8263.jpg. 0_N0A8267.jpg. 0_N0A8216.jpg. 0_N0A8232.jpg. Panorama_sin_título1.jpg. ongi etorri.', 'En el verano de 2015 abre sus puertas el nuevo Gure Toki una de las referencias gastronómicas de Bilbao. Situado en la Plaza Nueva uno de los rincones más...']"
La Barmacia Bilbao - Copas y cóctel,,422,"4,1",1-10€,Tiene terraza· Sirve buenos cócteles· No se aceptan reservas,"Villarías Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'viernes': ['10:00–2:30'], 'sábado': ['10:00–3:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–24:00'], 'martes': ['10:00–24:00'], 'miércoles': ['10:00–24:00'], 'jueves': ['10:00–24:00']}",944 25 62 93,"['Muy , muy agradable , en el centro del Bilbao mas comercial , dinámico, de paso obligado y con terrazas amplias , bulliciosas pero no ruidosas . Cafés con muy…Más', 'Pido un café, me cobra dos euros, no me da tiket. Le pido por favor que me enchufe el tlfn , con mi cargador, porque me he quedado sin batería, me responde que…Más', 'Un bar muy bonito con un gran vibo de madera y muchos aperitivos curiosos cuelgan como decoraciones. El barman es muy amable y profesional y aunque ha enumerado ……Más']","['Qué le gusta a User de La Barmacia Bilbao Copas Y Cóctel: Un bar muy bonito con un gran vibo de madera y muchos aperitivos curiosos cuelgan como decoraciones.', 'Las copas las preparan muy bien aunque 8€ en un bar me parece excesivo. Leer más ... Gin Fizz Bilbao Cocktail Bar. 78. Bares y discotecas. Abando · Berton. 138.', 'Sin duda un ambiente bastante acogedor para disfrutar de excelentes copas una gran variación de cervezas importadas y artesanales. Y lo que no puedes faltar un...']"
El Puertito,,936,"4,3",10-20€,Tiene terraza· No se aceptan reservas,"Ledesma Musikariaren Kalea, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['11:30–23:00'], 'domingo': ['11:30–16:00'], 'lunes': ['11:30–22:00'], 'martes': ['11:30–22:00'], 'miércoles': ['11:30–22:00'], 'jueves': ['11:30–22:00'], 'viernes': ['11:30–23:00']}",946 57 05 58,"['NI SE OS OCURRA VENIR. He sufrido una INTOXICACIÓN ALIMENTARIA. He mirado en los comentarios del local y hubo otra persona no hace mucho que ha sufrido lo…Más', 'Bar especializado en ostras con variedad y calidad. Súper frescas y riquísimas. Además la atención es muy buena y el ambiente del local también. Muy recomendable…Más', 'Buen bar para tomar algo y unas muy buenas ostras. La atención ha sido estupenda por parte de todo el personal…Más']","['Somos especialistas en catering de ostras para eventos desde 2013. Pide presupuesto sin compromiso. Bilbao. C/ García Rivero 9 944 026 254 Contacto Mail...', 'El restaurante El Puertito está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4...', 'Es un buen sitio para comer ostras en Bilbao. Las tienen de muchas clases y el vino blanco también muy rico . Es pequeñito y tiene terraza .']"
El Huevo Frito,Surtida barra de pintxos en un bar de muebles modernos con terraza decorado con caricaturas de futbolistas.,15000,"4,3",10-20€,Tiene terraza· No se aceptan reservas,"García Rivero Maisuaren Kalea, 1, Abando, 48011 Bilbo, Bizkaia","{'sábado': ['10:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['10:00–16:00'], 'martes': ['10:00–22:30'], 'miércoles': ['10:00–22:30'], 'jueves': ['10:00–22:30'], 'viernes': ['10:00–24:00']}",944 41 22 49,"['Gran descubrimiento! Las manitas a la vizcaína increíbles, el taco de pollo buenísimo. El trato de la camarera María perfecto, muy atenta y simpática . Repetiremos sin dudar', 'Gran variedad y apetitosos pintxos, tortillas,bocadillos, gildas,croquetas, y varios con un huevito frito. Buen trato y amabilidad del personal. El local es…Más', 'A mi me gusta llamar restaurantes a los sitios que te ofrecen un producto de calidad, ya que el nombre restaurante es más elegante. Huevo frito, a pesar del…Más']","['El restaurante El huevo frito está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4; Calidad/precio: 4...', 'El Bar El Huevo Frito está situado en el barrio Indautxu en Bilbao. Destaca por su oferta de variados pintxos y tapas junto a un ambiente festivo. Además ofrece...', 'El Huevo Frito · Página · Bar · +34 944 41 22 49 · elhuevofrito.com · Calificación · 45 116 opiniones.']"
El Huevo Berria,Decoración del Athletic Club y barra de pintxos en una cafetería moderna con ensaladas y taburetes altos.,13000,"4,1",1-10€,Tiene terraza· No se aceptan reservas,"Poza Lizentziatuaren Kalea, 65, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['10:30–1:00'], 'sábado': ['10:30–1:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00'], 'miércoles': ['8:00–23:00'], 'jueves': ['8:00–24:00']}",944 27 13 48,"['El mejor sitio para comer de todo Bilbao!!!! Los pintxos buenísimos y las chicas de barra no podrían ser más simpáticas! 10000/10…Más', 'Buen sitio para comer barato si estas por la zona…Más', 'Sandwich de txaka 🦀. Seguro que hay mejores pintxos que probaré la próxima vez.…Más']","['El restaurante Huevo Berria está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3...', 'El huevo berria · Página · Bar de tapas y restaurante · +34 944 27 13 48 · elhuevoberria.com · Calificación · 48 28 opiniones · Publicación fijada.', 'Tu bar de Pintxos cerca de San Mamés. Comparte tus visitas con nosotros. Calle del Licenciado Poza 65 Bilbao Spain 48013. www.elhuevoberria.com.']"
Gaztedi Berria Restaurante Cafetería / Jatetxea Kafetegia,,640,"4,6",10-20€,Sirve buenos cócteles,"Colón de Larreátegui K., 2, bajo, Abando, 48001 Bilbao, Biscay","{'sábado': ['10:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:00–18:00'], 'martes': ['7:00–18:00'], 'miércoles': ['7:00–18:00'], 'jueves': ['7:00–22:30'], 'viernes': ['7:00–23:30']}",944 97 91 43,"['Gratamente sorprendida. Hemos estado super agusto. A pesar de llegar tarde (aeropuerto y eso y con previo aviso) nos han atendido estupendamente. El servicio…Más', 'Fuimos a comer un menú del día. Varios platos a elegir. 4 de primero, 4 de segundo y 4 postres, agua, pan y vino incluidos. Nos cobraron el agua aparte, sacaron ……Más', 'LO MEJOR DE BILBAO. Probamos el menú de almuerzo y de verdad quedamos completamente sorprendidos con el sabor y la presentación de la comida (la tarta de queso…Más']","['Comimos menú degustacion. Me pareció excaso para el precio 40 euros comensal. Cuando reserve me dijeron 35 euros por comensal incluido botella de vino...', 'Cocina tradicional Vasca en el centro de Bilbao Tlf reservas 944 97 91 43. MENU DEL DIA DEGUSTACION DE TEMPORADA Y CARTA · C/ Colon de larreategui n2 Bilbao...', 'Buenos días Bilbao #euskarazbizinahidut. Empezamos con los menus expres  de 13:00 a 16:00 horas en @Gaztediberria × Platos combinados ×']"
Bar Plata & Brochettes,,11000,"4,2",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Egaña Kalea, 11, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['9:00–1:00'], 'sábado': ['9:00–1:00'], 'domingo': ['9:00–1:00'], 'lunes': ['9:00–1:00'], 'martes': ['9:00–0:30'], 'miércoles': ['9:00–1:00'], 'jueves': ['9:00–1:00']}",946 42 01 32,"['Conocía este lugar por haber entrado pero para tomar algo. Hoy he entrado para comer y ha resultado ser una grata sorpresa.…Más', 'Excelente, pero necesita una buena extracción de humos, agobia muchísimo estar comiendo como si estuvieras dentro de la cocina. Además del olor que se adhiere a…Más', 'Lugar céntrico cercano a la Alhóndiga, excelente para para tomar pintxos y raciones, suele estar muy lleno en horas punta pero su personal te atiende de…Más']","['brochettes · Pintxo Moruno · Brocheta Moruna · Pollo Moruno · Rape & Langostinos · Salmón & Langostinos. ensaladas.', 'Brocheta de rape con langostinos excelente. Fecha de la visita: agosto de 2023. ¿Útil? Esta es la opinión subjetiva de un miembro de Tripadvisor no de...', 'Bar Plata - Bar & Brochetas - Brochettes Plantxa Brasa Raciones Ensaladas.']"
DE SOLERA BURGER,,926,"4,2",10-20€,Tiene terraza· Se sirve comida en el bar,"Buenos Aires Kalea, 15, Abando, 48001 Bilbo, Bizkaia","{'sábado': ['13:00–23:30'], 'domingo': ['Cerrado'], 'lunes': ['10:30–22:30'], 'martes': ['10:30–22:30'], 'miércoles': ['10:30–22:30'], 'jueves': ['10:30–22:30'], 'viernes': ['10:30–22:30']}",944 23 59 36,"['Buen servicio y buena ubicación. Nosotros solo pedimos unos chocolates con churros y estaban como para repetir. Relación calidad precio bastante buen. Totalmente recomendable.…Más', 'Sin restaurantes veganos alrededor o alrededor de la ciudad, en un domingo a las 5 pm, pasamos este bar y descubrimos que la cocina no está cerrada. ¡Gracias a ……Más', 'La hamburguesa número 5 y las tiras de pollo con barbacoa']","['De Solera Burger · Página · Hamburguesería · +34 944 23 59 36 · Calificación · 42 106 opiniones.', 'Fotografía de Restaurante The Bite Bilbao: DE SOLERA BAR BILBAO c /Buenos Airesnº 15 ... Hamburguesa riquísima en el centro de Bilbao. Otras opiniones recientes.', '16 oct 2023 — De Solera ofrece 3 diferentes vegan Jenseits-Meat-Burger y algunas ensaladas veganas bocadillas y sándwiches. También todos los Patatas...']"
Restaurante Ein Prosit Bilbao,Restaurante de cocina alemana con cervezas de barril embutido de elaboración propia y decoración futbolera.,23000,"4,3",20-30€,Ideal para ver deportes· Sillas altas disponibles,"Zabalgune Plaza, 7, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['9:30–23:30'], 'domingo': ['11:30–17:00'], 'lunes': ['Cerrado'], 'martes': ['9:30–23:30'], 'miércoles': ['9:30–23:30'], 'jueves': ['9:30–23:30'], 'viernes': ['9:30–23:30']}",944 24 13 11,"['He ido muchos restaurantes y cuando pido sin gluten, o no tienen, o si tienen, no es de muy buena calidad. Pero en este restaurante (servicio al cliente 10/10),…Más', 'Que se puede decir de un hostelero que siempre te recibe con una sonrisa?\nEl Ein Prosit es una institución en Bilbao. Local súper ambi…Más', 'Restaurante donde puedes degustar comida Alemana. Nosotros hemos pedido, las croquetas de cecina (están riquísimas) y el surtido de 5 salchichas. Buen ambiente y buena atención.…Más']","['Maravilloso local de comida de bavaria con platos Dell país Vasco también. Riquísimas salchichas artesanas fiambres pastel de carne. todo riquísimo y la...', 'EIN PROSIT · Página · Restaurante alemán · +34 944 24 13 11 · einprositbilbao.com · Calificación · 42 215 opiniones.', 'Restaurante bar regentado por los herederos de ""Hermann Thate"" especializado en comida típica alemana y auténtica cerveza bávara. www.einprositbilbao.com.']"
Ledesma N°5,,17000,"4,2",10-20€,Tiene terraza· Se puede bailar· Tiene Wi-Fi,"Ledesma Musikariaren Kalea, 5, Abando, 48001 Bilbo, Bizkaia","{'viernes': ['10:00–2:30'], 'sábado': ['12:00–2:30'], 'domingo': ['12:00–23:00'], 'lunes': ['10:00–23:00'], 'martes': ['10:00–23:00'], 'miércoles': ['10:00–23:00'], 'jueves': ['10:00–24:00']}",944 74 27 77,"['Buen servicio y buena comida. Además al pedir la chica nos ha indicado que le parecía que pedíamos mucho, que las raciones eran grandes y sería demasiado. Tenía…Más', 'Las croquetas son cremosas, las patatas especiadas tienen un fuerte olor a especias, los huevos muy buenos, excepto la morcilla que predominaba el sabor del ……Más', 'Fuimos para cenar sin reserva en festivo y había sitio. Compartimos los nachos y los huevos rotos con morcilla de burgos. Todo estaba muy rico y bastante…Más']","['Ledesma N°5 · Puntuaciones y opiniones · Menú · Detalles · Ubicación y contacto. Calle Ledesma 5 48001 Bilbao España.', 'Ledesma Nº5 Bilbao. 920 Me gusta · 3 personas están hablando de esto · 861 personas han estado aquí. gastrobar con cocina de mercado y fusión en un buen...', 'Ofrecemos: Cocina de mercado y fusión en un buen ambiente. Vinos pintxos tapas carta de picoteo ensaladas carnes y pescados. Copas bien preparadas.']"
Abando y barra,,672,"4,0",1-10€,Tiene terraza· No se aceptan reservas,"Iparraguirre Kalea, 14, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['8:30–23:00'], 'domingo': ['8:30–23:00'], 'lunes': ['7:00–23:00'], 'martes': ['7:00–23:00'], 'miércoles': ['7:00–23:00'], 'jueves': ['7:00–23:00'], 'viernes': ['7:00–23:00']}",944 24 51 86,"['En relación al comentario del propietario de hace 6 días...tengo que decir que la hostelería de la zona no la deben cuidar los clientes sino los profesionales…Más', 'excelente. riquísimos chopitos, deliciosas y consistentes hamburguesas, sabrosa y auténtica paella mixta, y el mejor café que he probado en mi vida, de origen ……Más', 'Sin servicio de terraza, ésto es muy importante en mi opinión. Mesas exteriores muy sucias y sin recoger:…Más']","['Cafeteria Abando y Barra · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Iparaguirre Kalea 14 48009 Bilbao España.', 'Nuestra oferta gastronómica suma a la tradición gastronómica vasca influencias de otros lugares conformando una experiencia única en Bilbao.', 'En el Abando Y Barra se puede comer de pintxos o de raciones. Entre los primeros los más solicitados son el de bacalao gratinado el de solo000lo con foie...']"
Las Lías Bilbao,,298,"4,4",,Tiene terraza· No se aceptan reservas· Tiene Wi-Fi,"Calle Juan Ajuriaguerra Kalea, 14, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['13:00–16:00', '20:00–23:00'], 'domingo': ['13:00–15:30'], 'lunes': ['Cerrado'], 'martes': ['13:00–16:00', '20:00–23:00'], 'miércoles': ['13:00–16:00', '20:00–23:00'], 'jueves': ['13:00–16:00', '20:00–23:00'], 'viernes': ['13:00–16:00', '20:00–23:00']}",946 96 42 40,"['Un restaurante entre tradicional y moderno, bien localizado y con una carta corta.…Más', 'Todo perfecto la comida, el ambiente, el vino....Los platos son excelentes, un momento muy agradáble. Gracias por lá mascota!', 'Atención buena: camareros muy amables\nComida: buena calidad aunque no excelente y la pieza venía con demasiada grasa…Más']","['En Las Lías Bilbao puedes celebrar una cata personalizada con tu amigxs fa000ia empresa.... puedes elegir el tipo de vinos a degustar su procedencia...', 'Un gastrobar de ambientación enológica que oferta una pequeña carta tradicional tapas y raciones. ¡La extensa selección de vinos por copas delata la...', 'Punto de vista de la guía MICHELIN. Un gastrobar de ambientación enológica que oferta una pequeña carta tradicional tapas y raciones.']"
