title,description,n_reviews,stars_avg,price_range,extra_features,street,opening_hours,phone_number,reviews,extra_content
El Huevo Berria,Decoración del Athletic Club y barra de pintxos en una cafetería moderna con ensaladas y taburetes altos.,13000,"4,1",1-10€,Tiene terraza· No se aceptan reservas,"Poza Lizentziatuaren Kalea, 65, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['10:30–1:00'], 'sábado': ['10:30–1:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00'], 'miércoles': ['8:00–23:00'], 'jueves': ['8:00–24:00']}",944 27 13 48,"['El mejor sitio para comer de todo Bilbao!!!! Los pintxos buenísimos y las chicas de barra no podrían ser más simpáticas! 10000/10…Más', 'Buen sitio para comer barato si estas por la zona…Más', 'Sandwich de txaka 🦀. Seguro que hay mejores pintxos que probaré la próxima vez.…Más']","['El restaurante Huevo Berria está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 3.5; Calidad/precio: 3...', 'El huevo berria · Página · Bar de tapas y restaurante · +34 944 27 13 48 · elhuevoberria.com · Calificación · 48 28 opiniones · Publicación fijada.', 'Tu bar de Pintxos cerca de San Mamés. Comparte tus visitas con nosotros. Calle del Licenciado Poza 65 Bilbao Spain 48013. www.elhuevoberria.com.']"
Restaurante Japonés - IPINDO,,643,"4,2",10-20€,Se sirven platos vegetarianos· Tiene Wi-Fi· Sillas altas disponibles,"San Mames Zumarkalea, 39, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['11:30–16:30', '19:30–24:00'], 'domingo': ['11:30–16:30', '19:30–24:00'], 'lunes': ['11:30–16:30', '19:30–24:00'], 'martes': ['11:30–16:30', '19:30–24:00'], 'miércoles': ['11:30–16:30', '19:30–24:00'], 'jueves': ['11:30–16:30', '19:30–24:00'], 'viernes': ['11:30–16:30', '19:30–24:00']}",944 05 04 49,"['Un restaurante muy bonito, con una decoración muy cuidada, un ambiente acogedor y cálido, y con una iluminación relajante. Fuimos a comer varias amigas y…Más', 'Muy buen menú del día, buena calidad precio.', 'Comida riquísima. Buena calidad y atención. Para repetir sin duda.…Más']","['74 opiniones#404 de 987 restaurantes en Bilbao€€ - €€€JaponesaSushiAsiática. Alameda de San Mames 39 48010 Bilbao España +34 944 05 04 49 Página web.', 'Alameda de San Mames 39 48010 Bilbao Horario: 11:30 ~ 16:30 / 19:30 ~ 24:00. Copyright Restaurante Ipindo © 2017 Powered by WebgoShop™ 3.1.0 A1广告.', 'Fuimos a comer porque teníamos antojo de comida asiática. El menú muy variado con varios platos a elegir entrante primero segundo y postre 11€. Además...']"
El Informal,,595,"4,2",€€,Sirve buenos cócteles· Se sirven platos veganos· Hay menú infantil,"María Díaz Haroko K., 7, Abando, 48013 Bilbo, Bizkaia","{'viernes': ['9:00–1:00'], 'sábado': ['11:00–2:00'], 'domingo': ['Cerrado'], 'lunes': ['9:00–17:00'], 'martes': ['9:00–22:00'], 'miércoles': ['9:00–22:00'], 'jueves': ['9:00–1:00', 'Confirmado por teléfono hace 5 semanas']}",683 26 74 73,"['Me gustó el secreto, todo bastante bien. Fui con mi familia y el sitio muy agradable. Buen servicio. Tengo 8 años. Recomendable venir si estás en Bilbao. Yo vine con mis papis a ver ojet…Más', 'Elegimos un menú de fin de semana, el de 36€ y muy bien, buenas raciones y muy variado. Lo recomiendo al 100%. Luego tienen otro menú más caro pero más ……Más', 'Todo muy bien, pero el camarero de la camiseta azul del Athletic se ha portado borde por un comentario del menú que no venía a cuento']","['El informal es un restaurante bar y cafetería situado muy cerca de la Gran Vía de Bilbao en la céntrica calle María Díaz de Haro. Sorpréndase con la...', 'El restaurante El Informal está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio: 4.5...', 'Pareltje! Heel hartelijke ontvangst superlekkere tapas en sfeervol interieur en leuke muziek! Onze beste restaurant-ervaring in Bilbao.']"
Zaka Restaurante,Restaurante a la última decorado con un estilo retro que sirve pinchos de salmón curado y carrillera de cerdo vino y cócteles.,26000,"4,3",20-30€,Tiene terraza· Sirve buenos cócteles· Ideal para ver deportes,"Simón Bolívar Kalea, 11, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['7:30–1:00'], 'sábado': ['11:00–1:00'], 'domingo': ['11:00–24:00'], 'lunes': ['7:30–24:00'], 'martes': ['7:30–24:00'], 'miércoles': ['7:30–24:00'], 'jueves': ['7:30–0:30']}",944 01 45 61,"['Sitio magnífico en Bilbao con un menú extraordinario.\nCocina de calidad y materia prima excelente.…Más', 'El lugar en sí es agradable, aunque los turnos de comida obligan a comer de forma apresurada.…Más', 'Muy buena experiencia , todo súper bien estudiando y equilibrado ! El arroz riquísimo , la carne es carnaza rica y la tarta de queso es elite ! Muchas gracias volveremos ♥️']","['Zaka cocina de aquí y de siempre. Carta variada compuesta de raciones para compartir carnes pescados platos típicos en Indautxu Bilbao.', 'Tienen un menú del día variado muy rico y a muy bien precio. Las cantidades son generosas y el sitio muy amplio y bonito.', 'Zaka Restaurante · Page · Tapas Bar & Restaurant · +34 944 01 45 61 · zakarestaurante.com · Rating · 4.3 182 Reviews.']"
Restaurante Sua San,Restaurante informal con ensaladas sándwiches y platos principales exclusivos además de zumos saludables.,31000,"4,2",10-20€,Tiene terraza· Se sirven platos veganos· Tiene Wi-Fi,"Mazarredo Zumarkalea, 79, Abando, 48009 Bilbo, Bizkaia","{'sábado': ['9:00–24:00'], 'domingo': ['9:00–17:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00'], 'miércoles': ['8:00–23:00'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–24:00']}",944 98 77 51,"['Restaurante muy bonito y muy bien ubicado cerca al museo Guggenheim de Bilbao. Decoración muy bien lograda y ambiente tranquilo. La comida muy sabrosa y a muy ……Más', 'Servicio de 10. Camarero atento y rápido.\nLo que comimos bien servido y buen sabor, raciones adecuadas, los postres buenos…Más', 'Reservamos para tres personas y a destacar la atención del personal y la comida que estaba muy rica. Te dan muchas opciones a elegir en el menú a cual más…Más']","['Abiertos desde primera hora de la mañana con nuestros desayunos y pintxos de lunes a sábado Brunch especial con huevos benedictinos previa reserva.', 'Si vienes a Bilbao es un restaurante obligado para visitar Carta variada con una cocina excelente y un servicio y ambiente Fantástico.', 'Restaurante. En Bilbao Desayunos Brunch comidas y cenas. Take away. Menú del día . Pedidos 94 498 77 51. A domicilio @ubereats. MAZARREDO 79 Bilbao Spain...']"
Restaurante Karmelo,Restaurante sofisticado en el que se preparan selectos platos de marisco lasaña y arroces.,597,"4,2",10-20€,Sirve buenos cócteles· Sillas altas disponibles,"José María de Escuza Kalea, 27, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['0:30–1:00', '11:00–1:00'], 'domingo': ['11:00–23:00'], 'lunes': ['7:30–23:30'], 'martes': ['7:30–23:30'], 'miércoles': ['7:30–23:30'], 'jueves': ['7:30–23:30'], 'viernes': ['7:30–24:00', 'Actualizado por teléfono hace 5 semanas']}",944 39 21 84,"['Sencillamente genial.\nEl local de gran nivel.…Más', 'Pedimos dos menús del día un viernes. Hacía mucho que lo tenía apuntado pero esperaba a ir entre semana porque el fin de semana suben mucho el precio.…Más', 'Sitio muy bonito y elegante, personal muy amable, los platos llegaban rápido, el menú es más conveniente a nivel de precio que la carta y sales sin hambre, la…Más']","['En Karmelo se da de comer y se da como nos gusta sin artificios. Una cocina de autor sin alejarnos nunca de la tradición. Jose María Escuza 27 Bilbao.', 'Muy buen menú del día con varios platos a elegir. El servicio rápido y muy atento. Todo riquísimo con una tarta de queso espectacular.', 'Restaurante Karmelo: Menú del día de alto nivel - 98 opiniones y 74 fotos de viajeros y ofertas fantásticas para Bilbao España en Tripadvisor.']"
La Karola,,1000,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Olabeaga Kaia, 22, Basurtu-Zorrotza, 48013 Bilbo, Bizkaia","{'sábado': ['12:00–24:00'], 'domingo': ['12:00–24:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–23:00'], 'miércoles': ['12:00–24:00'], 'jueves': ['12:00–24:00'], 'viernes': ['12:00–24:00']}",946 12 86 36,"['Local situado a orillas de la ría cerca del museo marítimo en el popular barrio bilbaino de Olabeaga, tiene terraza exterior más otra zona de mesas con bancos y ……Más', 'Un lugar recomendable para picar algo, el pulpo a la brasa excepcional. Los camareros geniales, agradables y atentos. Volveremos.', 'Muy buena comida y el servicio encantador y cercano. Fuimos en familia a comer y pedimos: Surtido de ibéricos, ensalada variada(De 10), croquetas (jamón,…Más']","['El restaurante La Karola está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4; Servicio: 4; Calidad/precio: 4...', 'La Karola además de la famosa grúa también es un bar que se encuentra en el barrio de Olabeaga. Este barrio es conocido con el sobrenombre de Noruega por la...', 'La Karola Berria !! Ven y pregunta por la gran oferta de vinos que disponemos de Bodegas Altún  podrás disfrutar además de la gran variedad de Vinos de...']"
Restaurante Viejo Zortzi,Cocina vasca con sello del chef en una elegante taberna con ladrillo visto y tienda de vinos.,615,"4,4",,,"Poza Lizentziatuaren Kalea, 54, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['13:00–23:00'], 'domingo': ['Cerrado'], 'lunes': ['13:00–23:00'], 'martes': ['13:00–23:00'], 'miércoles': ['13:00–23:00'], 'jueves': ['13:00–23:00'], 'viernes': ['13:00–23:00']}",944 41 92 49,"['Hemos pedido un besugo que estaba buenísimo. Nos avisaron muy pronto de que lo tenían hecho y encima nos recomendaron como comerlo en buena temperatura. Sin duda si qui…Más', 'Me invito un amigo a su restaurante favorito de Bilbao, o sea ya iba con altas expectativas. Excelente el Rodaballo. El mejor pescado que he comido en mi vida. Espectaculares l…Más', 'Excelente cocina.…Más']","['También podrás disfrutar en nuestra barra de un lugar único en Bilbao para tomar tapas elaboradas al momento y la posibilidad de degustar de una gran selección...', 'Sitio tradicional muy buena comida típica vasca. Buen pescado y gran selección de vinos. Un restaurante para disfrutar en todos los sentidos. Personal amable y...', 'El Restaurante El Viejo Zortzi está situado en el barrio de Indautxu en Bilbao. Por eso recuerda una vieja taberna refinada y acogedora decorada con piezas...']"
Ziklo Bar Cafe,,50,"4,7",,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Ziklo Bar Cafe, San Mames Zumarkalea, 11, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['9:00–15:00'], 'domingo': ['10:00–15:00'], 'lunes': ['6:30–21:00'], 'martes': ['6:30–21:00'], 'miércoles': ['6:30–16:00'], 'jueves': ['6:30–21:00'], 'viernes': ['6:30–21:30']}",641 45 30 59,"['Sigue sierdo un fabuloso bar-café al lado de la alhondiga bilbaina. El bar lo lleva un chico estupendo, Richard, que está siempre atento a todo y todos. La…Más', 'Local encantador, el encanto de la hostelería esta detras de la barra siempre.\nAtencion de 10, muy atento a sus clientes…Más', 'Esta mañana hemos desayunado aquí. Y estaba el café muy bueno y el chocolate con churros también. El chico muy amable. Y todo limpísimo. Un lugar agradable.…Más']","['Ziklo Bar Cafe. Menú. Inicio · Reserva · Menú Picoteo · Galería · Nosotros · Métodos de pago ... Contacto. Tfno: 641453059. Alda San mamés 11 48010 Bilbao...', ""Alameda San mames11 Bilbao Spain 48010. www.ziklobarcafe.com. Guru 2021's profile picture. Guru 2021. Nuestra Carta's profile picture. Nuestra Carta."", 'Ziklo Bar Café · Page · Lounge · +34 641 45 30 59 · wa.me/message/UYMKE6E7NBOWA1 · Not yet rated 3 Reviews.']"
El plaza de indautxu,,394,"3,9",10-20€,Tiene terraza· Sillas altas disponibles,"Santimami Zumarkalea, 46, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['6:00–0:30'], 'domingo': ['6:00–0:30'], 'lunes': ['Cerrado'], 'martes': ['6:00–0:30'], 'miércoles': ['6:00–0:30'], 'jueves': ['6:00–0:30'], 'viernes': ['6:00–0:30']}",946 00 03 41,"['Un lugar donde comer un buen menú del día con un servicio muy agradable,lo recomiendo si estás por la zona,no te defraudará.…Más', 'En agosto fuimos un par de veces a comer el menú del día. Me parece una muy buena opción en la zona: menú variado, de buena calidad y a un precio razonable, 14 ……Más', 'He ido en fin de semana y me han atendido y servido super rapido. Sòlo 16 euros el menù de fin de semana! Y se come estupendo. Los garbanzos muy buenos👍 El ……Más']","['El restaurante El Plaza de Indautxu está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3.5; Calidad/precio:...', 'Precio? En consonancia con el entorno con menú diario extenso y variado a 14€ bebida solo agua y vino sencillo/gaseosa. Instalaciones? Sendos pequeños...', 'La plaza Indautxu es una plaza céntrica ubicada en la alameda de Gregorio de la Revilla de Bilbao. Plaza Indautxu. Plaza Indautxu con la iglesia de Nuestra...']"
Patio Bilbao,,302,"4,1",10-20€,Tiene terraza· Tiene Wi-Fi· Sillas altas disponibles,"Kalea Manuel Allende, 21, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['0:00–12:00'], 'domingo': ['0:00–17:00'], 'lunes': ['11:00–23:00'], 'martes': ['11:00–23:00'], 'miércoles': ['11:00–23:00'], 'jueves': ['11:00–23:00'], 'viernes': ['11:00–12:00']}",946 07 52 76,"['(translated by google) we went to lunch on Saturday to bilbao to get out of these routines of communal restrictions we have today, with access only to ……Más', 'Me ha encantado el establecimiento , muy buen personal , muy amables con comida deliciosa. Viva imagen de calidad precio . Volveremos ❤️…Más', 'Hemos ido un sábado a comer el menú de 14,90€, en principio puede parecer que vas a salir con hambre ya que las raciones no son muy grandes, pero en absoluto.…Más']","['El restaurante Patio Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 4; Calidad/precio: 4...', 'Buena barra de pintxos cuidada selección de vinos y cervezas en un local con encanto y en el que además disfrutarás de una carta original y sabrosa.', 'Buena barra de pintxos selección de vinos y cervezas tablas picoteo y una carta original y sabrosa además de menú del día y plato express...']"
Bar Jaime,,821,"4,5",10-20€,Tiene terraza· Sirve buenos cócteles· Se sirve comida en el bar,"Gran Vía de Don Diego López de Haro, 86, Abando, 48011 Bilbo, Bizkaia","{'viernes': ['7:15–1:30'], 'sábado': ['7:15–1:30'], 'domingo': ['Cerrado'], 'lunes': ['7:15–1:30'], 'martes': ['7:15–1:30'], 'miércoles': ['7:15–1:30'], 'jueves': ['7:15–1:30']}",944 42 24 92,"['Parada obligatoria si vas a Bilbao, si te pasas por la mañana podrás degustar una selección de pintxos de muy buen gusto y si eres fan de la tortilla no te ……Más', 'Sitio especializado en café, pintxos, y copas. La tortilla de patata es de las mejores de Bilbao. Tiene terraza fuera. El interior es pequeño pero acogedor.…Más', 'Los camareros un encanto, además tienen unos pintxo espectaculares.. No he tenido todavía la oportunidad de probar la comida pero estoy segura que me va a…Más']","['El restaurante Cafe & Bar Jaime está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 5; Servicio: 4.5; Calidad/precio: 4.5...', 'COCKTAILS · Vermut de la casa. 350 € · Aperol Spritz. 400 € · Negroni Sbagliato. 500 € · Campari Orange Passioni. 600 € · Bloody Mary. 600 € · Dry Martini.', 'Sitio tranquilo agradable con buen servicio y buena atención. Buen local para parar a tomar algo sin prisas o para un buen desayuno a precio razonable. Leer...']"
La Kedada Bilbao,Bar restaurante de un hotel moderno y de paredes blancas que sirve pinchos españoles repostería y cócteles.,54,"4,0",,Tiene terraza· Tiene comedor privado· Tiene Wi-Fi,"Rodríguez Arias K., 66, Bajo, Abando, 48013 Bilbao, Biscay","{'sábado': ['19:00–23:00'], 'domingo': ['19:00–23:00'], 'lunes': ['19:00–23:00'], 'martes': ['19:00–23:00'], 'miércoles': ['19:00–23:00'], 'jueves': ['19:00–23:00'], 'viernes': ['19:00–23:00']}",944 41 31 00,"['La comida esta rica lo que pasa que algunos platos no se corresponden con la carta(pone focaccia pollo bacon queso y tiene aceitunas negras x ejemplo,pedí…Más', 'Es la bar del hotel. Es un local muy agradable, los camareros muy profesionales y atentos. El café lo hacen muy rico y los pintxos están bien. Para mi es un sitio perfectos para quedar con clientes.', 'Buen ambiente y buen local, almorzamos y desayunamos, pero es flojito como cafetería de un hotel de 3* y caro para el producto que ofrece.…Más']","['El restaurante Bar Restaurante La Kedada está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/...', 'Bar y restaurante de vanguardia con ubicación privilegiada en el centro de Bilbao. #lakedada #ilunionbilbao · Photo by La Kedada Bilbao on December 22 2021.', 'La Kedada Bilbao Bilbao. 387 Me gusta · 34 personas han estado aquí. LAKEDADA  cocina de vanguardia con una ubicación privilegiada en el centro de...']"
Pub El Alambique,,12000,"4,3",1-10€,Tiene terraza· Sirve buenos cócteles· No se aceptan reservas,"Urkixo Zumarkalea, 37, Abando, 48010 Bilbo, Bizkaia","{'viernes': ['8:00–2:30'], 'sábado': ['11:00–2:30'], 'domingo': ['12:00–24:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00'], 'miércoles': ['8:00–24:00'], 'jueves': ['8:00–1:30']}",944 43 41 88,"['Buen sitio! Pero por favor!! Poner Jagger jeje .\nLa camarera era muy simpática y agradable, pese a que no había nada de lo que pedía, lo transforma todo en una son…Más', 'Un bonito establecimiento donde relajarse con una bebida. Ambiente muy acogedor debido a los sofás mullidos con los que está decorado. Muy buen café. La chica que estaba al …Más', 'Un lugar estupendo y tranquilo donde tomar una copa bien preparada y servida por un personal maravilloso…Más']","['Bar agradable para pasar un buen rato con amig@s. Trato exquisito de la plantilla. Recomendable 100x100. Copas de calidad y música buena.', '#alambique #alambiquebilbao #bar #barbilbao #ocio #ocioseguro #tardeo #terraza #bilbaocity #sabado', 'ALAMBIQUE. Alameda Urquijo 37 48010 Bilbao + 34 944 434 188. Parada de metro: Indautxu. Si lo que buscas es un bar animado acertarás si vas al Alambique.']"
San Marcos B&K,Desayuno tapas platos típicos españoles cócteles y vino en un bar sencillo e icónico.,292,"4,6",10-20€,Tiene terraza,"Alameda de Recalde, 47A, Abando, 48010 Bilbao, Biscay","{'sábado': ['12:30–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:45–22:30'], 'martes': ['7:45–22:30'], 'miércoles': ['7:45–22:30'], 'jueves': ['7:45–22:30'], 'viernes': ['7:45–24:00']}",944 21 79 64,"['Suelo ir a menudo, un sitio pequeño pero elegante y acogedor. Cuando no sepas dónde ir a comer, esta es una gran opción. El personal encantador, educado, amable…Más', 'Excelente restaurante en el centro de Bilbao. De casualidad había aparcado el coche en frente de este lugar y decidí probar el menú del día. Tanto la comida…Más', 'Local agradable en el que uno se siente a gusto, personal amable y servicial y buena calidad de la comida que sirven. El menú del día está muy bien y su relación calidad/precio excelente.…Más']","['En el centro de Bilbao San Marcos Bar & Kitchen abre sus puertas conservando el nombre y la esencia fa000iar. Un nombre cargado de significado y que tan...', 'San Marcos Bilbao Bilbao. 296 Me gusta · 60 personas han estado aquí. Desayunos menú del día y raciones junto a la Alhóndiga Bilbao; con gran selección...', 'Ubicación y contacto. Alameda Recalde 47 48010 Bilbao España. Abando.']"
"Bar-Restaurante ""La Roca""",,11000,"4,2",20-30€,Ideal para ver deportes· Sillas altas disponibles· Se admiten perros,"Archivo Histórico Provincial, Ercilla Kalea, 1, Abando, 48009 Bilbao, Biscay","{'sábado': ['12:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['7:30–22:00'], 'martes': ['7:30–22:00'], 'miércoles': ['7:30–22:00'], 'jueves': ['7:30–22:00'], 'viernes': ['7:30–24:00']}",944 25 50 09,"['No suelo poner reseñas, pero esta vez, lo merece ¡Y mucho! Viajamos con perro y fué uno más des del primer momento. Nos dejaron entrar con él en el interior y…Más', 'Un lugar magnífico de principio a fin, buscábamos un sitio para comer y poder estar con nuestro perro, no sólo nos han permitido comer allí, sino que además nos…Más', 'Un restaurante maravilloso. Lo encontramos por casualidad y a pesar de ser fechas navideñas, nos hicieron un hueco y nos atendieron con mucho gusto. La comida…Más']","['... café baristas cerveza metodología de tiraje vino su000lería ... © Restaurante La Roca Bilbao • Ercilla Kalea 1 48009 Bilbo Bizkaia • Tel...', '169 opiniones#175 de 987 restaurantes en Bilbao€€ - €€€BarMediterráneaEuropea ... Atmósfera: 4. LA ROCA Bilbao - Abando - Menú Precios y Restaurante Opiniones -...', 'La Roca Bilbao · Menu · El Café · Nuestros Vinos · Nuestros Pintxos · La Cerveza. Menu. El Menu. © Restaurante La Roca Bilbao • Ercilla Kalea 1 48009 Bilbo...']"
Cafe Bar Las Torres,Desayunos pinchos comida rápida y copas en un acogedor salón vintage con barra de madera y suelo de mosaico.,843,"4,3",1-10€,,"Simón Bolívar Kalea, 27, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['9:00–24:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–22:30'], 'martes': ['8:00–22:30'], 'miércoles': ['8:00–22:30'], 'jueves': ['8:00–23:00'], 'viernes': ['8:00–24:00']}",944 41 89 82,"['Este restaurante bar es simplemente excepcional. Ofrecen una amplia variedad de platos, desde hamburguesas hasta bocadillos y sandwiches, pero lo que realmente…Más', 'Muy serviciales y atentos. La relación calidad precio muy buena. Cocina tradicional pero bien preparada.…Más', 'Nos atendió un chico que se llama Alberto. Más majo no puede ser. Buen producto. Y buen servicio. Recomendable para los de Bilbao y turistas.....…Más']","['Disfruta de nuestras famosas tortillas y hamburguesas. Especialidad en pinchos fritos raciones ensaladas sandwiches y bocadillos. También para llevar.', 'Cafe Bar Las Torres · Puntuaciones y opiniones · Detalles · Ubicación y contacto. Calle de Simon Bolivar 27 Bilbao España.', 'Es un bar súper acogedor con una barra muy completa y pintxos galardonados con diferentes premios. A destacar las tortillas sándwich y croquetas. El café muy...']"
Shock Bilbao,Bar animado con shisha que sirve aperitivos de cocina internacional hamburguesas y postres.,293,"3,6",1-10€,Tiene terraza,"Urkixo Zumarkalea, 80, Abando, 48013 Bilbo, Bizkaia","{'sábado': ['11:00–2:30'], 'domingo': ['11:00–23:00'], 'lunes': ['8:00–23:00'], 'martes': ['8:00–23:00'], 'miércoles': ['8:00–23:00'], 'jueves': ['8:00–24:00'], 'viernes': ['8:00–0:30']}",679 19 42 53,"['Pésima atención de la camarera que había hoy por la noche (7 enero 2024)\nPoca educación y pocas ganas de trabajar.…Más', 'Atencion pauperrima de un camarero clavo.Ni mirarme a la cara y de malos modos.\nMe puso el cafe como el quiso no como le pedi yo y m…Más', 'El local está genial, unas pantallas enormes para ver fútbol, una decoración muy cuidada y pintxos decentes.…Más']","['Bienvenid@s a Shock Bilbao un concepto de ocio y restauración innovador. Aquí encontrarás una amplia oferta de gastronomía combinados preparados y una...', 'Somos un concepto de ocio y restauración innovador. Amplia oferta de gastronomía combinados y música que te sorprenderán. Reservas: 679 19 42 53 · Alameda...', 'Shock Bilbao Bilbao. 690 Me gusta · 5 personas están hablando de esto · 116 personas han estado aquí. Food drinks & music. El nuevo local de vanguardia...']"
Covent Garden,,26000,"4,1",1-10€,Tiene terraza· Sirve buenos cócteles· Se puede bailar,"Areiltza Doktorearen Zumarkalea, 28, Abando, 48009 Bilbo, Bizkaia","{'viernes': ['8:30–3:00'], 'sábado': ['10:00–3:00'], 'domingo': ['11:00–23:00'], 'lunes': ['8:30–24:00'], 'martes': ['8:30–24:00'], 'miércoles': ['8:30–24:00'], 'jueves': ['8:30–1:00']}",944 66 75 49,"['La comida estaba rica y el servicio bastante bien. Nosotros hemos pedido el menú (pisto y ensalada de bacalao de primero y de segundo albóndigas con salsa de…Más', 'Excelente servicio...sobre todo de uno de sus empleados, Santi, que personaliza la atención !!muy recomendable', 'Lugar perfecto para pasar un rato agradable con buena música, buenos pintxos, camareros muy majos y un sitio muy acogedor gracias a su decoración. Cenamos por…Más']","['El restaurante Covent Garden Bilbao está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 3.5; Servicio: 3; Calidad/precio: 3.5...', 'El ambiente el sonido y el sabor de Inglaterra en Bilbao Web ⬇️⬇️ Breakfast & Brunchs Teas & Coffees Food & Beer Drinks & Music Fun & Sports.']"
Livan Nicaragua Bar Restaurante,,364,"4,6",10-20€,Tiene terraza· Se sirven platos vegetarianos· Tiene Wi-Fi,"Basurtu Kastrexana Errepidea, 9, Basurtu-Zorrotza, 48002 Bilbo, Bizkaia","{'viernes': ['12:00–2:30'], 'sábado': ['12:00–2:30'], 'domingo': ['12:00–1:00'], 'lunes': ['Cerrado'], 'martes': ['12:00–1:00'], 'miércoles': ['12:00–1:00'], 'jueves': ['12:00–1:00']}",688 73 42 65,"['Excelente servicio, se nos atendio muy bien, local limpio y agradable, comida deliciosa! calidad precio…Más', 'Todo 10/10 recomendado un buen servicio por parte de la camarera y el camarero 🇳🇮❤️la comida muy buena precio calidad van de la mano y un ambiente animado…Más', 'Un lugar muy agradable y se come bien rico y la atención súper genial 🤗👌lo más cerca de sentirse en casa…Más']","['Ofrecemos exquisitos platillos típicos #Nicaragüense ""Un rinconcito de Nicaragua en #Bilbao"" ❤️ Somos un Bar #Diacachimba en donde la pasaras .', 'Restaurante Livan Nicaragua. Centroamericana Otros tipos. 0 estrellas sobre 5. 1 opiniones. Basurtu Kastrexana Errepidea 9 Bilbao 48002.', 'Restaurante Livan Nicaragua. Centroamericana Otros tipos. 0 estrellas sobre 5. 1 opiniones. Basurtu Kastrexana Errepidea 9 Bilbao 48002.']"
Bar Restaurante Udala Bilbao,,73,"4,3",10-20€,,"Errekakoetxe Kalea, 2, Abando, 48010 Bilbo, Bizkaia","{'sábado': ['8:00–17:00'], 'domingo': ['Cerrado'], 'lunes': ['8:00–17:00'], 'martes': ['8:00–17:00'], 'miércoles': ['8:00–17:00'], 'jueves': ['8:00–17:00'], 'viernes': ['8:00–17:00']}",944 21 01 82,"['Miguel y Loli es increíble lo bien q se come y lo bien q tratan y a un precio impresionante…Más', 'Comida casera de verdad! el sitio perfecto para un menú del día...si estás por ahí y quieres comer comida tradicional a buen precio... es el sitio! Sin florituras pero rico.…Más', 'Si quieren disfrutar de comida calidad casera, vayan, no se van a arrepentir. Y precio económico 27€ total para 2 personas (2 platos, postre, pan, bebida y cortaditos). Y el servicio…Más']","['El restaurante Bar Restaurante Udala está puntuado por los viajeros de Tripadvisor según las categorías siguientes: Comida: 4.5; Servicio: 4.5; Calidad/precio:...', 'Consigue las mejores ofertas para Bar Restaurante Udala en Bilbao y conoce la nota y posición en el ranking de GastroRanking.', '16 ene 2024 — Bar Restaurante Udala Bilbao n.º 1220 entre los restaurantes de Bilbao: 82 opiniones y 21 fotos detalladas. Localízalo en el mapa y llama...']"
